"GeneID","geneSymbol","max_abs_dPSI","best_dPSI","min_FDR","n_events","event_types"
"ENSMUSG00000037572","Wdhd1",0.16,0.16,0.000513512252379072,1,"MXE"
"ENSMUSG00000001520","Nrip2",0.126,0.126,0.000515026733105878,1,"RI"
"ENSMUSG00000038828","Tmem214",0.102,-0.102,0.000515026733105878,1,"RI"
"ENSMUSG00000042099","Kank3",0.196,-0.196,0.000515026733105878,1,"RI"
"ENSMUSG00000070808","Bicra",0.159,-0.159,0.00051811090979926,1,"SE"
"ENSMUSG00000059474","Mbtd1",0.271,-0.271,0.000531271866862199,1,"SE"
"ENSMUSG00000065999","Zfp985",0.293,0.293,0.000531641882274426,1,"SE"
"ENSMUSG00000026885","Ttll11",0.11,0.11,0.00054315191631431,1,"SE"
"ENSMUSG00000019143","Hars2",0.179,-0.179,0.000544633605833699,1,"SE"
"ENSMUSG00000073889","Il11ra1",0.108,-0.108,0.000547032727712811,1,"RI"
"ENSMUSG00000039117","Taf4",0.127,0.127,0.0005499272286228,1,"A5SS"
"ENSMUSG00000056342","Usp34",0.173,-0.173,0.000552996805676707,2,"SE,MXE"
"ENSMUSG00000046169","Adamts6",0.386,-0.386,0.000566033838924518,3,"SE,RI"
"ENSMUSG00000028641","P3h1",0.32,-0.32,0.000571359950075055,1,"SE"
"ENSMUSG00000020770","Unk",0.104,0.104,0.000572679542453225,1,"A5SS"
"ENSMUSG00000074284","Gm10658",0.372,-0.372,0.000580308474642218,1,"SE"
"ENSMUSG00000015882","Lcorl",0.187,0.187,0.000585037847133534,1,"SE"
"ENSMUSG00000025326","Ube3a",0.127,0.127,0.0005976497772668,1,"SE"
"ENSMUSG00000028689","Ccdc163",0.165,-0.165,0.000598492950649376,1,"RI"
"ENSMUSG00000032503","Arpp21",0.171,-0.171,0.000599150887904193,2,"SE"
"ENSMUSG00000097587","4930578M01Rik",0.242,-0.242,0.000599361980674536,1,"SE"
"ENSMUSG00000039599","Fam149b",0.112,-0.112,0.000602324603802264,1,"SE"
"ENSMUSG00000017670","Elmo2",0.107,-0.107,0.000604994672165586,1,"SE"
"ENSMUSG00000039159","Ube2h",0.147,0.147,0.000615747366875657,1,"SE"
"ENSMUSG00000064147","Rab44",0.126,-0.126,0.000624453833887834,2,"SE"
"ENSMUSG00000024238","Zeb1",0.338,0.338,0.000633104380391765,2,"SE"
"ENSMUSG00000000751","Rpa1",0.144,-0.144,0.000640439286395643,1,"SE"
"ENSMUSG00000034762","Glis1",0.115,-0.115,0.000643903785925034,1,"SE"
"ENSMUSG00000026388","3110009E18Rik",0.142,0.142,0.000645570877316035,3,"SE,MXE"
"ENSMUSG00000022680","Pdxdc1",0.142,0.142,0.000649002400342015,1,"MXE"
"ENSMUSG00000022020","Naa16",0.17,0.17,0.000657760810194221,1,"SE"
"ENSMUSG00000047193","Dync2h1",0.253,-0.253,0.000670295833671365,3,"SE,A3SS,MXE"
"ENSMUSG00000020712","Tcam1",0.481,0.481,0.000671474617908244,1,"A5SS"
"ENSMUSG00000060002","Chpt1",0.272,-0.272,0.000679456720161651,2,"SE"
"ENSMUSG00000025133","Ints4",0.115,-0.115,0.000683547154600883,1,"SE"
"ENSMUSG00000054051","Ercc6",0.136,-0.136,0.000684350234777259,1,"SE"
"ENSMUSG00000072769","Gm10419",0.208,-0.208,0.000686099774147823,2,"A5SS,A3SS"
"ENSMUSG00000035642","Aamdc",0.146,0.146,0.000689097897275384,2,"SE"
"ENSMUSG00000040415","Dtx3",0.109,-0.109,0.000694032912680506,1,"MXE"
"ENSMUSG00000032596","Uba7",0.261,-0.261,0.000701526495466534,2,"A3SS,RI"
"ENSMUSG00000027356","Fermt1",0.278,0.278,0.000704680068062635,1,"SE"
"ENSMUSG00000021115","Vrk1",0.105,-0.105,0.000726008732839152,1,"SE"
"ENSMUSG00000042198","Chchd7",0.131,-0.131,0.000731422851971642,1,"A3SS"
"ENSMUSG00000075389","Reno1",0.298,0.298,0.000731422851971642,1,"A3SS"
"ENSMUSG00000037386","Rims2",0.12,0.12,0.000735927263056296,1,"SE"
"ENSMUSG00000064179","Tnnt1",0.213,-0.213,0.000747977373366288,2,"SE"
"ENSMUSG00000035696","Rnf38",0.213,-0.213,0.000755502451133257,3,"SE,A5SS"
"ENSMUSG00000016510","Mtif3",0.114,0.114,0.000758426200563966,1,"SE"
"ENSMUSG00000006219","Fblim1",0.174,0.174,0.000768725898129104,1,"A3SS"
"ENSMUSG00000034006","Slc66a2",0.167,-0.167,0.00077265808175684,1,"SE"
"ENSMUSG00000023707","Ogfod2",0.201,-0.201,0.000784247671788961,2,"SE,A3SS"
"ENSMUSG00000025860","Xiap",0.104,-0.104,0.000788579759333613,1,"SE"
"ENSMUSG00000008167","Fbxw9",0.185,0.185,0.000809322591844517,1,"RI"
"ENSMUSG00000022099","Dmtn",0.174,-0.174,0.000809400786567631,2,"SE"
"ENSMUSG00000005899","Smpd4",0.183,-0.183,0.000815971492033321,2,"A3SS,RI"
"ENSMUSG00000031561","Tenm3",0.107,-0.107,0.000820526485570748,1,"SE"
"ENSMUSG00000031878","Nae1",0.24,-0.24,0.000820537719912056,1,"RI"
"ENSMUSG00000069539","Scyl2",0.155,0.155,0.000826341516362162,1,"A3SS"
"ENSMUSG00000097571","Jpx",0.277,-0.277,0.000837240414902223,1,"SE"
"ENSMUSG00000111058","Gm36033",0.503,-0.503,0.00083895588676909,1,"SE"
"ENSMUSG00000061046","Haghl",0.152,-0.152,0.000850285865848096,1,"RI"
"ENSMUSG00000113585","Gm19605",0.351,0.351,0.00085302931527466,1,"SE"
"ENSMUSG00000042029","Ncapg2",0.175,-0.175,0.000863564462173316,1,"SE"
"ENSMUSG00000018986","Slfn3",0.187,-0.187,0.000871452460822902,1,"SE"
"ENSMUSG00000042870","Tom1",0.214,0.214,0.000871785097193537,1,"SE"
"ENSMUSG00000030345","Dyrk4",0.101,0.101,0.000887193184605712,1,"SE"
"ENSMUSG00000021711","Trappc13",0.113,-0.113,0.000914081619341403,1,"SE"
"ENSMUSG00000078773","Rad54b",0.171,-0.171,0.000931080600202322,1,"A3SS"
"ENSMUSG00000032127","Vps11",0.135,-0.135,0.000937881749676158,1,"RI"
"ENSMUSG00000029676","Pot1a",0.194,-0.194,0.000954664579666743,1,"SE"
"ENSMUSG00000027598","Itch",0.129,-0.129,0.000958854642036377,1,"MXE"
"ENSMUSG00000058006","Mdn1",0.117,0.117,0.000961173691699996,1,"MXE"
"ENSMUSG00000030134","Rasgef1a",0.265,-0.265,0.000964126867542643,2,"SE"
"ENSMUSG00000053046","Brsk2",0.146,-0.146,0.000964330749843827,3,"SE"
"ENSMUSG00000020718","Polg2",0.103,0.103,0.000967677863357076,1,"SE"
"ENSMUSG00000026289","Atg16l1",0.111,-0.111,0.00097698586543621,1,"RI"
"ENSMUSG00000020516","Rps6kb1",0.336,-0.336,0.000979986981564479,2,"SE,MXE"
"ENSMUSG00000035476","Tab3",0.121,0.121,0.000981741928137624,2,"SE,A3SS"
"ENSMUSG00000026276","Septin2",0.349,-0.349,0.000987228379350144,4,"SE"
"ENSMUSG00000028207","Asph",0.124,-0.124,0.00100790716349227,2,"SE"
"ENSMUSG00000028785","Hpca",0.143,0.143,0.00100790716349227,1,"SE"
"ENSMUSG00000034173","Zbed5",0.103,-0.103,0.00100959703596637,1,"SE"
"ENSMUSG00000004221","Ikbkg",0.335,-0.335,0.00101486025927767,1,"A5SS"
"ENSMUSG00000036792","Mbd5",0.233,0.233,0.00102090058511983,1,"A5SS"
"ENSMUSG00000052712","BC004004",0.139,-0.139,0.00102357919254255,2,"SE"
"ENSMUSG00000057440","Mpp7",0.16,0.16,0.00103723031333238,1,"SE"
"ENSMUSG00000017740","Slc12a5",0.12,-0.12,0.00103894471213766,1,"SE"
"ENSMUSG00000033594","Spata2l",0.134,-0.134,0.00104499521939677,1,"SE"
"ENSMUSG00000021820","Camk2g",0.192,0.192,0.00104710166071879,1,"SE"
"ENSMUSG00000034621","Gpatch8",0.107,-0.107,0.00110545444193773,1,"SE"
"ENSMUSG00000020128","Vps54",0.125,-0.125,0.00113440858031381,1,"A3SS"
"ENSMUSG00000097039","Pvt1",0.193,-0.193,0.001141313003973,7,"SE,MXE"
"ENSMUSG00000041977","Arhgef11",0.106,-0.106,0.00114814519812022,1,"SE"
"ENSMUSG00000022386","Trmu",0.105,-0.105,0.00115643319117173,1,"RI"
"ENSMUSG00000040828","Catsperd",0.263,-0.263,0.00117353483279512,1,"SE"
"ENSMUSG00000042508","Dmtf1",0.132,-0.132,0.00117638644608109,2,"SE,A3SS"
"ENSMUSG00000038860","Garnl3",0.116,-0.116,0.00119149307584354,2,"SE,MXE"
"ENSMUSG00000055991","Zkscan5",0.128,0.128,0.00119583636053714,1,"SE"
"ENSMUSG00000043323","Fbrsl1",0.24,0.24,0.00120904652686324,2,"SE,MXE"
"ENSMUSG00000000037","Scml2",0.251,-0.251,0.0012169775474326,1,"SE"
"ENSMUSG00000036270","Edc4",0.139,0.139,0.00122054650046808,1,"A3SS"
"ENSMUSG00000051331","Cacna1c",0.125,0.125,0.00122110773680215,2,"SE,MXE"
"ENSMUSG00000092569","Gm20544",0.414,-0.414,0.00122266421210949,5,"A5SS,A3SS,RI"
"ENSMUSG00000053091","Lins1",0.134,-0.134,0.00122389992412573,1,"A3SS"
"ENSMUSG00000042709","Atpaf2",0.218,-0.218,0.00122687017635903,1,"SE"
"ENSMUSG00000078906","Gm14444",0.171,0.171,0.00122979553870362,1,"SE"
"ENSMUSG00000028184","Adgrl2",0.177,-0.177,0.0012567052559445,3,"SE,A3SS"
"ENSMUSG00000038738","Shank1",0.217,-0.217,0.00125789577588881,1,"SE"
"ENSMUSG00000062761","Zfp512",0.143,0.143,0.00126683737635902,1,"SE"
"ENSMUSG00000033540","Idua",0.263,-0.263,0.00127157598179795,1,"RI"
"ENSMUSG00000057193","Slc44a2",0.116,-0.116,0.00127269536079976,1,"SE"
"ENSMUSG00000009575","Cbx5",0.321,0.321,0.00128737049294719,2,"SE"
"ENSMUSG00000041609","Bicdl1",0.109,-0.109,0.00129288026233258,2,"SE"
"ENSMUSG00000029778","Adcyap1r1",0.101,0.101,0.00130066792100837,1,"MXE"
"ENSMUSG00000057554","Lgals8",0.157,-0.157,0.00131456570257084,1,"MXE"
"ENSMUSG00000028523","Dynlt5",0.132,-0.132,0.0013292921009548,1,"SE"
"ENSMUSG00000054648","Zfp869",0.108,-0.108,0.00133503018840228,1,"SE"
"ENSMUSG00000034653","Ythdc2",0.178,-0.178,0.0013529374450394,2,"SE,A3SS"
"ENSMUSG00000049807","Arhgap23",0.109,0.109,0.00137006976834466,1,"SE"
"ENSMUSG00000042197","Zfp451",0.116,0.116,0.00137106340616994,1,"MXE"
"ENSMUSG00000054517","Trim65",0.151,-0.151,0.00137365475057299,1,"RI"
"ENSMUSG00000070315","4930581F22Rik",0.373,0.373,0.00139484444373622,1,"A3SS"
"ENSMUSG00000027378","Nphp1",0.113,0.113,0.00141245339804656,1,"SE"
"ENSMUSG00000025261","Huwe1",0.183,0.183,0.00141797295325857,3,"SE"
"ENSMUSG00000022515","Anks3",0.109,-0.109,0.0014191973992394,2,"SE"
"ENSMUSG00000026921","Egfl7",0.125,-0.125,0.0014318054695837,1,"SE"
"ENSMUSG00000052533","Nup188",0.156,-0.156,0.00143292848025116,1,"A3SS"
"ENSMUSG00000036435","Exoc1",0.186,0.186,0.00143974915000025,1,"SE"
"ENSMUSG00000007610","Gtpbp3",0.182,-0.182,0.00144016713760279,1,"SE"
"ENSMUSG00000033009","Ogfod1",0.114,-0.114,0.00144923153264796,1,"SE"
"ENSMUSG00000061882","Ccdc62",0.102,0.102,0.0014564104625854,1,"SE"
"ENSMUSG00000086453","Gm11457",0.54,-0.54,0.00145682700924936,2,"SE"
"ENSMUSG00000039367","Sec24c",0.148,0.148,0.00147049272551835,1,"SE"
"ENSMUSG00000053714","4732471J01Rik",0.369,0.369,0.00148989813982749,2,"SE,A5SS"
"ENSMUSG00000106918","Mrpl33",0.293,0.293,0.00149041629724644,3,"SE"
"ENSMUSG00000027087","Itgav",0.161,-0.161,0.00150611664762899,1,"SE"
"ENSMUSG00000024530","Prelid3a",0.203,-0.203,0.0015288687022046,1,"SE"
"ENSMUSG00000004328","Hif3a",0.219,-0.219,0.00154743014931343,1,"SE"
"ENSMUSG00000040557","Mettl27",0.178,0.178,0.00156266238764758,1,"SE"
"ENSMUSG00000028706","Nsun4",0.125,-0.125,0.00156698339958068,1,"SE"
"ENSMUSG00000001062","Vps9d1",0.127,-0.127,0.00157062077932676,2,"RI"
"ENSMUSG00000021271","Zfp839",0.242,-0.242,0.00157803820292536,1,"SE"
"ENSMUSG00000028919","Arhgef19",0.234,-0.234,0.00158701920268463,1,"SE"
"ENSMUSG00000034300","Fam53c",0.155,0.155,0.00159159290937892,2,"MXE"
"ENSMUSG00000038695","Josd2",0.105,0.105,0.00161572171267166,2,"SE"
"ENSMUSG00000031819","Emc8",0.242,-0.242,0.0016222466614,2,"SE"
"ENSMUSG00000053552","Ebf4",0.152,-0.152,0.00163241311817916,1,"RI"
"ENSMUSG00000021902","Phf7",0.164,0.164,0.00163330060362122,2,"SE,MXE"
"ENSMUSG00000032523","Hhatl",0.252,-0.252,0.00163330060362122,2,"SE,MXE"
"ENSMUSG00000097391","Mirg",0.364,0.364,0.00163732077772731,1,"SE"
"ENSMUSG00000034235","Usp54",0.221,-0.221,0.00163920755991979,1,"SE"
"ENSMUSG00000023206","Il15ra",0.254,-0.254,0.0016743340286164,3,"SE"
"ENSMUSG00000054499","Dedd2",0.187,-0.187,0.00170984854663146,1,"A3SS"
"ENSMUSG00000037259","Dzank1",0.215,-0.215,0.00172166843415966,1,"SE"
"ENSMUSG00000053460","Ggcx",0.26,0.26,0.00172934809568176,3,"SE"
"ENSMUSG00000030838","Ush1c",0.211,0.211,0.00173573391004315,1,"SE"
"ENSMUSG00000074141","Il4i1",0.241,-0.241,0.00173710782867617,1,"SE"
"ENSMUSG00000038013","Wipf2",0.11,0.11,0.00177726806691891,1,"A5SS"
"ENSMUSG00000068115","Ninl",0.131,-0.131,0.00179518352275575,1,"SE"
"ENSMUSG00000064194","Zfp936",0.156,-0.156,0.00180500359869244,1,"SE"
"ENSMUSG00000035770","Dync1li2",0.271,-0.271,0.00180681042220623,1,"SE"
"ENSMUSG00000118087","4833438C02Rik",0.169,0.169,0.00180959538444379,1,"RI"
"ENSMUSG00000006720","Zfp184",0.15,0.15,0.00181118236056373,1,"A5SS"
"ENSMUSG00000085396","Firre",0.141,-0.141,0.00181118236056373,1,"A5SS"
"ENSMUSG00000034032","Rpap1",0.129,-0.129,0.00181747751075173,1,"SE"
"ENSMUSG00000000440","Pparg",0.387,0.387,0.00184450021086016,1,"MXE"
"ENSMUSG00000057637","Prdm2",0.151,0.151,0.00186623599456767,2,"SE,MXE"
"ENSMUSG00000039782","Cpeb2",0.183,-0.183,0.00186829026355821,1,"SE"
"ENSMUSG00000073430","Gm10505",0.239,-0.239,0.00187057145295122,1,"SE"
"ENSMUSG00000087433","Gm14167",0.321,-0.321,0.00187986765464468,1,"RI"
"ENSMUSG00000041570","Camsap2",0.169,0.169,0.00188173296420614,1,"SE"
"ENSMUSG00000029804","Herc3",0.117,-0.117,0.00189975198822809,1,"SE"
"ENSMUSG00000097910","Hdnr",0.284,0.284,0.00190596476088572,2,"SE"
"ENSMUSG00000015937","Macroh2a1",0.217,-0.217,0.00191863265082666,1,"SE"
"ENSMUSG00000100510","Hand2os1",0.252,0.252,0.00192175018177571,1,"SE"
"ENSMUSG00000022094","Slc39a14",0.145,0.145,0.00194435595737618,1,"SE"
"ENSMUSG00000053291","Rab4b",0.108,0.108,0.00195749952063294,1,"MXE"
"ENSMUSG00000031816","Mthfsd",0.22,-0.22,0.00197718719877202,1,"A3SS"
"ENSMUSG00000039908","Slc26a11",0.106,-0.106,0.00201749805312089,1,"SE"
"ENSMUSG00000028524","Sgip1",0.128,0.128,0.00202226264674503,1,"SE"
"ENSMUSG00000049580","Tsku",0.121,0.121,0.00202226264674503,1,"SE"
"ENSMUSG00000028637","Ccdc30",0.168,-0.168,0.00202473494354278,2,"SE,A5SS"
"ENSMUSG00000028717","Tal1",0.191,0.191,0.00202620425795954,1,"MXE"
"ENSMUSG00000028256","Odf2l",0.344,-0.344,0.00203426512700859,1,"SE"
"ENSMUSG00000034709","Ppp1r21",0.13,0.13,0.002051308329394,1,"MXE"
"ENSMUSG00000027469","Tpx2",0.141,0.141,0.00210643726138062,1,"A5SS"
"ENSMUSG00000029699","Ssc4d",0.11,-0.11,0.00214790098016961,1,"SE"
"ENSMUSG00000007783","Cpt1c",0.125,0.125,0.00216913942381535,1,"RI"
"ENSMUSG00000019261","Map1s",0.355,0.355,0.00217403392032402,2,"SE"
"ENSMUSG00000074758","Gm5535",0.261,0.261,0.00218048572016918,2,"SE"
"ENSMUSG00000019792","Trmt11",0.112,-0.112,0.00227636346012586,1,"SE"
"ENSMUSG00000025762","Larp1b",0.249,-0.249,0.0022819211854334,2,"SE"
"ENSMUSG00000028015","Ctso",0.146,-0.146,0.00228540586761088,1,"SE"
"ENSMUSG00000035429","Ptprh",0.171,-0.171,0.00229775904246734,1,"SE"
"ENSMUSG00000042766","Trim46",0.107,-0.107,0.00229936969829767,1,"MXE"
"ENSMUSG00000031921","Terf2",0.169,-0.169,0.00230181482453171,1,"SE"
"ENSMUSG00000040139","9430038I01Rik",0.162,-0.162,0.0023290024372213,1,"SE"
"ENSMUSG00000056185","Snx32",0.16,-0.16,0.0023412283593655,1,"RI"
"ENSMUSG00000024220","Zfp523",0.108,-0.108,0.00235067376719443,1,"RI"
"ENSMUSG00000032228","Tcf12",0.381,-0.381,0.00238602605340393,1,"RI"
"ENSMUSG00000038070","Cntln",0.122,0.122,0.00239291194419719,1,"A3SS"
"ENSMUSG00000068735","Trp53i11",0.103,0.103,0.00240823683291065,1,"SE"
"ENSMUSG00000028064","Sema4a",0.313,-0.313,0.00240925196503737,2,"A3SS,RI"
"ENSMUSG00000056268","Dennd1b",0.189,0.189,0.00243685758259785,2,"SE,MXE"
"ENSMUSG00000060510","Zfp266",0.227,0.227,0.00243789229901706,2,"SE"
"ENSMUSG00000033543","Gtf2a2",0.139,-0.139,0.00247552174784116,1,"SE"
"ENSMUSG00000025816","Sec61a2",0.102,-0.102,0.00248172970476761,1,"MXE"
"ENSMUSG00000002032","Tmem25",0.177,0.177,0.00250335434340415,1,"MXE"
"ENSMUSG00000021180","Rps6ka5",0.144,0.144,0.00250335434340415,1,"MXE"
"ENSMUSG00000040722","Scamp5",0.106,0.106,0.00250335434340415,1,"MXE"
"ENSMUSG00000056267","Cep70",0.116,0.116,0.00250335434340415,1,"MXE"
"ENSMUSG00000028273","Pdlim5",0.337,-0.337,0.00250359733477747,1,"SE"
"ENSMUSG00000030067","Foxp1",0.213,0.213,0.00253788279822853,1,"SE"
"ENSMUSG00000029055","Plch2",0.301,-0.301,0.00253887186183368,4,"A5SS,RI"
"ENSMUSG00000020680","Taf15",0.168,-0.168,0.00254057639001563,1,"SE"
"ENSMUSG00000030509","Asb7",0.12,-0.12,0.00258624529481522,2,"SE,MXE"
"ENSMUSG00000028563","Tm2d1",0.224,-0.224,0.00258686781051736,2,"SE"
"ENSMUSG00000033306","Lpp",0.164,0.164,0.00259210700976688,1,"SE"
"ENSMUSG00000029561","Oasl2",0.157,-0.157,0.00262407004465354,1,"SE"
"ENSMUSG00000028782","Adgrb2",0.202,-0.202,0.00267877201257874,2,"SE,MXE"
"ENSMUSG00000026615","Eprs",0.103,0.103,0.00271829243321709,1,"SE"
"ENSMUSG00000086370","Ftx",0.16,-0.16,0.00273385108308706,1,"A5SS"
"ENSMUSG00000040929","Rfx3",0.134,0.134,0.00273950414669109,2,"SE"
"ENSMUSG00000085936","2610307P16Rik",0.195,0.195,0.0027587926925886,5,"SE,MXE"
"ENSMUSG00000032067","Pts",0.118,-0.118,0.002766019045373,1,"A3SS"
"ENSMUSG00000027457","Snph",0.185,-0.185,0.00283769055399437,2,"SE"
"ENSMUSG00000068284","Usf3",0.109,-0.109,0.00284959375323349,2,"SE,A5SS"
"ENSMUSG00000024830","Rps6kb2",0.128,-0.128,0.00286598661544526,1,"RI"
"ENSMUSG00000018076","Med13l",0.118,0.118,0.00286912262553625,1,"A3SS"
"ENSMUSG00000068966","Zbtb34",0.14,0.14,0.00291858282572151,1,"SE"
"ENSMUSG00000022607","Ptk2",0.143,-0.143,0.00293072824508913,2,"SE"
"ENSMUSG00000029765","Plxna4",0.112,0.112,0.00300474676365773,1,"SE"
"ENSMUSG00000037692","Ahdc1",0.133,-0.133,0.00303047640364679,1,"A3SS"
"ENSMUSG00000033460","Armcx1",0.423,-0.423,0.00304318759776004,1,"A5SS"
"ENSMUSG00000030701","Plekhb1",0.167,0.167,0.00306202157361002,1,"SE"
"ENSMUSG00000022575","Gsdmd",0.171,-0.171,0.00308336686522315,2,"SE"
"ENSMUSG00000073236","2500004C02Rik",0.132,0.132,0.00312167697805636,1,"SE"
"ENSMUSG00000030556","Lrrc28",0.206,-0.206,0.00312323414841927,2,"A3SS"
"ENSMUSG00000035629","Rubcn",0.138,0.138,0.00314166215695235,1,"SE"
"ENSMUSG00000028587","Orc1",0.108,-0.108,0.00315335594168343,1,"SE"
"ENSMUSG00000049571","Cfap46",0.106,0.106,0.00318974085398858,1,"A5SS"
"ENSMUSG00000086429","Gt(ROSA)26Sor",0.169,0.169,0.00319596620764752,1,"A5SS"
"ENSMUSG00000036667","Tcaf1",0.289,-0.289,0.00319792879939416,1,"SE"
"ENSMUSG00000035234","Abraxas1",0.122,0.122,0.00320432151164848,1,"MXE"
"ENSMUSG00000025508","Rplp2",0.102,0.102,0.00323184326375186,1,"MXE"
"ENSMUSG00000017718","Afmid",0.257,-0.257,0.00328488530829696,1,"SE"
"ENSMUSG00000020866","Cacna1g",0.282,-0.282,0.00328849067383597,1,"A5SS"
"ENSMUSG00000033427","Upb1",0.14,0.14,0.00332122151450055,1,"SE"
"ENSMUSG00000030678","Maz",0.112,-0.112,0.00337725256995715,1,"SE"
"ENSMUSG00000024776","Stambpl1",0.109,0.109,0.0034175115434172,1,"A5SS"
"ENSMUSG00000029864","Gstk1",0.16,-0.16,0.00345944472572664,2,"SE"
"ENSMUSG00000026918","Brd3",0.137,0.137,0.00351914898166492,1,"SE"
"ENSMUSG00000042439","Zfp532",0.24,-0.24,0.00352533119084938,3,"SE"
"ENSMUSG00000031969","Acad8",0.14,-0.14,0.00353905657508181,1,"MXE"
"ENSMUSG00000054814","Usp46",0.126,-0.126,0.00353905657508181,1,"MXE"
"ENSMUSG00000008496","Pou2f2",0.141,-0.141,0.00356781474673,1,"A3SS"
"ENSMUSG00000064043","Trerf1",0.118,-0.118,0.00361328962545285,2,"SE,A5SS"
"ENSMUSG00000032615","Nt5m",0.134,0.134,0.00366476788999049,1,"MXE"
"ENSMUSG00000025893","Kbtbd3",0.126,0.126,0.00366606251582448,1,"SE"
"ENSMUSG00000018387","Shroom1",0.18,-0.18,0.0036842219913726,3,"SE,MXE,RI"
"ENSMUSG00000024462","Gabbr1",0.251,0.251,0.00369490594420728,1,"SE"
"ENSMUSG00000031485","Plpbp",0.255,-0.255,0.00369880766324836,2,"SE"
"ENSMUSG00000021266","Wars1",0.19,-0.19,0.00373735017661656,1,"A5SS"
"ENSMUSG00000017664","Slc35c2",0.49,0.49,0.00376120389611437,1,"SE"
"ENSMUSG00000042564","Fam227a",0.267,0.267,0.00376407398375332,1,"SE"
"ENSMUSG00000022199","Slc22a17",0.367,-0.367,0.00376524794776399,4,"SE,A3SS"
"ENSMUSG00000022335","Zfat",0.18,-0.18,0.00376867622798115,1,"A5SS"
"ENSMUSG00000086995","Gm13544",0.173,-0.173,0.00377438542483703,1,"SE"
"ENSMUSG00000002771","Grin2d",0.121,-0.121,0.00379792490271077,1,"SE"
"ENSMUSG00000039844","Rapgef1",0.127,0.127,0.00380232083540502,1,"MXE"
"ENSMUSG00000015092","Edf1",0.144,-0.144,0.00384796047264702,1,"A3SS"
"ENSMUSG00000033819","Ppp1r16a",0.179,-0.179,0.00393498522428202,1,"RI"
"ENSMUSG00000005882","Uqcc1",0.188,-0.188,0.00393538248416648,1,"RI"
"ENSMUSG00000071653","1810009A15Rik",0.258,-0.258,0.00395312350713964,1,"RI"
"ENSMUSG00000048200","Cracr2b",0.204,-0.204,0.0039589124560616,1,"SE"
"ENSMUSG00000018599","Mief2",0.105,0.105,0.00397438436562768,1,"RI"
"ENSMUSG00000073771","Btbd19",0.179,0.179,0.00399123631696732,2,"SE,MXE"
"ENSMUSG00000026305","Lrrfip1",0.102,0.102,0.00413963031152834,1,"SE"
"ENSMUSG00000005202","Shbg",0.131,-0.131,0.0041425651737977,1,"SE"
"ENSMUSG00000001036","Epn2",0.11,-0.11,0.00419423930225094,1,"SE"
"ENSMUSG00000034071","Zfp551",0.193,-0.193,0.00419423930225094,1,"SE"
"ENSMUSG00000026211","Obsl1",0.134,-0.134,0.00419885573854613,2,"SE"
"ENSMUSG00000079105","C7",0.153,-0.153,0.00420360995311163,1,"SE"
"ENSMUSG00000097068","Gm26760",0.457,-0.457,0.00420360995311163,4,"SE"
"ENSMUSG00000057230","Aak1",0.264,0.264,0.00424168357564439,3,"SE,MXE"
"ENSMUSG00000066235","Pomgnt2",0.313,0.313,0.00426637764968789,3,"SE,MXE"
"ENSMUSG00000029130","Rnf32",0.14,-0.14,0.00427154789466553,2,"SE"
"ENSMUSG00000023328","Ache",0.113,0.113,0.00427852233774356,1,"MXE"
"ENSMUSG00000109844","Gm31816",0.294,0.294,0.00427852233774356,2,"SE,MXE"
"ENSMUSG00000048796","Cyb561d1",0.15,-0.15,0.00431285958830648,2,"A5SS,A3SS"
"ENSMUSG00000030876","Mettl9",0.212,-0.212,0.00433659793026078,1,"SE"
"ENSMUSG00000006289","Osgep",0.165,-0.165,0.0043424083942958,1,"RI"
"ENSMUSG00000029127","Zbtb49",0.177,0.177,0.00435737120175889,2,"SE,MXE"
"ENSMUSG00000034940","Synrg",0.131,-0.131,0.00438982310324477,2,"SE"
"ENSMUSG00000025019","Lcor",0.187,0.187,0.00443076990762749,1,"SE"
"ENSMUSG00000044055","Otos",0.163,-0.163,0.00445260978868547,1,"SE"
"ENSMUSG00000033530","Ttc7b",0.11,0.11,0.00450171857825945,1,"MXE"
"ENSMUSG00000066392","Nrxn3",0.107,-0.107,0.00452207672631305,1,"SE"
"ENSMUSG00000030629","Zfand6",0.138,0.138,0.00457183343929406,1,"SE"
"ENSMUSG00000049295","Zfp219",0.138,-0.138,0.00457183343929406,1,"SE"
"ENSMUSG00000109006","B230209E15Rik",0.239,0.239,0.00457183343929406,1,"SE"
"ENSMUSG00000023191","P3h3",0.122,-0.122,0.00467404411368511,1,"RI"
"ENSMUSG00000087174","5530601H04Rik",0.215,-0.215,0.00467404411368511,3,"SE,RI"
"ENSMUSG00000097290","1300002E11Rik",0.102,-0.102,0.00479052707319818,1,"SE"
"ENSMUSG00000044164","Rnf182",0.108,0.108,0.00485182002663262,1,"SE"
"ENSMUSG00000024998","Plce1",0.102,0.102,0.00485462888195229,1,"SE"
"ENSMUSG00000036622","Atp13a2",0.4,-0.4,0.00499857637772353,1,"A3SS"
"ENSMUSG00000061411","Nol4l",0.133,0.133,0.00500041559198649,2,"A5SS,MXE"
"ENSMUSG00000070871","Ccnyl1",0.122,0.122,0.00515630091026016,1,"MXE"
"ENSMUSG00000026150","Mff",0.128,0.128,0.00516888395528102,1,"SE"
"ENSMUSG00000027297","Ltk",0.11,-0.11,0.00517042782755356,1,"SE"
"ENSMUSG00000020721","Helz",0.101,0.101,0.00520051956247496,1,"SE"
