Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
4933431E20Rik	Neg_vs_Parental	A3SS	-0.342	0.000547	chr3	107801366	107801531	NA	chr3:107800866-107802031	chr3:107801266-107801631
Pcnx3	Neg_vs_Parental	A3SS	0.342	0.0416	chr19	5731459	5731602	NA	chr19:5730959-5732102	chr19:5731359-5731702
Ift46	Pos_vs_Neg	SE	0.342	0.00427	chr9	44685479	44685528	49	chr9:44684979-44686028	chr9:44685379-44685628
Syt17	KO_vs_Neg	A3SS	0.341	0.000108	chr7	118042341	118042364	NA	chr7:118041841-118042864	chr7:118042241-118042464
Csad	KO_vs_Parental	SE	-0.341	5.71e-05	chr15	102111571	102111695	124	chr15:102111071-102112195	chr15:102111471-102111795
Cacnb1	KO_vs_Parental	SE	-0.341	0.0496	chr11	97901452	97901472	20	chr11:97900952-97901972	chr11:97901352-97901572
Syt17	KO_vs_Pos	A3SS	0.341	7.13e-05	chr7	118042341	118042364	NA	chr7:118041841-118042864	chr7:118042241-118042464
Gm12610	KO_vs_Pos	SE	-0.341	1.4e-05	chr4	89268569	89268625	56	chr4:89268069-89269125	chr4:89268469-89268725
Ago4	KO_vs_Pos	SE	0.341	0.000608	chr4	126405192	126405326	134	chr4:126404692-126405826	chr4:126405092-126405426
Nrg4	Neg_vs_Parental	A3SS	-0.341	0.000814	chr9	55133899	55134038	NA	chr9:55133399-55134538	chr9:55133799-55134138
Cetn4	Neg_vs_Parental	SE	-0.341	1.91e-05	chr3	37364085	37364214	129	chr3:37363585-37364714	chr3:37363985-37364314
Mapk1	Neg_vs_Parental	SE	-0.341	0.0468	chr16	16836149	16836339	190	chr16:16835649-16836839	chr16:16836049-16836439
Zfp644	Pos_vs_Parental	A5SS	-0.341	2.04e-06	chr5	106843002	106843565	NA	chr5:106842502-106844065	chr5:106842902-106843665
Zbtb18	Pos_vs_Parental	SE	-0.341	3.31e-13	chr1	177272304	177272388	84	chr1:177271804-177272888	chr1:177272204-177272488
Dclre1c	Pos_vs_Parental	SE	-0.341	3.84e-05	chr2	3437474	3437530	56	chr2:3436974-3438030	chr2:3437374-3437630
Setd4	KO_vs_Neg	SE	-0.34	9.45e-05	chr16	93387761	93388191	430	chr16:93387261-93388691	chr16:93387661-93388291
Agrn	KO_vs_Neg	SE	-0.34	0.0119	chr4	156253002	156253026	24	chr4:156252502-156253526	chr4:156252902-156253126
5430401H09Rik	KO_vs_Parental	RI	-0.34	0.0445	chr12	32166067	32166419	NA	chr12:32165567-32166919	chr12:32165967-32166519
Gm48249	KO_vs_Parental	SE	0.34	0.00159	chr10	20161515	20161640	125	chr10:20161015-20162140	chr10:20161415-20161740
1700028K03Rik	KO_vs_Pos	SE	-0.34	0.00402	chr5	107694066	107694145	79	chr5:107693566-107694645	chr5:107693966-107694245
Irag2	Neg_vs_Parental	RI	-0.34	0.000164	chr6	145083185	145083812	NA	chr6:145082685-145084312	chr6:145083085-145083912
Ube2d-ps	Pos_vs_Neg	A3SS	0.34	0.0123	chr11	5718885	5719072	NA	chr11:5718385-5719572	chr11:5718785-5719172
Clip1	Pos_vs_Neg	A5SS	0.34	6.55e-05	chr5	123768287	123769232	NA	chr5:123767787-123769732	chr5:123768187-123769332
Ttc41	Pos_vs_Parental	MXE	0.34	0.00601	chr10	86586110	86596782	NA	chr10:86585610-86597282	chr10:86586010-86596882
Cyp2d22	Pos_vs_Parental	RI	0.34	0.00758	chr15	82258104	82258670	NA	chr15:82257604-82259170	chr15:82258004-82258770
Dnm1l	Pos_vs_Parental	SE	-0.34	0	chr16	16136627	16136705	78	chr16:16136127-16137205	chr16:16136527-16136805
Cbarp	Pos_vs_Parental	SE	-0.34	0	chr10	79972538	79972577	39	chr10:79972038-79973077	chr10:79972438-79972677
Vps13d	KO_vs_Neg	SE	-0.339	0.00128	chr4	144830183	144830258	75	chr4:144829683-144830758	chr4:144830083-144830358
D630024D03Rik	KO_vs_Neg	SE	0.339	0.0252	chr11	31752829	31752981	152	chr11:31752329-31753481	chr11:31752729-31753081
Synj1	KO_vs_Parental	SE	-0.339	0.00612	chr16	90746586	90746625	39	chr16:90746086-90747125	chr16:90746486-90746725
Platr25	KO_vs_Pos	SE	-0.339	0.000684	chr13	62871911	62872031	120	chr13:62871411-62872531	chr13:62871811-62872131
Tab3	KO_vs_Pos	SE	0.339	0.017	chrX	84637257	84637360	103	chrX:84636757-84637860	chrX:84637157-84637460
AI480526	Pos_vs_Neg	SE	0.339	0.0211	chr5	123272686	123272780	94	chr5:123272186-123273280	chr5:123272586-123272880
Iffo1	Pos_vs_Parental	A3SS	-0.339	2.14e-05	chr6	125130369	125130465	NA	chr6:125129869-125130965	chr6:125130269-125130565
Ppp4r1l-ps	KO_vs_Neg	MXE	0.338	0.00515	chr2	173458147	173487351	NA	chr2:173457647-173487851	chr2:173458047-173487451
Nipal2	KO_vs_Neg	SE	-0.338	1.53e-07	chr15	34600160	34600257	97	chr15:34599660-34600757	chr15:34600060-34600357
Shank3	KO_vs_Neg	SE	-0.338	0.00615	chr15	89440923	89440951	28	chr15:89440423-89441451	chr15:89440823-89441051
Nrg1	KO_vs_Neg	SE	0.338	0.00788	chr8	32327697	32327756	59	chr8:32327197-32328256	chr8:32327597-32327856
Il4i1	KO_vs_Parental	SE	0.338	3.86e-06	chr7	44481539	44481605	66	chr7:44481039-44482105	chr7:44481439-44481705
Lcor	KO_vs_Parental	SE	0.338	0.00735	chr19	41544046	41544140	94	chr19:41543546-41544640	chr19:41543946-41544240
Pate2	Neg_vs_Parental	SE	-0.338	0.000422	chr9	35523067	35523167	100	chr9:35522567-35523667	chr9:35522967-35523267
Ryr2	Neg_vs_Parental	SE	0.338	0.00383	chr13	11905719	11905734	15	chr13:11905219-11906234	chr13:11905619-11905834
Shank3	Neg_vs_Parental	SE	0.338	0.00566	chr15	89440923	89440951	28	chr15:89440423-89441451	chr15:89440823-89441051
Wnt11	Pos_vs_Neg	A5SS	-0.338	0.00667	chr7	98496380	98496658	NA	chr7:98495880-98497158	chr7:98496280-98496758
Cd59b	Pos_vs_Neg	SE	0.338	5.09e-05	chr2	103920473	103920619	146	chr2:103919973-103921119	chr2:103920373-103920719
Mettl17	Pos_vs_Parental	A5SS	-0.338	0	chr14	52126603	52126854	NA	chr14:52126103-52127354	chr14:52126503-52126954
Zeb1	Pos_vs_Parental	SE	0.338	0.00227	chr18	5633203	5633357	154	chr18:5632703-5633857	chr18:5633103-5633457
Ceacam20	KO_vs_Neg	MXE	-0.337	4.43e-05	chr7	19708096	19710235	NA	chr7:19707596-19710735	chr7:19707996-19710335
Clasp2	KO_vs_Neg	SE	-0.337	0	chr9	113687648	113687672	24	chr9:113687148-113688172	chr9:113687548-113687772
Car14	KO_vs_Neg	SE	-0.337	0.0107	chr3	95808770	95808792	22	chr3:95808270-95809292	chr3:95808670-95808892
Gon4l	KO_vs_Neg	SE	-0.337	0.0124	chr3	88753694	88753886	192	chr3:88753194-88754386	chr3:88753594-88753986
Gon4l	KO_vs_Pos	SE	-0.337	0.014	chr3	88753694	88753886	192	chr3:88753194-88754386	chr3:88753594-88753986
Plekha6	Neg_vs_Parental	SE	0.337	0.0393	chr1	133203549	133203603	54	chr1:133203049-133204103	chr1:133203449-133203703
Dpy19l1	Neg_vs_Parental	SE	0.337	0.0477	chr9	24393224	24393362	138	chr9:24392724-24393862	chr9:24393124-24393462
Gm10658	Pos_vs_Neg	SE	-0.337	0.00409	chr9	56964552	56964725	173	chr9:56964052-56965225	chr9:56964452-56964825
Gm20544	Pos_vs_Parental	RI	-0.337	0.019	chr18	75497177	75498933	NA	chr18:75496677-75499433	chr18:75497077-75499033
Pdlim5	Pos_vs_Parental	SE	-0.337	0.0025	chr3	142012044	142012059	15	chr3:142011544-142012559	chr3:142011944-142012159
Trim9	KO_vs_Neg	SE	-0.336	0.00594	chr12	70301811	70302000	189	chr12:70301311-70302500	chr12:70301711-70302100
Platr25	KO_vs_Neg	SE	-0.336	0.0397	chr13	62871911	62872031	120	chr13:62871411-62872531	chr13:62871811-62872131
Itgae	KO_vs_Parental	MXE	0.336	0.00355	chr11	73029592	73036477	NA	chr11:73029092-73036977	chr11:73029492-73036577
Chrd	KO_vs_Pos	SE	0.336	6.89e-05	chr16	20553611	20553719	108	chr16:20553111-20554219	chr16:20553511-20553819
Catsperd	KO_vs_Pos	SE	-0.336	0.0143	chr17	56965072	56965151	79	chr17:56964572-56965651	chr17:56964972-56965251
Sectm1a	Pos_vs_Neg	MXE	-0.336	0.0188	chr11	120959860	120960722	NA	chr11:120959360-120961222	chr11:120959760-120960822
Catsper2	Pos_vs_Neg	SE	0.336	0.00592	chr2	121236809	121236934	125	chr2:121236309-121237434	chr2:121236709-121237034
Trappc6b	Pos_vs_Neg	SE	0.336	0.0361	chr12	59097053	59097171	118	chr12:59096553-59097671	chr12:59096953-59097271
Zkscan8	Pos_vs_Parental	SE	0.336	7.43e-08	chr13	21706393	21706485	92	chr13:21705893-21706985	chr13:21706293-21706585
Tarbp2	Pos_vs_Parental	SE	-0.336	2.5e-06	chr15	102428909	102429012	103	chr15:102428409-102429512	chr15:102428809-102429112
Rps6kb1	Pos_vs_Parental	SE	-0.336	0.00098	chr11	86407976	86408075	99	chr11:86407476-86408575	chr11:86407876-86408175
Slc38a10	KO_vs_Neg	SE	-0.335	0	chr11	119999292	119999379	87	chr11:119998792-119999879	chr11:119999192-119999479
Hdac5	KO_vs_Neg	SE	0.335	0.000129	chr11	102109970	102110107	137	chr11:102109470-102110607	chr11:102109870-102110207
Zfp346	KO_vs_Neg	SE	-0.335	0.000622	chr13	55263295	55263437	142	chr13:55262795-55263937	chr13:55263195-55263537
2610035D17Rik	KO_vs_Neg	SE	0.335	0.0201	chr11	112958167	112958212	45	chr11:112957667-112958712	chr11:112958067-112958312
Zbtb20	KO_vs_Parental	SE	0.335	0.0285	chr16	43053121	43053183	62	chr16:43052621-43053683	chr16:43053021-43053283
Garin5a	KO_vs_Parental	SE	-0.335	0.0297	chr7	44146829	44147057	228	chr7:44146329-44147557	chr7:44146729-44147157
Cd59b	KO_vs_Pos	SE	-0.335	0.00146	chr2	103920473	103920619	146	chr2:103919973-103921119	chr2:103920373-103920719
Plekha6	KO_vs_Pos	SE	-0.335	0.00481	chr1	133203549	133203603	54	chr1:133203049-133204103	chr1:133203449-133203703
Uba7	Pos_vs_Neg	RI	-0.335	0.000428	chr9	107858402	107858780	NA	chr9:107857902-107859280	chr9:107858302-107858880
Dync1i2	Pos_vs_Parental	A3SS	-0.335	0.0289	chr2	71058094	71058188	NA	chr2:71057594-71058688	chr2:71057994-71058288
Ikbkg	Pos_vs_Parental	A5SS	-0.335	0.00101	chrX	73471367	73471508	NA	chrX:73470867-73472008	chrX:73471267-73471608
Luc7l2	Pos_vs_Parental	MXE	-0.335	0.0025	chr6	38536138	38545852	NA	chr6:38535638-38546352	chr6:38536038-38545952
Atp8b3	Pos_vs_Parental	SE	-0.335	2.24e-09	chr10	80357844	80357983	139	chr10:80357344-80358483	chr10:80357744-80358083
Dnah17	Pos_vs_Parental	SE	-0.335	0.0125	chr11	118016102	118016228	126	chr11:118015602-118016728	chr11:118016002-118016328
Ankrd29	KO_vs_Neg	MXE	-0.334	0.0489	chr18	12408762	12415458	NA	chr18:12408262-12415958	chr18:12408662-12415558
Gm10419	KO_vs_Neg	SE	-0.334	0.00809	chr5	108517426	108517544	118	chr5:108516926-108518044	chr5:108517326-108517644
Gsta3	KO_vs_Pos	SE	0.334	0.000238	chr1	21324907	21325047	140	chr1:21324407-21325547	chr1:21324807-21325147
Catsperg1	Pos_vs_Neg	SE	-0.334	8.67e-05	chr7	28889637	28890060	423	chr7:28889137-28890560	chr7:28889537-28890160
Ankrd29	Pos_vs_Parental	MXE	0.334	0.0157	chr18	12408762	12429046	NA	chr18:12408262-12429546	chr18:12408662-12429146
Nr2c2	Pos_vs_Parental	SE	0.334	5.16e-06	chr6	92082262	92082346	84	chr6:92081762-92082846	chr6:92082162-92082446
Limk2	Pos_vs_Parental	SE	0.334	0.00027	chr11	3311782	3311825	43	chr11:3311282-3312325	chr11:3311682-3311925
Septin2	Pos_vs_Parental	SE	-0.334	0.000987	chr1	93407185	93407321	136	chr1:93406685-93407821	chr1:93407085-93407421
Dnah17	Pos_vs_Parental	SE	-0.334	0.0017	chr11	117927157	117927306	149	chr11:117926657-117927806	chr11:117927057-117927406
Slc17a9	KO_vs_Neg	A5SS	0.333	0.00427	chr2	180373672	180373870	NA	chr2:180373172-180374370	chr2:180373572-180373970
Sh3glb1	KO_vs_Neg	SE	-0.333	0	chr3	144407520	144407607	87	chr3:144407020-144408107	chr3:144407420-144407707
Jak3	KO_vs_Neg	SE	-0.333	5.56e-06	chr8	72135543	72135628	85	chr8:72135043-72136128	chr8:72135443-72135728
Ccdc33	KO_vs_Neg	SE	-0.333	0.0149	chr9	57989242	57989352	110	chr9:57988742-57989852	chr9:57989142-57989452
Gm3752	KO_vs_Neg	SE	-0.333	0.0422	chr14	14985916	14986067	151	chr14:14985416-14986567	chr14:14985816-14986167
Pts	KO_vs_Parental	SE	-0.333	0.00135	chr9	50436452	50436584	132	chr9:50435952-50437084	chr9:50436352-50436684
Ppox	KO_vs_Parental	SE	0.333	0.00735	chr1	171107442	171107575	133	chr1:171106942-171108075	chr1:171107342-171107675
Gm3752	KO_vs_Parental	SE	-0.333	0.0404	chr14	14985916	14986067	151	chr14:14985416-14986567	chr14:14985816-14986167
Fbxo24	KO_vs_Pos	A3SS	-0.333	0.00535	chr5	137616981	137617169	NA	chr5:137616481-137617669	chr5:137616881-137617269
Fxr1	KO_vs_Pos	SE	-0.333	1.57e-05	chr3	34093675	34093728	53	chr3:34093175-34094228	chr3:34093575-34093828
Adnp	KO_vs_Pos	SE	-0.333	0.000654	chr2	168046519	168046694	175	chr2:168046019-168047194	chr2:168046419-168046794
Platr25	KO_vs_Pos	SE	-0.333	0.0157	chr13	62871911	62872031	120	chr13:62871411-62872531	chr13:62871811-62872131
Klhl5	Neg_vs_Parental	A5SS	0.333	0.0433	chr5	65320132	65320424	NA	chr5:65319632-65320924	chr5:65320032-65320524
1810019D21Rik	Neg_vs_Parental	RI	0.333	0.0285	chr8	106863162	106865355	NA	chr8:106862662-106865855	chr8:106863062-106865455
Arfip1	Neg_vs_Parental	SE	-0.333	0.00359	chr3	84434992	84435105	113	chr3:84434492-84435605	chr3:84434892-84435205
A830011K09Rik	Pos_vs_Neg	SE	-0.333	0.00639	chr6	138402669	138402978	309	chr6:138402169-138403478	chr6:138402569-138403078
Slc16a1	Pos_vs_Neg	SE	0.333	0.0146	chr3	104558201	104558345	144	chr3:104557701-104558845	chr3:104558101-104558445
Gm34574	Pos_vs_Neg	SE	0.333	0.0314	chr10	99062176	99062300	124	chr10:99061676-99062800	chr10:99062076-99062400
Arpc2	Pos_vs_Neg	SE	0.333	0.0355	chr1	74287290	74287403	113	chr1:74286790-74287903	chr1:74287190-74287503
Ccdc77	Pos_vs_Parental	A3SS	-0.333	0	chr6	120327167	120327405	NA	chr6:120326667-120327905	chr6:120327067-120327505
Gm26839	Pos_vs_Parental	SE	0.333	0.000267	chr12	99585054	99585234	180	chr12:99584554-99585734	chr12:99584954-99585334
Garre1	Pos_vs_Parental	SE	0.333	0.0286	chr7	34011513	34011601	88	chr7:34011013-34012101	chr7:34011413-34011701
Lmbr1	KO_vs_Neg	SE	0.332	4.17e-08	chr5	29528799	29528822	23	chr5:29528299-29529322	chr5:29528699-29528922
Zfp7	KO_vs_Neg	SE	-0.332	0.000317	chr15	76765311	76765438	127	chr15:76764811-76765938	chr15:76765211-76765538
Zfp7	KO_vs_Parental	SE	-0.332	0.000343	chr15	76765311	76765438	127	chr15:76764811-76765938	chr15:76765211-76765538
Zfp7	KO_vs_Pos	SE	-0.332	0.000304	chr15	76765311	76765438	127	chr15:76764811-76765938	chr15:76765211-76765538
Gm30866	Neg_vs_Parental	SE	-0.332	0.00209	chr5	141110798	141110882	84	chr5:141110298-141111382	chr5:141110698-141110982
Rps6kc1	Pos_vs_Neg	SE	0.332	0.000137	chr1	190637139	190637315	176	chr1:190636639-190637815	chr1:190637039-190637415
Gm30866	Pos_vs_Neg	SE	0.332	0.00249	chr5	141110798	141110882	84	chr5:141110298-141111382	chr5:141110698-141110982
4933431E20Rik	Pos_vs_Parental	RI	-0.332	9.55e-08	chr3	107801366	107802308	NA	chr3:107800866-107802808	chr3:107801266-107802408
Ppp4r1l-ps	Pos_vs_Parental	SE	-0.332	9.86e-06	chr2	173490962	173491160	198	chr2:173490462-173491660	chr2:173490862-173491260
Dhx30	Pos_vs_Parental	SE	-0.332	1.74e-05	chr9	109945745	109945823	78	chr9:109945245-109946323	chr9:109945645-109945923
Trrap	KO_vs_Neg	SE	-0.331	0	chr5	144747141	144747162	21	chr5:144746641-144747662	chr5:144747041-144747262
Itga8	KO_vs_Neg	SE	-0.331	5.24e-06	chr2	12198080	12198093	13	chr2:12197580-12198593	chr2:12197980-12198193
P2rx3	KO_vs_Parental	SE	-0.331	0.00356	chr2	84862864	84862891	27	chr2:84862364-84863391	chr2:84862764-84862991
Mx1	KO_vs_Pos	SE	0.331	0.0211	chr16	97263898	97263970	72	chr16:97263398-97264470	chr16:97263798-97264070
2810429I04Rik	Neg_vs_Parental	A5SS	-0.331	0.00273	chr13	3544480	3544721	NA	chr13:3543980-3545221	chr13:3544380-3544821
2410002F23Rik	Neg_vs_Parental	RI	-0.331	0	chr7	43896674	43897719	NA	chr7:43896174-43898219	chr7:43896574-43897819
Cinp	Neg_vs_Parental	SE	-0.331	0.00548	chr12	110843656	110843806	150	chr12:110843156-110844306	chr12:110843556-110843906
Tpm2	Pos_vs_Neg	RI	0.331	0.0193	chr4	43518401	43519078	NA	chr4:43517901-43519578	chr4:43518301-43519178
Ppp4r1l-ps	Pos_vs_Parental	MXE	-0.331	0.00247	chr2	173487249	173491160	NA	chr2:173486749-173491660	chr2:173487149-173491260
Add1	Pos_vs_Parental	SE	-0.331	0	chr5	34786482	34786516	34	chr5:34785982-34787016	chr5:34786382-34786616
AA467197	Pos_vs_Parental	SE	-0.331	0.0158	chr2	122480176	122480262	86	chr2:122479676-122480762	chr2:122480076-122480362
Meg3	Pos_vs_Parental	SE	-0.331	0.0195	chr12	109515725	109515806	81	chr12:109515225-109516306	chr12:109515625-109515906
Sh3glb2	KO_vs_Neg	SE	-0.33	0	chr2	30239237	30239249	12	chr2:30238737-30239749	chr2:30239137-30239349
Surf1	KO_vs_Neg	SE	0.33	0.00214	chr2	26804718	26804907	189	chr2:26804218-26805407	chr2:26804618-26805007
Iqcb1	KO_vs_Neg	SE	0.33	0.027	chr16	36651863	36651976	113	chr16:36651363-36652476	chr16:36651763-36652076
Rcbtb1	KO_vs_Parental	SE	-0.33	0.00833	chr14	59443073	59443171	98	chr14:59442573-59443671	chr14:59442973-59443271
Rps24	KO_vs_Pos	SE	0.33	0	chr14	24544119	24544137	18	chr14:24543619-24544637	chr14:24544019-24544237
F630040K05Rik	Pos_vs_Neg	SE	0.33	0.00351	chr17	46060144	46060282	138	chr17:46059644-46060782	chr17:46060044-46060382
Ttc19	Pos_vs_Parental	SE	-0.33	0.000474	chr11	62206702	62206794	92	chr11:62206202-62207294	chr11:62206602-62206894
Sorbs1	KO_vs_Neg	MXE	0.329	0.00273	chr19	40329128	40332883	NA	chr19:40328628-40333383	chr19:40329028-40332983
Gm10505	KO_vs_Pos	RI	0.329	1.64e-05	chr17	27562274	27563799	NA	chr17:27561774-27564299	chr17:27562174-27563899
Ccdc136	KO_vs_Pos	SE	0.329	0.000367	chr6	29417070	29417577	507	chr6:29416570-29418077	chr6:29416970-29417677
Nadk	KO_vs_Pos	SE	0.329	0.014	chr4	155661184	155661239	55	chr4:155660684-155661739	chr4:155661084-155661339
Zbtb20	KO_vs_Pos	SE	-0.329	0.0329	chr16	42827380	42827449	69	chr16:42826880-42827949	chr16:42827280-42827549
Rubcn	Neg_vs_Parental	SE	0.329	0	chr16	32661906	32661951	45	chr16:32661406-32662451	chr16:32661806-32662051
Shank3	Pos_vs_Neg	SE	0.329	0.0188	chr15	89440923	89440951	28	chr15:89440423-89441451	chr15:89440823-89441051
Hyal3	Pos_vs_Neg	SE	0.329	0.0228	chr9	107461950	107462864	914	chr9:107461450-107463364	chr9:107461850-107462964
Wnk1	Pos_vs_Parental	A5SS	-0.329	0.000157	chr6	119909629	119909722	NA	chr6:119909129-119910222	chr6:119909529-119909822
Nphs1	KO_vs_Pos	SE	0.328	0.000425	chr7	30181889	30182005	116	chr7:30181389-30182505	chr7:30181789-30182105
Pcgf2	Neg_vs_Parental	SE	-0.328	7e-04	chr11	97590031	97590126	95	chr11:97589531-97590626	chr11:97589931-97590226
Vps13d	Pos_vs_Neg	SE	-0.328	8.46e-05	chr4	144830183	144830258	75	chr4:144829683-144830758	chr4:144830083-144830358
Ccdc136	Pos_vs_Neg	SE	-0.328	0.00158	chr6	29417070	29417577	507	chr6:29416570-29418077	chr6:29416970-29417677
Rce1	Pos_vs_Parental	A5SS	-0.328	0.0104	chr19	4674687	4674791	NA	chr19:4674187-4675291	chr19:4674587-4674891
Nphs1	Pos_vs_Parental	SE	-0.328	0.000114	chr7	30181889	30182005	116	chr7:30181389-30182505	chr7:30181789-30182105
Gm20756	Pos_vs_Parental	SE	0.328	0.00822	chr6	25943042	25943144	102	chr6:25942542-25943644	chr6:25942942-25943244
Zfp330	KO_vs_Neg	RI	-0.327	1.29e-05	chr8	83491483	83493402	NA	chr8:83490983-83493902	chr8:83491383-83493502
Cstf2	KO_vs_Neg	SE	-0.327	2.64e-11	chrX	132973426	132973513	87	chrX:132972926-132974013	chrX:132973326-132973613
Creb1	KO_vs_Neg	SE	-0.327	4.93e-05	chr1	64598885	64598927	42	chr1:64598385-64599427	chr1:64598785-64599027
Lpin1	KO_vs_Neg	SE	0.327	0.00877	chr12	16634508	16634652	144	chr12:16634008-16635152	chr12:16634408-16634752
Ptk2	KO_vs_Neg	SE	0.327	0.0311	chr15	73231874	73232186	312	chr15:73231374-73232686	chr15:73231774-73232286
Pierce2	KO_vs_Parental	SE	-0.327	0.00531	chr9	72891080	72891398	318	chr9:72890580-72891898	chr9:72890980-72891498
Gsdmd	KO_vs_Pos	SE	0.327	1.07e-13	chr15	75736203	75736285	82	chr15:75735703-75736785	chr15:75736103-75736385
Pcgf2	KO_vs_Pos	SE	0.327	0.000484	chr11	97590361	97590474	113	chr11:97589861-97590974	chr11:97590261-97590574
Samd13	KO_vs_Pos	SE	-0.327	0.0135	chr3	146390687	146390884	197	chr3:146390187-146391384	chr3:146390587-146390984
Slc38a10	Neg_vs_Parental	SE	0.327	0	chr11	119999292	119999379	87	chr11:119998792-119999879	chr11:119999192-119999479
2500004C02Rik	Neg_vs_Parental	SE	0.327	4.84e-05	chr2	153187037	153187098	61	chr2:153186537-153187598	chr2:153186937-153187198
Lmntd1	Neg_vs_Parental	SE	0.327	0.0479	chr6	145363125	145363245	120	chr6:145362625-145363745	chr6:145363025-145363345
Pcgf2	Pos_vs_Neg	SE	-0.327	0.000521	chr11	97590361	97590474	113	chr11:97589861-97590974	chr11:97590261-97590574
Cdiptos	Pos_vs_Parental	RI	0.327	0.0137	chr7	126573624	126574256	NA	chr7:126573124-126574756	chr7:126573524-126574356
Agk	Pos_vs_Parental	SE	-0.327	2.61e-07	chr6	40331947	40332027	80	chr6:40331447-40332527	chr6:40331847-40332127
5031425E22Rik	Pos_vs_Parental	SE	0.327	1.81e-05	chr5	23616039	23616119	80	chr5:23615539-23616619	chr5:23615939-23616219
Tnk2	Pos_vs_Parental	SE	0.327	3.73e-05	chr16	32484703	32484774	71	chr16:32484203-32485274	chr16:32484603-32484874
Pcgf2	Pos_vs_Parental	SE	-0.327	0.000289	chr11	97590361	97590474	113	chr11:97589861-97590974	chr11:97590261-97590574
4933431E20Rik	KO_vs_Neg	A3SS	0.326	0.00922	chr3	107801366	107801531	NA	chr3:107800866-107802031	chr3:107801266-107801631
E130307A14Rik	KO_vs_Neg	SE	0.326	0.00417	chr10	39521551	39521804	253	chr10:39521051-39522304	chr10:39521451-39521904
Sp100	KO_vs_Pos	MXE	-0.326	0.0165	chr1	85608806	85619770	NA	chr1:85608306-85620270	chr1:85608706-85619870
Lrrfip2	KO_vs_Pos	SE	0.326	2.75e-05	chr9	110999323	110999392	69	chr9:110998823-110999892	chr9:110999223-110999492
Rpl11	KO_vs_Pos	SE	-0.326	0.0404	chr4	135775122	135775164	42	chr4:135774622-135775664	chr4:135775022-135775264
Mapkapk3	Neg_vs_Parental	A5SS	-0.326	0.00188	chr9	107139621	107140963	NA	chr9:107139121-107141463	chr9:107139521-107141063
Kcnc3	Neg_vs_Parental	SE	0.326	0.000352	chr7	44247013	44247043	30	chr7:44246513-44247543	chr7:44246913-44247143
Mef2d	Neg_vs_Parental	SE	-0.326	0.039	chr3	88065527	88065662	135	chr3:88065027-88066162	chr3:88065427-88065762
Gm20544	Pos_vs_Neg	A5SS	-0.326	5.33e-05	chr18	75498858	75498933	NA	chr18:75498358-75499433	chr18:75498758-75499033
Sh3glb1	KO_vs_Neg	SE	-0.325	0	chr3	144407568	144407607	39	chr3:144407068-144408107	chr3:144407468-144407707
Psme3ip1	KO_vs_Parental	SE	-0.325	0.000216	chr8	95323678	95323736	58	chr8:95323178-95324236	chr8:95323578-95323836
Iffo1	KO_vs_Pos	A3SS	0.325	0	chr6	125128757	125129734	NA	chr6:125128257-125130234	chr6:125128657-125129834
Nasp	KO_vs_Pos	SE	0.325	0	chr4	116467599	116468574	975	chr4:116467099-116469074	chr4:116467499-116468674
Tnk2	KO_vs_Pos	SE	-0.325	7.24e-05	chr16	32484703	32484774	71	chr16:32484203-32485274	chr16:32484603-32484874
Lmntd1	KO_vs_Pos	SE	0.325	0.000229	chr6	145363125	145363245	120	chr6:145362625-145363745	chr6:145363025-145363345
Synj1	KO_vs_Pos	SE	-0.325	0.00528	chr16	90746586	90746625	39	chr16:90746086-90747125	chr16:90746486-90746725
Nin	Neg_vs_Parental	SE	0.325	0.00324	chr12	70069054	70069115	61	chr12:70068554-70069615	chr12:70068954-70069215
Trim80	Pos_vs_Neg	SE	-0.325	0.0294	chr11	115336136	115336370	234	chr11:115335636-115336870	chr11:115336036-115336470
Gas5	Pos_vs_Parental	A5SS	-0.325	0	chr1	160863777	160864734	NA	chr1:160863277-160865234	chr1:160863677-160864834
Tafazzin	Pos_vs_Parental	MXE	0.325	0	chrX	73332267	73332625	NA	chrX:73331767-73333125	chrX:73332167-73332725
Zfp869	Pos_vs_Parental	SE	0.325	0.0444	chr8	70165926	70166015	89	chr8:70165426-70166515	chr8:70165826-70166115
Gm33023	KO_vs_Neg	SE	0.324	0.00378	chr8	105360139	105360350	211	chr8:105359639-105360850	chr8:105360039-105360450
Rnf14	KO_vs_Parental	SE	-0.324	3.41e-05	chr18	38440917	38441448	531	chr18:38440417-38441948	chr18:38440817-38441548
Top3b	KO_vs_Pos	A3SS	-0.324	0.0485	chr16	16692932	16693019	NA	chr16:16692432-16693519	chr16:16692832-16693119
Zbtb18	KO_vs_Pos	SE	0.324	5.97e-09	chr1	177272304	177272388	84	chr1:177271804-177272888	chr1:177272204-177272488
Il4i1	KO_vs_Pos	SE	0.324	0.0371	chr7	44481539	44481605	66	chr7:44481039-44482105	chr7:44481439-44481705
Large2	Neg_vs_Parental	A5SS	0.324	0.0177	chr2	92200690	92201008	NA	chr2:92200190-92201508	chr2:92200590-92201108
E130307A14Rik	Neg_vs_Parental	SE	-0.324	0.000392	chr10	39521551	39521804	253	chr10:39521051-39522304	chr10:39521451-39521904
