Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
Arhgap23	Pos_vs_Neg	SE	-0.119	0.00282	chr11	97382469	97382492	23	chr11:97381969-97382992	chr11:97382369-97382592
Fryl	Pos_vs_Neg	SE	-0.118	5.25e-11	chr5	73182113	73182131	18	chr5:73181613-73182631	chr5:73182013-73182231
Cacnb3	Pos_vs_Neg	SE	-0.117	0.000928	chr15	98538839	98538859	20	chr15:98538339-98539359	chr15:98538739-98538959
Dctn4	Pos_vs_Neg	SE	-0.116	0.000847	chr18	60678428	60678449	21	chr18:60677928-60678949	chr18:60678328-60678549
Fxyd7	Pos_vs_Neg	SE	-0.115	0.0329	chr7	30746797	30746827	30	chr7:30746297-30747327	chr7:30746697-30746927
Arl6	Pos_vs_Neg	SE	-0.114	0.000419	chr16	59439028	59439041	13	chr16:59438528-59439541	chr16:59438928-59439141
Nrbp1	Pos_vs_Neg	SE	-0.113	1.65e-06	chr5	31403665	31403689	24	chr5:31403165-31404189	chr5:31403565-31403789
Cacna1g	Pos_vs_Neg	SE	-0.113	0.000506	chr11	94307451	94307481	30	chr11:94306951-94307981	chr11:94307351-94307581
Erc1	Pos_vs_Neg	SE	-0.113	0.0094	chr6	119711041	119711053	12	chr6:119710541-119711553	chr6:119710941-119711153
Myh10	Pos_vs_Neg	SE	-0.112	2.04e-12	chr11	68636760	68636790	30	chr11:68636260-68637290	chr11:68636660-68636890
Arhgap26	Pos_vs_Neg	SE	0.112	6.37e-06	chr18	39490851	39490881	30	chr18:39490351-39491381	chr18:39490751-39490981
Cdk5rap2	Pos_vs_Neg	SE	-0.11	0.0126	chr4	70165184	70165211	27	chr4:70164684-70165711	chr4:70165084-70165311
Apbb1	Pos_vs_Neg	SE	-0.109	0	chr7	105215152	105215158	6	chr7:105214652-105215658	chr7:105215052-105215258
Bicdl1	Pos_vs_Neg	SE	-0.108	9.73e-07	chr5	115810202	115810214	12	chr5:115809702-115810714	chr5:115810102-115810314
Trappc8	Pos_vs_Neg	SE	-0.108	1.67e-05	chr18	20988877	20988895	18	chr18:20988377-20989395	chr18:20988777-20988995
Incenp	Pos_vs_Neg	SE	-0.107	0.00548	chr19	9860555	9860567	12	chr19:9860055-9861067	chr19:9860455-9860667
Nrxn3	Pos_vs_Neg	SE	-0.107	0.00775	chr12	88799322	88799340	18	chr12:88798822-88799840	chr12:88799222-88799440
Fry	Pos_vs_Neg	SE	-0.105	8.5e-06	chr5	150384853	150384862	9	chr5:150384353-150385362	chr5:150384753-150384962
Mroh1	Pos_vs_Neg	SE	-0.105	0.000627	chr15	76316571	76316598	27	chr15:76316071-76317098	chr15:76316471-76316698
Arhgef11	Pos_vs_Neg	SE	-0.104	0.00694	chr3	87625535	87625565	30	chr3:87625035-87626065	chr3:87625435-87625665
Ptk2	Pos_vs_Neg	SE	-0.103	0.026	chr15	73154066	73154084	18	chr15:73153566-73154584	chr15:73153966-73154184
Gpatch8	Pos_vs_Neg	SE	-0.102	0.0066	chr11	102422138	102422156	18	chr11:102421638-102422656	chr11:102422038-102422256
Sag	Pos_vs_Parental	SE	-0.884	7.26e-12	chr1	87771833	87771843	10	chr1:87771333-87772343	chr1:87771733-87771943
Prss41	Pos_vs_Parental	SE	0.492	0.0498	chr17	24062930	24062957	27	chr17:24062430-24063457	chr17:24062830-24063057
Rps24	Pos_vs_Parental	SE	-0.36	0	chr14	24544119	24544137	18	chr14:24543619-24544637	chr14:24544019-24544237
Pdlim5	Pos_vs_Parental	SE	-0.337	0.0025	chr3	142012044	142012059	15	chr3:142011544-142012559	chr3:142011944-142012159
Axl	Pos_vs_Parental	SE	0.307	0.0444	chr7	25472523	25472550	27	chr7:25472023-25473050	chr7:25472423-25472650
Trim9	Pos_vs_Parental	SE	0.3	0.0127	chr12	70298793	70298817	24	chr12:70298293-70299317	chr12:70298693-70298917
Bak1	Pos_vs_Parental	SE	-0.298	0	chr17	27240636	27240656	20	chr17:27240136-27241156	chr17:27240536-27240756
Zfp58	Pos_vs_Parental	SE	0.293	0.000253	chr13	67644303	67644330	27	chr13:67643803-67644830	chr13:67644203-67644430
Ryr1	Pos_vs_Parental	SE	-0.288	0.00891	chr7	28816632	28816653	21	chr7:28816132-28817153	chr7:28816532-28816753
Slc8a1	Pos_vs_Parental	SE	-0.281	0.00017	chr17	81749631	81749652	21	chr17:81749131-81750152	chr17:81749531-81749752
Chpt1	Pos_vs_Parental	SE	-0.272	0.000679	chr10	88317214	88317241	27	chr10:88316714-88317741	chr10:88317114-88317341
Col4a1	Pos_vs_Parental	SE	-0.264	6.1e-14	chr8	11254535	11254552	17	chr8:11254035-11255052	chr8:11254435-11254652
Fam168a	Pos_vs_Parental	SE	-0.253	3.87e-10	chr7	100467942	100467969	27	chr7:100467442-100468469	chr7:100467842-100468069
Dync2h1	Pos_vs_Parental	SE	-0.253	0.00202	chr9	7045348	7045369	21	chr9:7044848-7045869	chr9:7045248-7045469
Sting1	Pos_vs_Parental	SE	-0.252	0.00677	chr18	35872977	35873001	24	chr18:35872477-35873501	chr18:35872877-35873101
Nrxn2	Pos_vs_Parental	SE	0.247	0.00553	chr19	6498284	6498314	30	chr19:6497784-6498814	chr19:6498184-6498414
Ppfia1	Pos_vs_Parental	SE	-0.245	3.1e-05	chr7	144042427	144042454	27	chr7:144041927-144042954	chr7:144042327-144042554
Lysmd4	Pos_vs_Parental	SE	-0.241	0.00739	chr7	66874123	66874149	26	chr7:66873623-66874649	chr7:66874023-66874249
Fbrsl1	Pos_vs_Parental	SE	0.24	0.00121	chr5	110543910	110543940	30	chr5:110543410-110544440	chr5:110543810-110544040
Kcnc3	Pos_vs_Parental	SE	0.236	0.00104	chr7	44247013	44247043	30	chr7:44246513-44247543	chr7:44246913-44247143
Ncam1	Pos_vs_Parental	SE	-0.232	0.00239	chr9	49453187	49453202	15	chr9:49452687-49453702	chr9:49453087-49453302
Asap1	Pos_vs_Parental	SE	-0.223	1.07e-08	chr15	64025692	64025701	9	chr15:64025192-64026201	chr15:64025592-64025801
Mars1	Pos_vs_Parental	SE	-0.22	0	chr10	127132585	127132609	24	chr10:127132085-127133109	chr10:127132485-127132709
Heatr5a	Pos_vs_Parental	SE	0.22	0.0266	chr12	51958987	51959014	27	chr12:51958487-51959514	chr12:51958887-51959114
Sptan1	Pos_vs_Parental	SE	-0.216	0	chr2	29904169	29904184	15	chr2:29903669-29904684	chr2:29904069-29904284
Unc79	Pos_vs_Parental	SE	0.211	0.0177	chr12	103016153	103016182	29	chr12:103015653-103016682	chr12:103016053-103016282
Sh3glb1	Pos_vs_Parental	SE	-0.208	0	chr3	144405614	144405638	24	chr3:144405114-144406138	chr3:144405514-144405738
Pla2g6	Pos_vs_Parental	SE	-0.205	9.76e-08	chr15	79187773	79187802	29	chr15:79187273-79188302	chr15:79187673-79187902
Nktr	Pos_vs_Parental	SE	-0.2	2.01e-09	chr9	121559062	121559090	28	chr9:121558562-121559590	chr9:121558962-121559190
Cdk5rap2	Pos_vs_Parental	SE	-0.2	9.75e-05	chr4	70165184	70165211	27	chr4:70164684-70165711	chr4:70165084-70165311
Ryr2	Pos_vs_Parental	SE	0.199	5.63e-05	chr13	11649192	11649216	24	chr13:11648692-11649716	chr13:11649092-11649316
Vav2	Pos_vs_Parental	SE	-0.197	0	chr2	27190441	27190456	15	chr2:27189941-27190956	chr2:27190341-27190556
Tcf7l2	Pos_vs_Parental	SE	-0.197	0.00636	chr19	55916161	55916186	25	chr19:55915661-55916686	chr19:55916061-55916286
Asap2	Pos_vs_Parental	SE	-0.196	0	chr12	21264362	21264371	9	chr12:21263862-21264871	chr12:21264262-21264471
Pcgf6	Pos_vs_Parental	SE	-0.192	6.8e-05	chr19	47030560	47030578	18	chr19:47030060-47031078	chr19:47030460-47030678
Eml5	Pos_vs_Parental	SE	-0.19	3.03e-08	chr12	98787858	98787873	15	chr12:98787358-98788373	chr12:98787758-98787973
Picalm	Pos_vs_Parental	SE	-0.188	1.79e-11	chr7	89843480	89843504	24	chr7:89842980-89844004	chr7:89843380-89843604
Mef2a	Pos_vs_Parental	SE	-0.188	3.83e-06	chr7	66894268	66894292	24	chr7:66893768-66894792	chr7:66894168-66894392
Exoc1	Pos_vs_Parental	SE	0.186	0.00144	chr5	76688593	76688614	21	chr5:76688093-76689114	chr5:76688493-76688714
Carns1	Pos_vs_Parental	SE	0.185	0.0412	chr19	4225003	4225030	27	chr19:4224503-4225530	chr19:4224903-4225130
Max	Pos_vs_Parental	SE	0.18	6.75e-13	chr12	77008036	77008063	27	chr12:77007536-77008563	chr12:77007936-77008163
L1cam	Pos_vs_Parental	SE	-0.179	0	chrX	72899257	72899269	12	chrX:72898757-72899769	chrX:72899157-72899369
Kcnc3	Pos_vs_Parental	SE	0.178	1.83e-06	chr7	44247013	44247043	30	chr7:44246513-44247543	chr7:44246913-44247143
Htra2	Pos_vs_Parental	SE	-0.175	1.28e-11	chr6	83029678	83029707	29	chr6:83029178-83030207	chr6:83029578-83029807
Strada	Pos_vs_Parental	SE	-0.172	3.71e-07	chr11	106071780	106071809	29	chr11:106071280-106072309	chr11:106071680-106071909
Ppfia1	Pos_vs_Parental	SE	0.171	8.62e-05	chr7	144056603	144056633	30	chr7:144056103-144057133	chr7:144056503-144056733
Vti1a	Pos_vs_Parental	SE	0.171	0.000231	chr19	55375620	55375641	21	chr19:55375120-55376141	chr19:55375520-55375741
Arfgap1	Pos_vs_Parental	SE	-0.169	0	chr2	180620204	180620234	30	chr2:180619704-180620734	chr2:180620104-180620334
Spag9	Pos_vs_Parental	SE	0.168	0.0321	chr11	93971565	93971580	15	chr11:93971065-93972080	chr11:93971465-93971680
Arhgef40	Pos_vs_Parental	SE	-0.167	0.019	chr14	52242335	52242356	21	chr14:52241835-52242856	chr14:52242235-52242456
Sacs	Pos_vs_Parental	SE	0.166	0.0455	chr14	61436051	61436078	27	chr14:61435551-61436578	chr14:61435951-61436178
Git2	Pos_vs_Parental	SE	-0.165	1.1e-08	chr5	114891208	114891214	6	chr5:114890708-114891714	chr5:114891108-114891314
Dst	Pos_vs_Parental	SE	-0.162	0	chr1	34335822	34335840	18	chr1:34335322-34336340	chr1:34335722-34335940
Col7a1	Pos_vs_Parental	SE	-0.16	3.47e-10	chr9	108794117	108794144	27	chr9:108793617-108794644	chr9:108794017-108794244
Mpp7	Pos_vs_Parental	SE	0.16	0.00104	chr18	7430394	7430415	21	chr18:7429894-7430915	chr18:7430294-7430515
Nrxn2	Pos_vs_Parental	SE	-0.159	0.0203	chr19	6498284	6498314	30	chr19:6497784-6498814	chr19:6498184-6498414
Plch2	Pos_vs_Parental	SE	0.151	0.015	chr4	155069822	155069849	27	chr4:155069322-155070349	chr4:155069722-155069949
Cers6	Pos_vs_Parental	SE	-0.146	0.000153	chr2	68936086	68936110	24	chr2:68935586-68936610	chr2:68935986-68936210
Plec	Pos_vs_Parental	SE	-0.145	2.64e-08	chr15	76078758	76078773	15	chr15:76078258-76079273	chr15:76078658-76078873
Ppm1b	Pos_vs_Parental	SE	0.145	0.00672	chr17	85322836	85322863	27	chr17:85322336-85323363	chr17:85322736-85322963
Ablim3	Pos_vs_Parental	SE	-0.145	0.00681	chr18	61938707	61938715	8	chr18:61938207-61939215	chr18:61938607-61938815
Strada	Pos_vs_Parental	SE	-0.143	0	chr11	106071780	106071809	29	chr11:106071280-106072309	chr11:106071680-106071909
Nckap1	Pos_vs_Parental	SE	-0.142	0	chr2	80401556	80401574	18	chr2:80401056-80402074	chr2:80401456-80401674
Kif13a	Pos_vs_Parental	SE	0.138	0.0104	chr13	47018294	47018307	13	chr13:47017794-47018807	chr13:47018194-47018407
Macf1	Pos_vs_Parental	SE	-0.137	0	chr4	123257849	123257867	18	chr4:123257349-123258367	chr4:123257749-123257967
Cd47	Pos_vs_Parental	SE	-0.137	1.96e-08	chr16	49728416	49728441	25	chr16:49727916-49728941	chr16:49728316-49728541
Atp6v0a1	Pos_vs_Parental	SE	-0.134	0	chr11	100940284	100940302	18	chr11:100939784-100940802	chr11:100940184-100940402
Zmynd8	Pos_vs_Parental	SE	0.134	1.43e-05	chr2	165694787	165694799	12	chr2:165694287-165695299	chr2:165694687-165694899
Git2	Pos_vs_Parental	SE	-0.133	0	chr5	114891208	114891214	6	chr5:114890708-114891714	chr5:114891108-114891314
Myef2	Pos_vs_Parental	SE	-0.133	0.000396	chr2	124929596	124929623	27	chr2:124929096-124930123	chr2:124929496-124929723
Clasp2	Pos_vs_Parental	SE	-0.131	5.86e-07	chr9	113707817	113707841	24	chr9:113707317-113708341	chr9:113707717-113707941
Pacsin2	Pos_vs_Parental	SE	-0.13	4.79e-06	chr15	83267823	83267829	6	chr15:83267323-83268329	chr15:83267723-83267929
Psap	Pos_vs_Parental	SE	-0.129	6.83e-11	chr10	60133316	60133325	9	chr10:60132816-60133825	chr10:60133216-60133425
Sh3glb2	Pos_vs_Parental	SE	-0.128	0	chr2	30236070	30236085	15	chr2:30235570-30236585	chr2:30235970-30236185
Kcnq2	Pos_vs_Parental	SE	0.126	1.45e-06	chr2	180745434	180745464	30	chr2:180744934-180745964	chr2:180745334-180745564
Adgrl1	Pos_vs_Parental	SE	-0.126	0.0142	chr8	84652890	84652905	15	chr8:84652390-84653405	chr8:84652790-84653005
Ptprs	Pos_vs_Parental	SE	-0.124	0	chr17	56734790	56734817	27	chr17:56734290-56735317	chr17:56734690-56734917
Mdm1	Pos_vs_Parental	SE	-0.124	0	chr10	117992738	117992768	30	chr10:117992238-117993268	chr10:117992638-117992868
Mroh1	Pos_vs_Parental	SE	-0.123	3.8e-13	chr15	76316571	76316598	27	chr15:76316071-76317098	chr15:76316471-76316698
Kif1b	Pos_vs_Parental	SE	-0.122	0	chr4	149349801	149349819	18	chr4:149349301-149350319	chr4:149349701-149349919
Ager	Pos_vs_Parental	SE	-0.122	0.0172	chr17	34819324	34819351	27	chr17:34818824-34819851	chr17:34819224-34819451
Rpe	Pos_vs_Parental	SE	0.122	0.0424	chr1	66740775	66740795	20	chr1:66740275-66741295	chr1:66740675-66740895
Slc12a5	Pos_vs_Parental	SE	-0.12	0.00104	chr2	164838783	164838798	15	chr2:164838283-164839298	chr2:164838683-164838898
Dctn1	Pos_vs_Parental	SE	-0.117	2.55e-07	chr6	83174300	83174315	15	chr6:83173800-83174815	chr6:83174200-83174415
Cacnb3	Pos_vs_Parental	SE	-0.117	0.000452	chr15	98538839	98538859	20	chr15:98538339-98539359	chr15:98538739-98538959
Daam1	Pos_vs_Parental	SE	-0.117	0.0275	chr12	72005520	72005547	27	chr12:72005020-72006047	chr12:72005420-72005647
Adgrl2	Pos_vs_Parental	SE	-0.116	0.00344	chr3	148566062	148566074	12	chr3:148565562-148566574	chr3:148565962-148566174
Tpd52	Pos_vs_Parental	SE	0.115	0	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Snx14	Pos_vs_Parental	SE	-0.115	2.54e-13	chr9	88282775	88282802	27	chr9:88282275-88283302	chr9:88282675-88282902
Hnrnpa2b1	Pos_vs_Parental	SE	-0.115	9.86e-06	chr6	51441407	51441431	24	chr6:51440907-51441931	chr6:51441307-51441531
Trappc13	Pos_vs_Parental	SE	-0.113	0.000914	chr13	104288672	104288690	18	chr13:104288172-104289190	chr13:104288572-104288790
Tmem245	Pos_vs_Parental	SE	-0.112	0.0214	chr4	56922386	56922410	24	chr4:56921886-56922910	chr4:56922286-56922510
Tecr	Pos_vs_Parental	SE	-0.111	0	chr8	84299656	84299674	18	chr8:84299156-84300174	chr8:84299556-84299774
Vav2	Pos_vs_Parental	SE	-0.111	3.08e-05	chr2	27174850	27174865	15	chr2:27174350-27175365	chr2:27174750-27174965
Tnik	Pos_vs_Parental	SE	0.111	0.00675	chr3	28679347	28679371	24	chr3:28678847-28679871	chr3:28679247-28679471
Ptprf	Pos_vs_Parental	SE	-0.109	0	chr4	118085015	118085042	27	chr4:118084515-118085542	chr4:118084915-118085142
Arhgap23	Pos_vs_Parental	SE	0.109	0.00137	chr11	97382469	97382492	23	chr11:97381969-97382992	chr11:97382369-97382592
Tenm3	Pos_vs_Parental	SE	-0.107	0.000821	chr8	48766272	48766299	27	chr8:48765772-48766799	chr8:48766172-48766399
Gpatch8	Pos_vs_Parental	SE	-0.107	0.00111	chr11	102422138	102422156	18	chr11:102421638-102422656	chr11:102422038-102422256
Nrxn3	Pos_vs_Parental	SE	-0.107	0.00452	chr12	88799322	88799340	18	chr12:88798822-88799840	chr12:88799222-88799440
Mon2	Pos_vs_Parental	SE	-0.106	0.0142	chr10	122858990	122858993	3	chr10:122858490-122859493	chr10:122858890-122859093
Asap1	Pos_vs_Parental	SE	-0.105	3.36e-12	chr15	64025692	64025701	9	chr15:64025192-64026201	chr15:64025592-64025801
Fryl	Pos_vs_Parental	SE	-0.103	1.19e-06	chr5	73182113	73182131	18	chr5:73181613-73182631	chr5:73182013-73182231
Apbb1	Pos_vs_Parental	SE	-0.102	0	chr7	105215152	105215158	6	chr7:105214652-105215658	chr7:105215052-105215258
Synj1	Pos_vs_Parental	SE	-0.1	2.94e-05	chr16	90768451	90768475	24	chr16:90767951-90768975	chr16:90768351-90768575
