"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000074652","Myh7b",1,"SE",1,0,1,0,0.16,0.16,0,"",0,0,0,0,NA,NA
"ENSMUSG00000075590","Nrbp2",1,"RI",0,0,0,1,-0.176,0.176,0,"",0,0,0,0,NA,NA
"ENSMUSG00000078495","Zfp984",1,"A3SS",0,0,0,1,-0.144,0.144,0,"",0,0,0,0,NA,NA
"ENSMUSG00000078498","Zfp988",1,"SE",1,0,1,0,0.29,0.29,0,"",0,0,0,0,NA,NA
"ENSMUSG00000078671","Chd2",1,"SE",1,0,0,1,-0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000078716","Tmem8b",1,"SE",1,0,1,0,0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000078923","Ube2v1",1,"A5SS",0,0,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000078952","Lncenc1",1,"SE",1,0,1,0,0.195,0.195,0,"",0,0,0,0,NA,NA
"ENSMUSG00000079105","C7",1,"SE",1,0,0,1,-0.252,0.252,1,"SE",1,0,0,1,-0.153,0.153
"ENSMUSG00000079109","Pms2",1,"A3SS",0,0,0,1,-0.103,0.103,0,"",0,0,0,0,NA,NA
"ENSMUSG00000079179","Rab10os",1,"RI",0,0,0,1,-0.191,0.191,1,"SE",1,0,0,1,-0.121,0.121
"ENSMUSG00000084957","Bbip1",1,"RI",0,0,0,1,-0.143,0.143,0,"",0,0,0,0,NA,NA
"ENSMUSG00000085156","Snhg15",1,"A5SS",0,0,0,1,-0.112,0.112,0,"",0,0,0,0,NA,NA
"ENSMUSG00000085207","Gm11767",1,"A3SS",0,0,0,1,-0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000085316","D330050G23Rik",1,"SE",1,0,1,0,0.263,0.263,0,"",0,0,0,0,NA,NA
"ENSMUSG00000085396","Firre",1,"SE",1,0,0,1,-0.547,0.547,1,"A5SS",0,0,0,1,-0.141,0.141
"ENSMUSG00000085562","2610028E06Rik",1,"SE",1,0,0,1,-0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000085614","1700123M08Rik",1,"SE",1,0,1,0,0.39,0.39,1,"A5SS",0,0,1,0,0.382,0.382
"ENSMUSG00000086324","Gm15564",1,"SE",1,0,1,0,0.429,0.429,0,"",0,0,0,0,NA,NA
"ENSMUSG00000086453","Gm11457",3,"SE",3,0,2,1,0.0377,0.3237,2,"SE",2,0,1,1,-0.178,0.362
"ENSMUSG00000087120","Gm12279",1,"A3SS",0,0,0,1,-0.295,0.295,0,"",0,0,0,0,NA,NA
"ENSMUSG00000087138","Gm15545",1,"SE",1,0,0,1,-0.113,0.113,0,"",0,0,0,0,NA,NA
"ENSMUSG00000087165","2010001A14Rik",1,"SE",1,0,1,0,0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000087380","2210408F21Rik",5,"A3SS,MXE,RI,SE",2,0,0,5,-0.2266,0.2266,17,"A3SS,A5SS,MXE,RI,SE",10,0,7,10,-0.0636,0.1971
"ENSMUSG00000087385","Frg2f1",1,"A3SS",0,0,0,1,-0.16,0.16,0,"",0,0,0,0,NA,NA
"ENSMUSG00000087620","5330434G04Rik",1,"SE",1,0,1,0,0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000089736","Tgfbr3l",1,"RI",0,0,0,1,-0.16,0.16,0,"",0,0,0,0,NA,NA
"ENSMUSG00000089798","1700028K03Rik",1,"MXE",0,0,0,1,-0.298,0.298,0,"",0,0,0,0,NA,NA
"ENSMUSG00000089862","Umad1",1,"SE",1,0,1,0,0.173,0.173,0,"",0,0,0,0,NA,NA
"ENSMUSG00000090077","Lime1",1,"A3SS",0,0,1,0,0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000090290","Tarbp1",1,"SE",1,0,1,0,0.107,0.107,2,"SE",2,0,2,0,0.162,0.162
"ENSMUSG00000090336","Cfap97d2",1,"SE",1,0,0,1,-0.164,0.164,0,"",0,0,0,0,NA,NA
"ENSMUSG00000090363","Gm3512",1,"SE",1,0,1,0,0.353,0.353,0,"",0,0,0,0,NA,NA
"ENSMUSG00000091474","2610021A01Rik",1,"SE",1,0,0,1,-0.186,0.186,3,"SE",3,0,0,3,-0.1633,0.1633
"ENSMUSG00000091617","Gm3752",1,"SE",1,0,0,1,-0.117,0.117,0,"",0,0,0,0,NA,NA
"ENSMUSG00000091698","Gm6526",1,"SE",1,0,1,0,0.161,0.161,0,"",0,0,0,0,NA,NA
"ENSMUSG00000093979","Gm2237",1,"SE",1,0,1,0,0.173,0.173,0,"",0,0,0,0,NA,NA
"ENSMUSG00000096965","3300005D01Rik",1,"SE",1,0,0,1,-0.121,0.121,2,"SE",2,0,0,2,-0.1525,0.1525
"ENSMUSG00000097068","Gm26760",2,"SE",2,0,0,2,-0.167,0.167,4,"SE",4,0,1,3,-0.1282,0.2403
"ENSMUSG00000097587","4930578M01Rik",1,"SE",1,0,0,1,-0.128,0.128,1,"SE",1,0,0,1,-0.242,0.242
"ENSMUSG00000097589","Dleu2",2,"MXE,SE",1,0,0,2,-0.14,0.14,1,"SE",1,0,0,1,-0.206,0.206
"ENSMUSG00000097709","2810429I04Rik",1,"A5SS",0,0,0,1,-0.331,0.331,0,"",0,0,0,0,NA,NA
"ENSMUSG00000097729","2310015A10Rik",1,"A5SS",0,0,1,0,0.192,0.192,0,"",0,0,0,0,NA,NA
"ENSMUSG00000097910","Hdnr",2,"SE",2,0,1,1,0.0305,0.2055,2,"SE",2,0,2,0,0.2335,0.2335
"ENSMUSG00000098234","Snhg6",1,"A3SS",0,0,0,1,-0.233,0.233,0,"",0,0,0,0,NA,NA
"ENSMUSG00000100009","Gm7967",1,"SE",1,0,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000100783","2310047D07Rik",1,"SE",1,0,0,1,-0.307,0.307,0,"",0,0,0,0,NA,NA
"ENSMUSG00000102976","Zc3h11a",1,"SE",1,0,0,1,-0.11,0.11,1,"SE",1,0,1,0,0.13,0.13
"ENSMUSG00000110206","Flt3l",1,"RI",0,0,0,1,-0.122,0.122,0,"",0,0,0,0,NA,NA
"ENSMUSG00000110605","Gm32856",1,"SE",1,0,0,1,-0.253,0.253,1,"SE",1,0,1,0,0.256,0.256
"ENSMUSG00000110652","Gm33023",1,"SE",1,0,0,1,-0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000111447","Gm48249",1,"SE",1,0,1,0,0.357,0.357,0,"",0,0,0,0,NA,NA
"ENSMUSG00000113204","Gm46430",2,"SE",2,0,0,2,-0.4065,0.4065,1,"SE",1,0,0,1,-0.324,0.324
"ENSMUSG00000115367","Gm33301",1,"A3SS",0,0,1,0,0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000117042","2700054A10Rik",1,"SE",1,0,1,0,0.143,0.143,0,"",0,0,0,0,NA,NA
"ENSMUSG00000117284","Gm7072",1,"MXE",0,0,1,0,0.141,0.141,0,"",0,0,0,0,NA,NA
"ENSMUSG00000118669","Arvcf",1,"SE",1,1,1,0,0.166,0.166,1,"MXE",0,0,1,0,0.123,0.123
"ENSMUSG00000119994","A430046D13Rik",1,"A3SS",0,0,0,1,-0.132,0.132,0,"",0,0,0,0,NA,NA
"ENSMUSG00000120166","Zfp33b",1,"SE",1,0,1,0,0.213,0.213,0,"",0,0,0,0,NA,NA
"ENSMUSG00000121374","ENSMUSG00000121374",1,"SE",1,0,0,1,-0.171,0.171,0,"",0,0,0,0,NA,NA
"ENSMUSG00000121492","6820431F20Rik",1,"A5SS",0,0,0,1,-0.102,0.102,0,"",0,0,0,0,NA,NA
