Supplementary Table 18:,"Enrichment score (ES) of A complex formation performed under control condition (CTR).for variants in libraries T1, T2. Missing values are reported as NA. ",Unnamed: 2
pan_troglodytes-HsaEX0034483-TGC4mutTAC,0.04,T2
pan_troglodytes-HsaEX0035450,0.39,T2
pan_troglodytes-HsaEX0035450-TGC1mutTAC,0.43,T2
pan_troglodytes-HsaEX0043752,0.31,T2
pan_troglodytes-HsaEX0043752-TGC1mutTAC,0.3,T2
pan_troglodytes-HsaEX0044638,0.71,T2
pan_troglodytes-HsaEX0051317,1.36,T2
pan_troglodytes-HsaEX0051317-int-hsa,1.19,T2
pan_troglodytes-HsaEX0051317-ss5-hsa,1.24,T2
pan_troglodytes-HsaEX0051317-TGC3mutTAC,1.19,T2
pan_troglodytes-HsaEX0057701,1.71,T2
pan_troglodytes-HsaEX0057701-TGC2mutTAC,1.21,T2
PHF21A-HsaEX0047035-int-HsaEX0000641,1.6,T2
PHF21A-HsaEX0047035-int-HsaEX0002213,1.46,T2
PHF21A-HsaEX0047035-int-HsaEX0012545,0.84,T2
PHF21A-HsaEX0047035-int-HsaEX0015276,0.42,T2
PHF21A-HsaEX0047035-int-HsaEX0015478,1.04,T2
PHF21A-HsaEX0047035-int-HsaEX0016976,0.42,T2
PHF21A-HsaEX0047035-int-HsaEX0018777,0.57,T2
PHF21A-HsaEX0047035-int-HsaEX0026467,2.42,T2
PHF21A-HsaEX0047035-int-HsaEX0027672,2.03,T2
PHF21A-HsaEX0047035-int-HsaEX0032608,0.79,T2
PHF21A-HsaEX0047035-int-HsaEX0034483,0.68,T2
PHF21A-HsaEX0047035-int-HsaEX0035450,1.79,T2
PHF21A-HsaEX0047035-int-HsaEX0037213,1.22,T2
PHF21A-HsaEX0047035-int-HsaEX0038690,0.62,T2
PHF21A-HsaEX0047035-int-HsaEX0038702,0.45,T2
PHF21A-HsaEX0047035-int-HsaEX0039034,0.27,T2
PHF21A-HsaEX0047035-int-HsaEX0040386,1.01,T2
PHF21A-HsaEX0047035-int-HsaEX0043752,2.52,T2
PHF21A-HsaEX0047035-int-HsaEX0043902,2.58,T2
PHF21A-HsaEX0047035-int-HsaEX0044638,1.63,T2
PHF21A-HsaEX0047035-int-HsaEX0048492,1.45,T2
PHF21A-HsaEX0047035-int-HsaEX0049811,1.02,T2
PHF21A-HsaEX0047035-int-HsaEX0051317,0.95,T2
PHF21A-HsaEX0047035-int-HsaEX0057701,0.86,T2
PHF21A-HsaEX0047035-int-HsaEX0058030,1.21,T2
PHF21A-HsaEX0047035-int-HsaEX0063374,0.73,T2
PHF21A-HsaEX0047035-int-HsaEX0063412,1,T2
PHF21A-HsaEX0047035-int-HsaEX0064198,0.68,T2
PHF21A-HsaEX0047035-int-HsaEX0067208,2.32,T2
PHF21A-HsaEX0047035-int-HsaEX1011407,1.45,T2
PHF21A-HsaEX0047035-int-HsaEX1019114,1.31,T2
PHF21A-HsaEX0047035-int-HsaEX1026556,0.67,T2
PHF21A-HsaEX0047035-int-HsaEX1045708,1.02,T2
PHF21A-HsaEX0047035-int-HsaEX6024969,0.11,T2
PHF21A-HsaEX0047035-int-HsaEX6040016,0.39,T2
PHF21A-HsaEX0047035-int-HsaEX6041122,1.08,T2
PHF21A-HsaEX0047035-int-HsaEX6063998,0.12,T2
PHF21A-HsaEX0047035-int-HsaEX6077184,1.46,T2
PHF21A-HsaEX0047035-int-HsaEX6093676,0.59,T2
PHF21A-HsaEX0047035-int-HsaEX7001225,1.28,T2
PHF21A-HsaEX0047035-intss5-HsaEX0000641,1.72,T2
PHF21A-HsaEX0047035-intss5-HsaEX0002213,2.02,T2
PHF21A-HsaEX0047035-intss5-HsaEX0012545,1.2,T2
PHF21A-HsaEX0047035-intss5-HsaEX0015276,0.32,T2
PHF21A-HsaEX0047035-intss5-HsaEX0015478,1.04,T2
PHF21A-HsaEX0047035-intss5-HsaEX0016976,0.7,T2
PHF21A-HsaEX0047035-intss5-HsaEX0018777,1.08,T2
PHF21A-HsaEX0047035-intss5-HsaEX0026467,4.33,T2
PHF21A-HsaEX0047035-intss5-HsaEX0027672,5.24,T2
PHF21A-HsaEX0047035-intss5-HsaEX0032608,0.43,T2
PHF21A-HsaEX0047035-intss5-HsaEX0034483,0.06,T2
PHF21A-HsaEX0047035-intss5-HsaEX0035450,1.35,T2
PHF21A-HsaEX0047035-intss5-HsaEX0037213,0.37,T2
PHF21A-HsaEX0047035-intss5-HsaEX0038690,0.46,T2
PHF21A-HsaEX0047035-intss5-HsaEX0038702,0.22,T2
PHF21A-HsaEX0047035-intss5-HsaEX0039034,0.17,T2
PHF21A-HsaEX0047035-intss5-HsaEX0040386,0.6,T2
PHF21A-HsaEX0047035-intss5-HsaEX0043752,1.09,T2
PHF21A-HsaEX0047035-intss5-HsaEX0043902,1.62,T2
PHF21A-HsaEX0047035-intss5-HsaEX0044638,1.08,T2
PHF21A-HsaEX0047035-intss5-HsaEX0048492,1.53,T2
PHF21A-HsaEX0047035-intss5-HsaEX0049811,0.74,T2
PHF21A-HsaEX0047035-intss5-HsaEX0051317,1.37,T2
PHF21A-HsaEX0047035-intss5-HsaEX0057701,1.37,T2
PHF21A-HsaEX0047035-intss5-HsaEX0058030,2.95,T2
PHF21A-HsaEX0047035-intss5-HsaEX0063374,0.75,T2
PHF21A-HsaEX0047035-intss5-HsaEX0063412,0.48,T2
PHF21A-HsaEX0047035-intss5-HsaEX0064198,0.84,T2
PHF21A-HsaEX0047035-intss5-HsaEX0067208,2.17,T2
PHF21A-HsaEX0047035-intss5-HsaEX1011407,2.47,T2
PHF21A-HsaEX0047035-intss5-HsaEX1019114,0.34,T2
PHF21A-HsaEX0047035-intss5-HsaEX1026556,0.47,T2
PHF21A-HsaEX0047035-intss5-HsaEX1045708,1.05,T2
PHF21A-HsaEX0047035-intss5-HsaEX6024969,0.08,T2
PHF21A-HsaEX0047035-intss5-HsaEX6040016,1.18,T2
PHF21A-HsaEX0047035-intss5-HsaEX6041122,1.1,T2
PHF21A-HsaEX0047035-intss5-HsaEX6063998,0.09,T2
PHF21A-HsaEX0047035-intss5-HsaEX6077184,2.64,T2
PHF21A-HsaEX0047035-intss5-HsaEX6093676,1.83,T2
PHF21A-HsaEX0047035-intss5-HsaEX7001225,1.65,T2
PHF21A-HsaEX0047035-WT,0.47,T2
PLS3-HsaEX0048492-int-HsaEX0000641,0.52,T2
PLS3-HsaEX0048492-int-HsaEX0002213,0.98,T2
PLS3-HsaEX0048492-int-HsaEX0012545,0.63,T2
PLS3-HsaEX0048492-int-HsaEX0015276,0.43,T2
PLS3-HsaEX0048492-int-HsaEX0015478,0.33,T2
PLS3-HsaEX0048492-int-HsaEX0016976,0.88,T2
PLS3-HsaEX0048492-int-HsaEX0018777,0.73,T2
PLS3-HsaEX0048492-int-HsaEX0026467,0.62,T2
PLS3-HsaEX0048492-int-HsaEX0027672,2.26,T2
PLS3-HsaEX0048492-int-HsaEX0032608,0.8,T2
PLS3-HsaEX0048492-int-HsaEX0034483,0.36,T2
PLS3-HsaEX0048492-int-HsaEX0035450,0.45,T2
PLS3-HsaEX0048492-int-HsaEX0037213,0.96,T2
PLS3-HsaEX0048492-int-HsaEX0038690,0.36,T2
PLS3-HsaEX0048492-int-HsaEX0038702,0.86,T2
PLS3-HsaEX0048492-int-HsaEX0039034,0.88,T2
PLS3-HsaEX0048492-int-HsaEX0040386,0.63,T2
PLS3-HsaEX0048492-int-HsaEX0043752,0.7,T2
PLS3-HsaEX0048492-int-HsaEX0043902,0.7,T2
PLS3-HsaEX0048492-int-HsaEX0044638,0.9,T2
PLS3-HsaEX0048492-int-HsaEX0047035,0.67,T2
PLS3-HsaEX0048492-int-HsaEX0049811,0.55,T2
PLS3-HsaEX0048492-int-HsaEX0051317,1.1,T2
PLS3-HsaEX0048492-int-HsaEX0057701,1.2,T2
PLS3-HsaEX0048492-int-HsaEX0058030,0.69,T2
PLS3-HsaEX0048492-int-HsaEX0063374,0.73,T2
PLS3-HsaEX0048492-int-HsaEX0063412,0.38,T2
PLS3-HsaEX0048492-int-HsaEX0064198,0.4,T2
PLS3-HsaEX0048492-int-HsaEX0067208,0.79,T2
PLS3-HsaEX0048492-int-HsaEX1011407,0.94,T2
PLS3-HsaEX0048492-int-HsaEX1019114,0.49,T2
PLS3-HsaEX0048492-int-HsaEX1026556,0.71,T2
PLS3-HsaEX0048492-int-HsaEX1045708,0.71,T2
PLS3-HsaEX0048492-int-HsaEX6024969,0.49,T2
PLS3-HsaEX0048492-int-HsaEX6040016,0.74,T2
PLS3-HsaEX0048492-int-HsaEX6041122,0.97,T2
PLS3-HsaEX0048492-int-HsaEX6063998,0.23,T2
PLS3-HsaEX0048492-int-HsaEX6077184,1.41,T2
PLS3-HsaEX0048492-int-HsaEX6093676,0.75,T2
PLS3-HsaEX0048492-int-HsaEX7001225,1.62,T2
PLS3-HsaEX0048492-intss5-HsaEX0000641,0.91,T2
PLS3-HsaEX0048492-intss5-HsaEX0002213,1.61,T2
PLS3-HsaEX0048492-intss5-HsaEX0012545,0.95,T2
PLS3-HsaEX0048492-intss5-HsaEX0015276,0.23,T2
PLS3-HsaEX0048492-intss5-HsaEX0015478,0.68,T2
PLS3-HsaEX0048492-intss5-HsaEX0016976,0.69,T2
PLS3-HsaEX0048492-intss5-HsaEX0018777,0.56,T2
PLS3-HsaEX0048492-intss5-HsaEX0026467,3.13,T2
PLS3-HsaEX0048492-intss5-HsaEX0027672,4.83,T2
PLS3-HsaEX0048492-intss5-HsaEX0032608,0.3,T2
PLS3-HsaEX0048492-intss5-HsaEX0034483,0.02,T2
PLS3-HsaEX0048492-intss5-HsaEX0035450,0.91,T2
PLS3-HsaEX0048492-intss5-HsaEX0037213,0.4,T2
PLS3-HsaEX0048492-intss5-HsaEX0038690,0.34,T2
PLS3-HsaEX0048492-intss5-HsaEX0038702,0.14,T2
PLS3-HsaEX0048492-intss5-HsaEX0039034,0.17,T2
PLS3-HsaEX0048492-intss5-HsaEX0040386,0.55,T2
PLS3-HsaEX0048492-intss5-HsaEX0043752,0.51,T2
PLS3-HsaEX0048492-intss5-HsaEX0043902,0.86,T2
PLS3-HsaEX0048492-intss5-HsaEX0044638,0.69,T2
PLS3-HsaEX0048492-intss5-HsaEX0047035,0.44,T2
PLS3-HsaEX0048492-intss5-HsaEX0049811,0.49,T2
PLS3-HsaEX0048492-intss5-HsaEX0051317,0.75,T2
PLS3-HsaEX0048492-intss5-HsaEX0057701,1.05,T2
PLS3-HsaEX0048492-intss5-HsaEX0058030,1.36,T2
PLS3-HsaEX0048492-intss5-HsaEX0063374,0.59,T2
PLS3-HsaEX0048492-intss5-HsaEX0063412,0.19,T2
PLS3-HsaEX0048492-intss5-HsaEX0064198,0.3,T2
PLS3-HsaEX0048492-intss5-HsaEX0067208,0.96,T2
PLS3-HsaEX0048492-intss5-HsaEX1011407,1.17,T2
PLS3-HsaEX0048492-intss5-HsaEX1019114,0.33,T2
PLS3-HsaEX0048492-intss5-HsaEX1026556,0.17,T2
PLS3-HsaEX0048492-intss5-HsaEX1045708,0.79,T2
PLS3-HsaEX0048492-intss5-HsaEX6024969,0.07,T2
PLS3-HsaEX0048492-intss5-HsaEX6040016,0.87,T2
PLS3-HsaEX0048492-intss5-HsaEX6041122,0.73,T2
PLS3-HsaEX0048492-intss5-HsaEX6063998,0.11,T2
PLS3-HsaEX0048492-intss5-HsaEX6077184,1.63,T2
PLS3-HsaEX0048492-intss5-HsaEX6093676,1.12,T2
PLS3-HsaEX0048492-intss5-HsaEX7001225,1.15,T2
PLS3-HsaEX0048492-WT,0.69,T2
POSTN-HsaEX6040016-int-HsaEX0000641,0.82,T2
POSTN-HsaEX6040016-int-HsaEX0002213,2.46,T2
POSTN-HsaEX6040016-int-HsaEX0012545,1.02,T2
POSTN-HsaEX6040016-int-HsaEX0015276,1.21,T2
POSTN-HsaEX6040016-int-HsaEX0015478,0.56,T2
POSTN-HsaEX6040016-int-HsaEX0016976,1.05,T2
POSTN-HsaEX6040016-int-HsaEX0018777,1.17,T2
POSTN-HsaEX6040016-int-HsaEX0026467,3.1,T2
POSTN-HsaEX6040016-int-HsaEX0027672,4.41,T2
POSTN-HsaEX6040016-int-HsaEX0032608,1.3,T2
POSTN-HsaEX6040016-int-HsaEX0034483,1.13,T2
POSTN-HsaEX6040016-int-HsaEX0035450,1.8,T2
POSTN-HsaEX6040016-int-HsaEX0037213,2.14,T2
POSTN-HsaEX6040016-int-HsaEX0038690,0.82,T2
POSTN-HsaEX6040016-int-HsaEX0038702,1.02,T2
POSTN-HsaEX6040016-int-HsaEX0039034,1.11,T2
POSTN-HsaEX6040016-int-HsaEX0040386,1.35,T2
POSTN-HsaEX6040016-int-HsaEX0043752,1.66,T2
POSTN-HsaEX6040016-int-HsaEX0043902,2.31,T2
POSTN-HsaEX6040016-int-HsaEX0044638,1.98,T2
POSTN-HsaEX6040016-int-HsaEX0047035,1.27,T2
POSTN-HsaEX6040016-int-HsaEX0048492,1.82,T2
POSTN-HsaEX6040016-int-HsaEX0049811,1.42,T2
POSTN-HsaEX6040016-int-HsaEX0051317,2.43,T2
POSTN-HsaEX6040016-int-HsaEX0057701,1.31,T2
POSTN-HsaEX6040016-int-HsaEX0058030,2.3,T2
POSTN-HsaEX6040016-int-HsaEX0063374,1.24,T2
POSTN-HsaEX6040016-int-HsaEX0063412,1.04,T2
POSTN-HsaEX6040016-int-HsaEX0064198,1.23,T2
POSTN-HsaEX6040016-int-HsaEX0067208,1.71,T2
POSTN-HsaEX6040016-int-HsaEX1011407,2.62,T2
POSTN-HsaEX6040016-int-HsaEX1019114,1.48,T2
POSTN-HsaEX6040016-int-HsaEX1026556,0.92,T2
POSTN-HsaEX6040016-int-HsaEX1045708,1.93,T2
POSTN-HsaEX6040016-int-HsaEX6024969,0.38,T2
POSTN-HsaEX6040016-int-HsaEX6041122,3.05,T2
POSTN-HsaEX6040016-int-HsaEX6063998,0.28,T2
POSTN-HsaEX6040016-int-HsaEX6077184,2.42,T2
POSTN-HsaEX6040016-int-HsaEX6093676,1.65,T2
POSTN-HsaEX6040016-int-HsaEX7001225,2.5,T2
POSTN-HsaEX6040016-intss5-HsaEX0000641,1.55,T2
POSTN-HsaEX6040016-intss5-HsaEX0002213,2.95,T2
POSTN-HsaEX6040016-intss5-HsaEX0012545,1.21,T2
POSTN-HsaEX6040016-intss5-HsaEX0015276,1.1,T2
POSTN-HsaEX6040016-intss5-HsaEX0015478,1.12,T2
POSTN-HsaEX6040016-intss5-HsaEX0016976,0.85,T2
POSTN-HsaEX6040016-intss5-HsaEX0018777,1.41,T2
POSTN-HsaEX6040016-intss5-HsaEX0026467,2.97,T2
POSTN-HsaEX6040016-intss5-HsaEX0027672,6.26,T2
POSTN-HsaEX6040016-intss5-HsaEX0032608,1.13,T2
POSTN-HsaEX6040016-intss5-HsaEX0034483,0.11,T2
POSTN-HsaEX6040016-intss5-HsaEX0035450,2.55,T2
POSTN-HsaEX6040016-intss5-HsaEX0037213,0.7,T2
POSTN-HsaEX6040016-intss5-HsaEX0038690,0.88,T2
POSTN-HsaEX6040016-intss5-HsaEX0038702,0.61,T2
POSTN-HsaEX6040016-intss5-HsaEX0039034,0.43,T2
POSTN-HsaEX6040016-intss5-HsaEX0040386,0.66,T2
POSTN-HsaEX6040016-intss5-HsaEX0043752,0.74,T2
POSTN-HsaEX6040016-intss5-HsaEX0043902,0.85,T2
POSTN-HsaEX6040016-intss5-HsaEX0044638,1.61,T2
POSTN-HsaEX6040016-intss5-HsaEX0047035,0.81,T2
POSTN-HsaEX6040016-intss5-HsaEX0048492,1.89,T2
POSTN-HsaEX6040016-intss5-HsaEX0049811,0.98,T2
POSTN-HsaEX6040016-intss5-HsaEX0051317,3.65,T2
POSTN-HsaEX6040016-intss5-HsaEX0057701,2.07,T2
POSTN-HsaEX6040016-intss5-HsaEX0058030,2.61,T2
POSTN-HsaEX6040016-intss5-HsaEX0063374,1.19,T2
POSTN-HsaEX6040016-intss5-HsaEX0063412,0.58,T2
POSTN-HsaEX6040016-intss5-HsaEX0064198,1.11,T2
POSTN-HsaEX6040016-intss5-HsaEX0067208,2.06,T2
POSTN-HsaEX6040016-intss5-HsaEX1011407,1.66,T2
POSTN-HsaEX6040016-intss5-HsaEX1019114,0.58,T2
POSTN-HsaEX6040016-intss5-HsaEX1026556,0.4,T2
POSTN-HsaEX6040016-intss5-HsaEX1045708,2.95,T2
POSTN-HsaEX6040016-intss5-HsaEX6024969,0.32,T2
POSTN-HsaEX6040016-intss5-HsaEX6041122,1.96,T2
POSTN-HsaEX6040016-intss5-HsaEX6063998,0.33,T2
POSTN-HsaEX6040016-intss5-HsaEX6077184,2.56,T2
POSTN-HsaEX6040016-intss5-HsaEX6093676,1.84,T2
POSTN-HsaEX6040016-intss5-HsaEX7001225,1.92,T2
POSTN-HsaEX6040016-WT,1.39,T2
PPP6R3-HsaEX0049811-int-HsaEX0000641,0.23,T2
PPP6R3-HsaEX0049811-int-HsaEX0002213,0.4,T2
PPP6R3-HsaEX0049811-int-HsaEX0012545,0.51,T2
PPP6R3-HsaEX0049811-int-HsaEX0015276,0.4,T2
PPP6R3-HsaEX0049811-int-HsaEX0015478,0.16,T2
PPP6R3-HsaEX0049811-int-HsaEX0016976,0.41,T2
PPP6R3-HsaEX0049811-int-HsaEX0018777,0.3,T2
PPP6R3-HsaEX0049811-int-HsaEX0026467,1.06,T2
PPP6R3-HsaEX0049811-int-HsaEX0027672,1.27,T2
PPP6R3-HsaEX0049811-int-HsaEX0032608,0.27,T2
PPP6R3-HsaEX0049811-int-HsaEX0034483,0.24,T2
PPP6R3-HsaEX0049811-int-HsaEX0035450,0.15,T2
PPP6R3-HsaEX0049811-int-HsaEX0037213,0.37,T2
PPP6R3-HsaEX0049811-int-HsaEX0038690,0.24,T2
PPP6R3-HsaEX0049811-int-HsaEX0038702,0.39,T2
PPP6R3-HsaEX0049811-int-HsaEX0039034,0.23,T2
PPP6R3-HsaEX0049811-int-HsaEX0040386,0.21,T2
PPP6R3-HsaEX0049811-int-HsaEX0043752,0.21,T2
PPP6R3-HsaEX0049811-int-HsaEX0043902,0.75,T2
PPP6R3-HsaEX0049811-int-HsaEX0044638,0.41,T2
PPP6R3-HsaEX0049811-int-HsaEX0047035,0.27,T2
PPP6R3-HsaEX0049811-int-HsaEX0048492,0.49,T2
PPP6R3-HsaEX0049811-int-HsaEX0051317,0.76,T2
PPP6R3-HsaEX0049811-int-HsaEX0057701,0.65,T2
PPP6R3-HsaEX0049811-int-HsaEX0058030,0.49,T2
PPP6R3-HsaEX0049811-int-HsaEX0063374,0.26,T2
PPP6R3-HsaEX0049811-int-HsaEX0063412,0.17,T2
PPP6R3-HsaEX0049811-int-HsaEX0064198,0.11,T2
PPP6R3-HsaEX0049811-int-HsaEX0067208,0.86,T2
PPP6R3-HsaEX0049811-int-HsaEX1011407,0.34,T2
PPP6R3-HsaEX0049811-int-HsaEX1019114,0.33,T2
PPP6R3-HsaEX0049811-int-HsaEX1026556,0.41,T2
PPP6R3-HsaEX0049811-int-HsaEX1045708,0.41,T2
PPP6R3-HsaEX0049811-int-HsaEX6024969,0.13,T2
PPP6R3-HsaEX0049811-int-HsaEX6040016,0.38,T2
PPP6R3-HsaEX0049811-int-HsaEX6041122,0.66,T2
PPP6R3-HsaEX0049811-int-HsaEX6063998,0.05,T2
PPP6R3-HsaEX0049811-int-HsaEX6077184,0.68,T2
PPP6R3-HsaEX0049811-int-HsaEX6093676,0.35,T2
PPP6R3-HsaEX0049811-int-HsaEX7001225,0.89,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0000641,0.45,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0002213,1.17,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0012545,0.55,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0015276,0.57,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0015478,0.36,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0016976,0.83,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0018777,0.43,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0026467,2.78,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0027672,4.03,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0032608,0.26,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0034483,0.04,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0035450,0.48,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0037213,0.17,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0038690,0.22,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0038702,0.16,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0039034,0.09,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0040386,0.31,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0043752,0.29,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0043902,1.26,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0044638,0.42,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0047035,0.28,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0048492,1.33,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0051317,0.67,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0057701,1.27,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0058030,1.88,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0063374,0.47,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0063412,0.2,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0064198,0.04,T2
PPP6R3-HsaEX0049811-intss5-HsaEX0067208,0.66,T2
PPP6R3-HsaEX0049811-intss5-HsaEX1011407,0.81,T2
PPP6R3-HsaEX0049811-intss5-HsaEX1019114,0.18,T2
PPP6R3-HsaEX0049811-intss5-HsaEX1026556,0.4,T2
PPP6R3-HsaEX0049811-intss5-HsaEX1045708,0.42,T2
PPP6R3-HsaEX0049811-intss5-HsaEX6024969,0.06,T2
PPP6R3-HsaEX0049811-intss5-HsaEX6040016,0.56,T2
PPP6R3-HsaEX0049811-intss5-HsaEX6041122,0.98,T2
PPP6R3-HsaEX0049811-intss5-HsaEX6063998,0.06,T2
PPP6R3-HsaEX0049811-intss5-HsaEX6077184,1.06,T2
PPP6R3-HsaEX0049811-intss5-HsaEX6093676,0.56,T2
PPP6R3-HsaEX0049811-intss5-HsaEX7001225,1.67,T2
PPP6R3-HsaEX0049811-WT,0.2,T2
pteropus_vampyrus-HsaEX0000641,0.3,T2
pteropus_vampyrus-HsaEX0000641-int-hsa,0.8,T2
pteropus_vampyrus-HsaEX0000641-ss5-hsa,0.82,T2
pteropus_vampyrus-HsaEX0000641-TGC1mutTAC,1.43,T2
pteropus_vampyrus-HsaEX0012545,0.34,T2
pteropus_vampyrus-HsaEX0012545-ss5-hsa,0.42,T2
pteropus_vampyrus-HsaEX0012545-TGC2mutTAC,0.55,T2
pteropus_vampyrus-HsaEX0015478,0.45,T2
pteropus_vampyrus-HsaEX0015478-full,0.46,T2
pteropus_vampyrus-HsaEX0015478-full-int-hsa,0.31,T2
pteropus_vampyrus-HsaEX0015478-full-ss5-hsa,0.48,T2
pteropus_vampyrus-HsaEX0015478-int-hsa,0.4,T2
pteropus_vampyrus-HsaEX0015478-intss5-hsa,0.37,T2
pteropus_vampyrus-HsaEX0015478-ss5-hsa,0.44,T2
pteropus_vampyrus-HsaEX0015478-TGC1mutTAC,0.41,T2
pteropus_vampyrus-HsaEX0016976,1.1,T2
pteropus_vampyrus-HsaEX0016976-int-hsa,0.82,T2
pteropus_vampyrus-HsaEX0016976-ss5-hsa,0.86,T2
pteropus_vampyrus-HsaEX0016976-TGC1mutTAC,0.85,T2
pteropus_vampyrus-HsaEX0026467,1.29,T2
pteropus_vampyrus-HsaEX0026467-ss5-hsa,1.08,T2
pteropus_vampyrus-HsaEX0026467-TGC1mutTAC,1.19,T2
pteropus_vampyrus-HsaEX0032608,0.3,T2
pteropus_vampyrus-HsaEX0032608-int-hsa,0.16,T2
pteropus_vampyrus-HsaEX0032608-ss5-hsa,0.43,T2
pteropus_vampyrus-HsaEX0032608-TGC2mutTAC,0.29,T2
pteropus_vampyrus-HsaEX0034483,0.07,T2
pteropus_vampyrus-HsaEX0034483-full,0.08,T2
pteropus_vampyrus-HsaEX0034483-full-int-hsa,0.06,T2
pteropus_vampyrus-HsaEX0034483-full-ss5-hsa,0.05,T2
pteropus_vampyrus-HsaEX0034483-int-hsa,0.06,T2
pteropus_vampyrus-HsaEX0034483-intss5-hsa,0.04,T2
pteropus_vampyrus-HsaEX0034483-ss5-hsa,0.05,T2
pteropus_vampyrus-HsaEX0034483-TGC4mutTAC,0.04,T2
pteropus_vampyrus-HsaEX0035450,0.38,T2
pteropus_vampyrus-HsaEX0035450-int-hsa,0.26,T2
pteropus_vampyrus-HsaEX0035450-ss5-hsa,0.49,T2
pteropus_vampyrus-HsaEX0035450-TGC1mutTAC,0.38,T2
pteropus_vampyrus-HsaEX0037213,1.55,T2
pteropus_vampyrus-HsaEX0037213-int-hsa,0.59,T2
pteropus_vampyrus-HsaEX0037213-ss5-hsa,0.9,T2
pteropus_vampyrus-HsaEX0037213-TGC2mutTAC,0.91,T2
pteropus_vampyrus-HsaEX0038702,0.43,T2
pteropus_vampyrus-HsaEX0038702-full,0.5,T2
pteropus_vampyrus-HsaEX0038702-full-int-hsa,0.36,T2
pteropus_vampyrus-HsaEX0038702-full-ss5-hsa,0.46,T2
pteropus_vampyrus-HsaEX0038702-int-hsa,0.31,T2
pteropus_vampyrus-HsaEX0038702-intss5-hsa,0.16,T2
pteropus_vampyrus-HsaEX0038702-ss5-hsa,0.44,T2
pteropus_vampyrus-HsaEX0038702-TGC1mutTAC,0.28,T2
pteropus_vampyrus-HsaEX0039034,0.19,T2
pteropus_vampyrus-HsaEX0039034-full,0.25,T2
pteropus_vampyrus-HsaEX0039034-full-int-hsa,0.21,T2
pteropus_vampyrus-HsaEX0039034-full-ss5-hsa,0.16,T2
pteropus_vampyrus-HsaEX0039034-int-hsa,0.2,T2
pteropus_vampyrus-HsaEX0039034-ss5-hsa,0.15,T2
pteropus_vampyrus-HsaEX0039034-TGC1mutTAC,0.21,T2
pteropus_vampyrus-HsaEX0040386,0.07,T2
pteropus_vampyrus-HsaEX0040386-full,0.07,T2
pteropus_vampyrus-HsaEX0040386-full-int-hsa,0.35,T2
pteropus_vampyrus-HsaEX0040386-full-ss5-hsa,0.03,T2
pteropus_vampyrus-HsaEX0040386-int-hsa,0.36,T2
pteropus_vampyrus-HsaEX0040386-ss5-hsa,0.03,T2
pteropus_vampyrus-HsaEX0040386-TGC1mutTAC,0.07,T2
pteropus_vampyrus-HsaEX0043752,0.37,T2
pteropus_vampyrus-HsaEX0043752-TGC1mutTAC,0.33,T2
pteropus_vampyrus-HsaEX0044638,0.7,T2
pteropus_vampyrus-HsaEX0044638-ss5-hsa,0.54,T2
pteropus_vampyrus-HsaEX0047035,0.69,T2
pteropus_vampyrus-HsaEX0047035-int-hsa,0.61,T2
pteropus_vampyrus-HsaEX0047035-ss5-hsa,0.7,T2
pteropus_vampyrus-HsaEX0047035-TGC2mutTAC,1.09,T2
pteropus_vampyrus-HsaEX0048492,0.51,T2
pteropus_vampyrus-HsaEX0048492-int-hsa,0.53,T2
pteropus_vampyrus-HsaEX0048492-ss5-hsa,0.97,T2
pteropus_vampyrus-HsaEX0048492-TGC2mutTAC,0.53,T2
pteropus_vampyrus-HsaEX0049811,0.12,T2
pteropus_vampyrus-HsaEX0049811-int-hsa,0.14,T2
pteropus_vampyrus-HsaEX0049811-ss5-hsa,0.2,T2
pteropus_vampyrus-HsaEX0049811-TGC1mutTAC,0.08,T2
