Supplementary Table 8:,PSI of endogenous events under 9 experimental conditions,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
FBXO16,HsaEX0025234,chr8:28429378-28429403,26,"chr8:28447171,28429378-28429403,28428736",S,HS,0,"OK,OK,0=0=71,Bn,S@0.00,71.00",6.23,"OK,OK,2=1=38,OK,S@2.55,38.45",41.49,"LOW,OK,4=12=19,B1,S@14.52,20.48",20.34,"OK,OK,6=2=27,B1,C1@7.12,27.88",41.72,"OK,OK,5=12=20,B1,S@15.44,21.56",0,"N,N,0=0=2,Bn,C2@0.00,2.00",45.71,"N,N,1=0=1,Bn,S@0.91,1.09",0,"N,N,0=0=6,Bn,C1@0.00,6.00",21.92,"N,N,0=1=3,Bn,S@0.88,3.12"
EVI5,HsaEX0023360,chr1:92536037-92536046,10,"chr1:92563642,92536037-92536046+92536049,92513970",MIC,HS,0,"SOK,SOK,0=191,na,na@0.00,191.00",24.2,"OK,OK,12=55,na,na@16.21,50.79",89.12,"OK,OK,40=7,na,na@41.89,5.11",64.92,"OK,OK,33=26,na,na@38.30,20.70",93,"OK,OK,56=6,na,na@57.66,4.34",0,"OK,OK,0=46,na,na@0.00,46.00",54.78,"OK,OK,26=31,na,na@31.22,25.78",92.34,"OK,OK,25=3,na,na@25.86,2.14",81.56,"OK,OK,25=8,na,na@26.91,6.09"
FRYL,HsaEX0026467,chr4:48523488-48523496,9,"chr4:48527477,48523488-48523496,48523104",MIC,HS,0,"SOK,SOK,0=115,na,na@0.00,115.00",5.03,"OK,OK,2=51,na,na@2.67,50.33",91.96,"OK,OK,51=6,na,na@52.42,4.58",36.84,"OK,OK,13=30,na,na@15.84,27.16",89.25,"OK,OK,37=6,na,na@38.38,4.62",0,"OK,OK,0=68,na,na@0.00,68.00",35.51,"OK,OK,18=44,na,na@22.02,39.98",93.54,"OK,OK,43=4,na,na@43.96,3.04",83.54,"OK,OK,49=13,na,na@51.79,10.21"
DOCK9,HsaEX0020668,chr13:98809123-98809128,6,"chr13:98809352,98809123-98809128,98807807+98808675",MIC,LS,1.42,"OK,OK,1=84,na,na@1.21,83.79",0,"OK,OK,0=59,na,na@0.00,59.00",38.5,"OK,OK,23=40,na,na@24.25,38.74",5.89,"OK,OK,3=58,na,na@3.59,57.41",20.36,"OK,OK,12=54,na,na@13.44,52.56",0,"OK,OK,0=51,na,na@0.00,51.00",0,"OK,OK,0=71,na,na@0.00,71.00",0,"OK,OK,0=78,na,na@0.00,78.00",0,"OK,OK,0=80,na,na@0.00,80.00"
DOCK9,HsaEX0020667,chr13:98796206-98796213,8,"chr13:98797110+98797115,98796206-98796213,98794748+98794751",MIC,HS,0,"SOK,SOK,0=166,na,na@0.00,166.00",4.97,"SOK,SOK,4=99,na,na@5.12,97.88",93.33,"SOK,SOK,108=10,na,na@110.13,7.87",39.96,"SOK,SOK,38=74,na,na@44.76,67.24",90.34,"SOK,SOK,101=14,na,na@103.89,11.11",0,"SOK,SOK,0=130,na,na@0.00,130.00",11.04,"SOK,SOK,9=94,na,na@11.37,91.63",96.52,"SOK,SOK,107=5,na,na@108.10,3.90",66.04,"SOK,SOK,60=40,na,na@66.04,33.96"
GRAMD1A,HsaEX0028492,chr19:35022900-35022911,12,"chr19:35022038,35022900-35022911,35023236",MIC,HS,0.12,"SOK,SOK,1=1291,na,na@1.55,1290.45",18.2,"SOK,SOK,130=889,na,na@185.46,833.54",96.05,"SOK,SOK,895=56,na,na@913.44,37.56",60.61,"SOK,SOK,535=529,na,na@644.89,419.11",94.61,"SOK,SOK,877=76,na,na@901.63,51.37",0,"SOK,SOK,0=176,na,na@0.00,176.00",62.57,"SOK,SOK,89=81,na,na@106.37,63.63",100,"SOK,SOK,181=0,na,na@181.00,0.00",93.65,"SOK,SOK,155=16,na,na@160.14,10.86"
PACSIN2,HsaEX0045196,chr22:42880617-42880622,6,"chr22:42882184,42880617-42880622,42879169",MIC,HS,1.19,"SOK,SOK,6=599,na,na@7.20,597.80",28.36,"SOK,SOK,83=253,na,na@95.29,240.71",93.84,"SOK,SOK,303=24,na,na@306.86,20.14",70.26,"SOK,SOK,229=117,na,na@243.10,102.90",93.82,"SOK,SOK,327=26,na,na@331.18,21.82",0.42,"SOK,SOK,1=286,na,na@1.21,285.79",86.07,"SOK,SOK,256=50,na,na@263.37,42.63",99.76,"SOK,SOK,349=1,na,na@349.16,0.84",96.5,"SOK,SOK,297=13,na,na@299.15,10.85"
ERGIC3,HsaEX0023051,chr20:35554372-35554386,15,"chr20:35548865+35549207,35554372-35554386,35555044",MIC,HS,0.25,"SOK,SOK,8=3973,na,na@9.95,3971.05",21.54,"SOK,SOK,433=1972,na,na@518.04,1886.96",84.24,"SOK,SOK,1424=333,na,na@1480.10,276.90",49.13,"SOK,SOK,846=1095,na,na@953.61,987.39",80.93,"SOK,SOK,1375=405,na,na@1440.55,339.45",0.23,"SOK,SOK,4=2149,na,na@4.95,2148.05",33.26,"SOK,SOK,468=1174,na,na@546.13,1095.87",69.51,"SOK,SOK,983=539,na,na@1057.94,464.06",52.46,"SOK,SOK,739=837,na,na@826.77,749.23"
EMC1,HsaEX0022280,chr1:19234180-19234188,9,"chr1:19235130,19234180-19234188,19233135+19233426",MIC,HS,0.49,"SOK,SOK,2=548,na,na@2.69,547.30",23.83,"SOK,SOK,43=185,na,na@54.33,173.67",97.6,"SOK,SOK,151=5,na,na@152.26,3.74",66.56,"SOK,SOK,139=94,na,na@155.08,77.92",94,"SOK,SOK,198=17,na,na@202.10,12.90",0.3,"SOK,SOK,1=449,na,na@1.35,448.65",93.97,"SOK,SOK,382=33,na,na@389.98,25.02",98.37,"SOK,SOK,403=9,na,na@405.28,6.72",98.06,"SOK,SOK,412=11,na,na@414.79,8.21"
GIT2,HsaEX0027514,chr12:109967314-109967319,6,"chr12:109967458,109967314-109967319,109965574+109965577",MIC,HS,0,"SOK,SOK,0=118,na,na@0.00,118.00",7.11,"OK,OK,4=63,na,na@4.76,62.24",99,"OK,OK,82=1,na,na@82.17,0.83",58.29,"OK,OK,44=38,na,na@47.80,34.20",95.77,"OK,OK,75=4,na,na@75.66,3.34",0,"OK,OK,0=76,na,na@0.00,76.00",40.14,"OK,OK,25=45,na,na@28.10,41.90",95,"OK,OK,63=4,na,na@63.65,3.35",67.87,"OK,OK,42=24,na,na@44.79,21.21"
GULP1,HsaEX0029101,chr2:188589740-188589750,11,"chr2:188584403+188587949,188589740-188589750,188593940",MIC,HS,0,"SOK,SOK,0=241,na,na@0.00,241.00",7.07,"SOK,SOK,5=96,na,na@7.14,93.86",96.01,"OK,SOK,66=4,na,na@67.21,2.79",48.71,"OK,OK,28=43,na,na@34.58,36.42",87.63,"OK,SOK,68=14,na,na@71.86,10.14",0,"SOK,SOK,0=118,na,na@0.00,118.00",46.44,"OK,OK,22=37,na,na@27.40,31.60",97.22,"OK,OK,48=2,na,na@48.61,1.39",94.73,"OK,OK,37=3,na,na@37.89,2.11"
MPP7,HsaEX0039996,chr10:28111109-28111120,12,"chr10:28111224+28119651,28111109-28111120,28089841+28109772",MIC,HS,0,"OK,OK,0=91,na,na@0.00,91.00",4.35,"OK,OK,1=55,na,na@2.44,53.56",94.2,"OK,SOK,41=10,na,na@48.04,2.96",75,"OK,OK,12=20,na,na@24.00,8.00",89.35,"OK,SOK,35=14,na,na@43.78,5.22",0,"OK,OK,0=93,na,na@0.00,93.00",32.88,"SOK,SOK,12=121,na,na@43.73,89.27",90.69,"SOK,SOK,76=38,na,na@103.39,10.61",81.33,"SOK,SOK,54=62,na,na@94.34,21.66"
PTPRK,HsaEX0051167,chr6:128001196-128001207,12,"chr6:128003197+128005084,128001196-128001207,127998904+128000330",MIC,HS,0,"SOK,SOK,0=300,na,na@0.00,300.00",14.98,"SOK,SOK,16=138,na,na@23.07,130.93",92.03,"SOK,SOK,111=14,na,na@115.04,9.96",58.14,"SOK,SOK,63=68,na,na@76.16,54.84",96.19,"SOK,SOK,103=6,na,na@104.85,4.15",0,"SOK,SOK,0=206,na,na@0.00,206.00",50.1,"SOK,SOK,83=125,na,na@104.21,103.79",94.08,"SOK,SOK,140=13,na,na@143.94,9.06",82.05,"SOK,SOK,107=35,na,na@116.51,25.49"
NSMF,HsaEX0042574,chr9:137455629-137455634,6,"chr9:137456411,137455629-137455634,137454443+137455307",MIC,HS,1.43,"SOK,SOK,12=998,na,na@14.44,995.56",21.16,"SOK,SOK,113=508,na,na@131.40,489.60",94.4,"SOK,SOK,517=37,na,na@522.98,31.02",57.78,"SOK,SOK,288=254,na,na@313.17,228.83",92.38,"SOK,SOK,502=50,na,na@509.94,42.06",0.74,"SOK,SOK,2=323,na,na@2.41,322.60",55.97,"SOK,SOK,138=131,na,na@150.56,118.44",97.58,"SOK,SOK,301=9,na,na@302.50,7.50",84.96,"SOK,SOK,220=47,na,na@226.84,40.16"
APBB1,HsaEX0005055,chr11:6401977-6401980,4,"chr11:6402082,6401977-6401980+6401982,6401429+6401688+6401694",MIC,HS,0.45,"SOK,SOK,1=268,na,na@1.21,267.79",59.49,"SOK,SOK,101=83,na,na@109.46,74.54",96.71,"SOK,SOK,219=9,na,na@220.50,7.50",80.55,"SOK,SOK,151=44,na,na@157.07,37.93",94.07,"SOK,SOK,184=14,na,na@186.26,11.74",0,"N,N,0=1,na,na@0.00,1.00",100,"N,N,2=0,na,na@2.00,0.00",100,"N,N,4=0,na,na@4.00,0.00",100,"N,N,4=0,na,na@4.00,0.00"
AP1G1,HsaEX0004874,chr16:71767877-71767885,9,"chr16:71769619+71769623+71771140,71767877-71767885,71765584+71765650",MIC,LS,30.61,"SOK,SOK,137=418,na,na@169.89,385.11",33.05,"SOK,SOK,55=150,na,na@67.75,137.25",87.88,"SOK,SOK,210=39,na,na@218.82,30.18",54.81,"SOK,SOK,109=121,na,na@126.06,103.94",72.32,"SOK,SOK,163=84,na,na@178.63,68.37",22.05,"SOK,SOK,33=157,na,na@41.90,148.10",40.41,"SOK,SOK,68=135,na,na@82.03,120.97",88.38,"SOK,SOK,130=23,na,na@135.22,17.78",70.36,"SOK,SOK,134=76,na,na@147.76,62.24"
AP1S2,HsaEX0004907,chrX:15828192-15828200,9,"chrX:15840497+15845379,15828192-15828200,15827372",MIC,HS,0.47,"SOK,SOK,6=1723,na,na@8.13,1720.87",46.52,"SOK,SOK,325=503,na,na@385.19,442.81",96.54,"SOK,SOK,974=47,na,na@985.67,35.33",78.23,"SOK,SOK,550=206,na,na@591.42,164.58",96.42,"SOK,SOK,940=47,na,na@951.67,35.33",0,"SOK,SOK,0=338,na,na@0.00,338.00",93.79,"SOK,SOK,303=27,na,na@309.51,20.49",99.6,"SOK,SOK,554=3,na,na@554.77,2.23",98.12,"SOK,SOK,387=10,na,na@389.54,7.46"
MTA1,HsaEX0040386,chr14:105468338-105468349,12,"chr14:105466578+105466742,105468338-105468349,105469467",MIC,HS,4.1,"SOK,SOK,27=539,na,na@23.21,542.79",21.82,"SOK,SOK,134=410,na,na@118.70,425.30",94.95,"SOK,SOK,713=33,na,na@708.33,37.67",63.61,"SOK,SOK,437=214,na,na@414.10,236.90",94.26,"SOK,SOK,637=33,na,na@631.54,38.46",6.85,"SOK,SOK,30=339,na,na@25.28,343.72",87.84,"SOK,SOK,400=46,na,na@391.77,54.23",99.56,"SOK,SOK,544=2,na,na@543.60,2.40",97.34,"SOK,SOK,487=11,na,na@484.75,13.25"
PSAP,HsaEX0050522,chr10:71823888-71823893,6,"chr10:71825837+71831231,71823888-71823893+71823896,71819783+71822007+71822016",MIC,HS,40.17,"SOK,SOK,1387=2733,na,na@1655.00,2465.00",54.38,"SOK,SOK,966=1074,na,na@1109.35,930.65",94.27,"SOK,SOK,1460=117,na,na@1486.64,90.36",71.89,"SOK,SOK,1201=620,na,na@1309.12,511.88",92.39,"SOK,SOK,1511=164,na,na@1547.53,127.47",8.62,"SOK,SOK,170=2390,na,na@220.67,2339.33",26.92,"SOK,SOK,527=1894,na,na@651.73,1769.27",75.83,"SOK,SOK,1658=697,na,na@1785.80,569.20",49.61,"SOK,SOK,996=1336,na,na@1156.91,1175.09"
RUNDC1,HsaEX0055952,chr17:42985651-42985656,6,"chr17:42981074,42985651-42985656,42987256",MIC,LS,47.81,"OK,SOK,42=49,na,na@43.51,47.49",50.79,"OK,OK,28=29,na,na@28.95,28.05",100,"OK,OK,52=0,na,na@52.00,0.00",69.55,"OK,OK,47=22,na,na@47.99,21.01",94.24,"OK,OK,46=3,na,na@46.18,2.82",45.24,"OK,OK,17=22,na,na@17.64,21.36",69.84,"OK,OK,26=12,na,na@26.54,11.46",97.82,"OK,OK,42=1,na,na@42.06,0.94",98.2,"OK,OK,51=1,na,na@51.06,0.94"
SPAG9,HsaEX0061188,chr17:51007837-51007851,15,"chr17:51014232,51007837-51007851,51007326",ANN,HS,0,"SOK,SOK,0=0=391,Bn,S@0.00,391.00",5.91,"SOK,SOK,4=8=199,B1,S@12.47,198.53",90.68,"SOK,SOK,40=83=13,B1,S@123.32,12.68",37.08,"SOK,SOK,29=30=130,B1,S@70.08,118.92",88.68,"SOK,SOK,54=84=20,B1,S@140.11,17.89",0,"SOK,SOK,0=0=112,Bn,S@0.00,112.00",24.58,"SOK,SOK,12=22=112,B1,S@35.89,110.11",100,"OK,SOK,34=42=0,B1,S@76.00,0.00",72.65,"OK,SOK,32=34=32,B1,S@71.20,26.80"
POC1B,HsaEX0048789,chr12:89460016-89460038,23,"chr12:89466770,89460016-89460038,89459718",ANN,HS,1.25,"SOK,SOK,1=1=164,OK,S@2.08,163.93",4.03,"OK,OK,2=1=73,OK,S@3.06,72.94",77.99,"VLOW,OK,12=12=7,OK,C1@24.18,6.82",39.45,"OK,OK,9=5=22,OK,S@14.20,21.80",62.5,"VLOW,OK,11=10=13,OK,S@21.25,12.75",5.67,"OK,OK,2=1=51,OK,S@3.06,50.94",25.69,"OK,OK,4=5=27,OK,S@9.25,26.75",93.53,"N,LOW,7=7=1,OK,S@14.03,0.97",70.94,"VLOW,OK,11=8=8,OK,S@19.15,7.85"
CACNA2D2,HsaEX0012022,chr3:50373065-50373085,21,"chr3:50374737,50373065-50373085,50370380",S,HS,6.49,"OK,OK,0=3=54,Bn,S@3.70,53.30",16.67,"OK,OK,0=4=25,Bl,S@4.83,24.17",81.23,"OK,SOK,23=22=13,OK,S@47.11,10.89",39.13,"OK,OK,12=6=35,OK,S@20.74,32.26",63.32,"OK,OK,12=17=21,OK,S@31.66,18.34",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",100,"N,N,1=1=0,OK,S@2.00,0.00",100,"N,N,0=1=0,Bn,S@1.00,0.00"
PTPRU,HsaEX0051231,chr1:29307129-29307146,18,"chr1:29305428,29307129-29307146,29310744",S,LS,0,"SOK,SOK,0=0=220,Bn,S@0.00,220.00",0,"SOK,SOK,0=0=174,Bn,S@0.00,174.00",27.28,"SOK,SOK,10=7=83,OK,S@27.28,72.72",5.02,"SOK,SOK,5=0=129,B3,S@6.73,127.27",12.23,"SOK,SOK,9=1=106,B1,S@14.19,101.81",0,"N,VLOW,0=0=9,Bn,S@0.00,9.00",0,"LOW,LOW,0=0=16,Bn,S@0.00,16.00",19.99,"VLOW,VLOW,0=1=10,Bn,S@2.20,8.80",0,"VLOW,VLOW,0=0=12,Bn,S@0.00,12.00"
PLS3,HsaEX0048492,chrX:115640110-115640136,27,"chrX:115636978,115640110-115640136,115640408",S,LS,0.05,"SOK,SOK,0=3=5101,Bn,S@2.55,5101.45",1.39,"SOK,SOK,17=18=2180,OK,S@30.79,2184.21",83.9,"SOK,SOK,888=881=297,OK,S@1733.37,332.63",20.65,"SOK,SOK,213=246=1543,OK,S@413.41,1588.59",68.99,"SOK,SOK,780=771=610,OK,S@1490.87,670.13",0,"SOK,SOK,0=0=1255,Bn,S@0.00,1255.00",0.49,"SOK,SOK,4=3=1242,OK,S@6.12,1242.88",37.07,"SOK,SOK,275=238=762,OK,S@472.64,802.36",3.71,"SOK,SOK,33=21=1227,OK,S@47.53,1233.47"
CD99L2,HsaEX0013936,chrX:150771805-150771822,18,"chrX:150776174,150771805-150771822,150770369",S,NonResponding,0,"SOK,SOK,0=0=265,Bn,S@0.00,265.00",0,"SOK,SOK,0=0=187,Bn,S@0.00,187.00",0,"SOK,SOK,0=0=119,Bn,S@0.00,119.00",0,"SOK,SOK,0=0=177,Bn,S@0.00,177.00",0,"SOK,SOK,0=0=147,Bn,S@0.00,147.00",0,"OK,OK,0=0=66,Bn,S@0.00,66.00",0,"OK,OK,0=0=73,Bn,S@0.00,73.00",0,"OK,OK,0=0=60,Bn,S@0.00,60.00",0,"OK,OK,0=0=73,Bn,S@0.00,73.00"
PPP6R3,HsaEX0049811,chr11:68609611-68609628,18,"chr11:68603492+68603502,68609473+68609611-68609628,68609855+68609904",S,LS,0,"SOK,SOK,0=0=264,Bn,S@0.00,264.00",0,"SOK,SOK,0=0=127,Bn,S@0.00,127.00",16.16,"SOK,SOK,21=15=100,B1,S@21.98,114.02",1.51,"SOK,SOK,2=1=117,B1,S@1.81,118.19",14.39,"SOK,SOK,23=6=112,B2,S@20.29,120.71",0,"SOK,SOK,0=0=256,Bn,S@0.00,256.00",0,"SOK,SOK,0=0=237,Bn,S@0.00,237.00",10.1,"SOK,SOK,25=15=207,B1,S@24.95,222.05",2.7,"SOK,SOK,8=2=234,B2,S@6.59,237.41"
SLC12A7,HsaEX0058620,chr5:1056582-1056596,15,"chr5:1057471,1056582-1056596,1053482",S,NonResponding,0,"SOK,SOK,0=0=120,Bn,S@0.00,120.00",0,"OK,OK,0=0=99,Bn,S@0.00,99.00",2.7,"OK,OK,0=1=79,Bn,S@2.16,77.84",0,"SOK,SOK,0=0=105,Bn,S@0.00,105.00",0,"OK,OK,0=0=94,Bn,S@0.00,94.00",1.29,"SOK,SOK,1=0=167,Bn,S@2.17,165.83",1.57,"SOK,SOK,1=0=137,Bn,S@2.17,135.83",9.86,"SOK,SOK,3=3=120,OK,S@12.42,113.58",0,"SOK,SOK,0=0=146,Bn,S@0.00,146.00"
KIF1C,HsaEX0034483,chr17:5019849-5019871,23,"chr17:5014837,5019849-5019871,5019996",S,LS,0.23,"SOK,SOK,2=1=1476,OK,S@3.40,1475.60",2.81,"SOK,SOK,9=10=745,OK,S@21.47,742.53",69.08,"SOK,SOK,65=75=71,OK,S@145.76,65.24",17.43,"SOK,SOK,30=45=404,OK,S@83.49,395.51",68.12,"SOK,SOK,61=71=70,OK,S@137.60,64.40",0.09,"SOK,SOK,1=0=1280,Bn,S@1.15,1279.85",6.38,"SOK,SOK,12=31=723,B1,S@48.87,717.13",65.42,"SOK,SOK,67=75=85,OK,S@148.50,78.50",28.17,"SOK,SOK,55=56=320,OK,S@121.41,309.59"
DCTN4,HsaEX0018777,chr5:150731886-150731906,21,"chr5:150733368,150731886-150731906,150731489",S,HS,0,"SOK,SOK,0=0=762,Bn,S@0.00,762.00",3.95,"SOK,SOK,5=7=365,OK,S@14.89,362.11",92.25,"SOK,SOK,210=171=40,OK,S@388.37,32.63",39.07,"SOK,SOK,66=52=230,OK,S@135.96,212.04",85.86,"SOK,SOK,207=138=71,OK,S@357.18,58.82",0,"SOK,SOK,0=0=296,Bn,S@0.00,296.00",2.53,"SOK,SOK,5=1=289,B1,S@7.46,287.54",93.46,"SOK,SOK,177=120=26,OK,S@301.88,21.12",49.96,"SOK,SOK,74=61=169,OK,S@151.88,152.12"
PTPRK,HsaEX0051168,chr6:127995249-127995266,18,"chr6:127995462,127995249-127995266,127992709",S,LS,0,"SOK,SOK,0=0=384,Bn,S@0.00,384.00",0,"SOK,SOK,0=0=148,Bn,S@0.00,148.00",11.61,"SOK,SOK,10=5=199,OK,S@24.85,189.15",0.72,"SOK,SOK,1=0=189,Bn,S@1.37,188.63",9.53,"SOK,SOK,12=1=179,B2,S@18.30,173.70",0,"SOK,SOK,0=0=246,Bn,S@0.00,246.00",2.44,"SOK,SOK,1=2=254,B1,S@6.27,250.73",29.73,"SOK,SOK,31=21=224,OK,S@82.05,193.95",8.36,"SOK,SOK,12=4=289,OK,S@25.50,279.50"
ASAP1,HsaEX0006155,chr8:130160785-130160793,9,"chr8:130167521+130167532+130167536,130160785-130160793,130159955+130159964",S,HS,0,"SOK,SOK,0=0=244,Bn,S@0.00,244.00",0,"OK,OK,0=0=96,Bn,S@0.00,96.00",94.17,"VLOW,SOK,15=4=10,B1,S@27.31,1.69",63.98,"OK,SOK,9=5=67,OK,S@51.82,29.18",92.72,"VLOW,SOK,13=8=14,OK,S@32.45,2.55",0,"SOK,SOK,0=0=163,Bn,S@0.00,163.00",0,"SOK,SOK,0=0=167,Bn,S@0.00,167.00",98.8,"VLOW,SOK,21=8=3,B1,S@31.62,0.38",63.52,"SOK,SOK,10=7=83,OK,S@63.52,36.48"
ZFYVE27,HsaEX0072774,chr10:97752857-97752877,21,"chr10:97751462,97752857-97752877,97753038",S,LS,0,"SOK,SOK,0=0=226,Bn,S@0.00,226.00",0.72,"SOK,SOK,0=1=173,Bn,S@1.25,172.75",74.58,"SOK,SOK,31=84=49,B1,S@122.31,41.69",13.51,"SOK,SOK,4=14=144,B1,S@21.89,140.11",55.85,"SOK,SOK,28=56=83,OK,S@93.27,73.73",0.87,"SOK,SOK,0=1=142,Bn,S@1.24,141.76",0,"SOK,SOK,0=0=167,Bn,S@0.00,167.00",28.09,"SOK,SOK,10=25=112,B1,S@41.29,105.71",4.56,"SOK,SOK,2=4=157,OK,S@7.43,155.57"
KIF1B,HsaEX1018839,chr1:10355370-10355396,27,"chr1:10352736+10352787,10355370-10355396,10360929",S,NonResponding,0,"SOK,SOK,0=0=175,Bn,S@0.00,175.00",0,"OK,OK,0=0=87,Bn,S@0.00,87.00",4.09,"OK,OK,2=2=82,OK,S@3.52,82.48",0,"SOK,SOK,0=0=119,Bn,S@0.00,119.00",0,"OK,OK,0=0=89,Bn,S@0.00,89.00",0,"OK,OK,0=0=72,Bn,S@0.00,72.00",0,"OK,OK,0=0=56,Bn,S@0.00,56.00",0,"OK,OK,0=0=55,Bn,S@0.00,55.00",0,"OK,OK,0=0=69,Bn,S@0.00,69.00"
KMT2C,HsaEX1019114,chr7:152168567-152168589,23,"chr7:152169186,152168567-152168589,152167378",S,LS,0,"OK,OK,0=0=65,Bn,S@0.00,65.00",0,"OK,OK,0=0=42,Bn,S@0.00,42.00",22.55,"OK,OK,5=7=45,OK,S@12.85,44.15",3.36,"OK,OK,0=2=63,Bn,S@2.18,62.82",15.87,"OK,OK,0=5=29,Bl,S@5.40,28.60",0,"OK,OK,0=0=38,Bn,S@0.00,38.00",0,"OK,OK,0=0=29,Bn,S@0.00,29.00",15.98,"OK,OK,1=3=23,B1,S@4.31,22.69",3.9,"OK,OK,0=1=27,Bn,S@1.09,26.91"
MEF2A,HsaEX0038690,chr15:99703362-99703385,24,"chr15:99690428,99703362-99703385,99706729",S,LS,1.88,"SOK,SOK,4=1=269,B1,S@5.15,268.85",1.85,"SOK,SOK,3=0=164,Bn,S@3.09,163.91",77.39,"SOK,SOK,78=65=43,OK,S@143.95,42.05",22.73,"SOK,SOK,22=14=126,OK,S@36.82,125.18",61.89,"SOK,SOK,58=40=62,OK,S@99.02,60.98",0,"OK,OK,0=0=79,Bn,S@0.00,79.00",1.96,"SOK,SOK,1=1=103,OK,S@2.06,102.94",36.31,"SOK,SOK,18=18=65,OK,S@36.67,64.33",6.63,"OK,OK,4=2=87,OK,C1@6.17,86.83"
ATP11A,HsaEX1005044,chr13:112866147-112866170,24,"chr13:112862575,112866147-112866170,112871735",S,LS,0,"SOK,SOK,0=0=116,Bn,C1@0.00,116.00",0,"OK,OK,0=0=97,Bn,C1@0.00,97.00",13.19,"SOK,SOK,7=6=88,OK,C1@13.32,87.68",0.89,"SOK,SOK,0=1=115,Bn,S@1.03,114.97",4.72,"SOK,SOK,2=3=104,OK,C1@5.14,103.86",0,"SOK,SOK,0=0=389,Bn,S@0.00,389.00",0.22,"SOK,SOK,0=1=472,Bn,C1@1.04,471.96",14.91,"SOK,SOK,22=25=276,OK,C1@48.16,274.84",1.44,"SOK,SOK,4=3=492,OK,C1@7.19,491.81"
CLASP1,HsaEX0015478,chr2:121444939-121444962,24,"chr2:121447337,121444939-121444962,121430177",C2,LS,0,"SOK,SOK,0=0=107,Bn,C1@0.00,107.00",0,"OK,OK,0=0=68,Bn,C1@0.00,68.00",32.96,"OK,SOK,16=9=52,OK,C2@25.38,51.62",0,"OK,OK,0=0=57,Bn,C1@0.00,57.00",24.28,"OK,SOK,11=8=61,OK,C2@19.42,60.58",0,"SOK,SOK,0=0=103,Bn,C1@0.00,103.00",1.61,"SOK,SOK,1=1=126,OK,C1@2.06,125.94",59.01,"OK,SOK,20=23=32,OK,C2@44.26,30.74",30.77,"SOK,SOK,19=15=81,OK,C2@35.39,79.61"
EIF4G3,HsaEX0022053,chr1:20982388-20982408,21,"chr1:20997601,20982388-20982408,20981227",C3,NonResponding,0,"SOK,SOK,0=0=674,Bn,C3@0.00,674.00",0,"SOK,SOK,0=0=372,Bn,C3@0.00,372.00",4.08,"SOK,SOK,4=8=429,OK,C3@17.99,423.01",0.7,"SOK,SOK,0=2=407,Bn,C3@2.86,406.14",1.68,"SOK,SOK,3=2=379,OK,C3@6.45,377.55",0,"SOK,SOK,0=0=168,Bn,C3@0.00,168.00",0,"SOK,SOK,0=0=145,Bn,C3@0.00,145.00",0.88,"SOK,SOK,1=0=134,Bn,C3@1.19,133.81",0,"SOK,SOK,0=0=168,Bn,C3@0.00,168.00"
CARMIL1,HsaEX0036506,chr6:25612377-25612401,25,"chr6:25610181,25612377-25612401,25619447",C1,NonResponding,0,"OK,OK,0=0=86,Bn,S@0.00,86.00",0,"OK,OK,0=0=56,Bn,S@0.00,56.00",1.62,"OK,OK,0=1=59,Bn,S@0.97,59.03",0,"OK,OK,0=0=62,Bn,S@0.00,62.00",8.46,"OK,OK,0=4=42,Bn,C1@3.89,42.11",0,"OK,OK,0=0=41,Bn,S@0.00,41.00",0,"OK,OK,0=0=41,Bn,S@0.00,41.00",3.35,"OK,OK,0=1=28,Bn,S@0.97,28.03",0,"OK,OK,0=0=32,Bn,S@0.00,32.00"
SBF1,HsaEX1036077,chr22:50466978-50467001,24,"chr22:50467338,50466978-50467001,50466710",S,LS,0,"SOK,SOK,0=0=390,Bn,S@0.00,390.00",1.84,"SOK,SOK,1=4=274,B1,S@5.13,273.87",80.89,"SOK,SOK,88=97=45,OK,S@186.05,43.95",12.2,"SOK,SOK,19=18=274,OK,S@37.94,273.06",68.81,"SOK,SOK,95=100=91,OK,S@196.80,89.20",0,"SOK,SOK,0=0=177,Bn,S@0.00,177.00",1.76,"SOK,SOK,1=1=115,OK,S@2.06,114.94",89.49,"SOK,SOK,41=50=11,OK,S@91.28,10.72",20.16,"SOK,SOK,16=10=106,OK,S@26.61,105.39"
