Supplementary Table 17:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
PHF21A-HsaEX0047035-5ssA3t,0.11,6.2,43.57,89.61,T4
PHF21A-HsaEX0047035-5ssG-1a,0,0.4,3.3,26.45,T4
PHF21A-HsaEX0047035-5ssG-1c,0,0.49,7.48,48.75,T4
PHF21A-HsaEX0047035-5ssG-1t,0,0.22,2.6,17.38,T4
PHF21A-HsaEX0047035-5ssG5a,0,1.95,20.93,72.14,T4
PHF21A-HsaEX0047035-5ssG5c,0.15,1.82,20.19,71.77,T4
PHF21A-HsaEX0047035-5ssG5t,0.13,3.33,32.27,82.53,T4
PHF21A-HsaEX0047035-5ssT4a,2.53,46.51,78.91,96.75,T4
PHF21A-HsaEX0047035-5ssT4c,2.04,37.67,72.4,96.64,T4
PHF21A-HsaEX0047035-5ssT4g,0.62,26.73,68.8,95.77,T4
PHF21A-HsaEX0047035-5ssT6a,0.24,7.92,49.07,93.41,T4
PHF21A-HsaEX0047035-5ssT6c,0.21,9.76,49.27,92.43,T4
PHF21A-HsaEX0047035-5ssT6g,0.28,8.13,44.71,90.6,T4
PHF21A-HsaEX0047035-AATTAAC_ccatgag_BP_weak3,3.76,4.46,14.75,47.8,T4
PHF21A-HsaEX0047035-AATTAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
PHF21A-HsaEX0047035-AATTAAC_gtctgac_BP_stg3,1.71,14.72,52.73,91.28,T4
PHF21A-HsaEX0047035-AATTAAC_tactaac_BP_stg1,2.84,39.56,74.72,97.39,T4
PHF21A-HsaEX0047035-AATTAAC_tactaac_BP_stg1_U1cons,2.25,42.91,75.41,97.79,T4
PHF21A-HsaEX0047035-AATTAAC_tcgtcaa_BP_weak2,8.81,8.02,26.64,67.25,T4
PHF21A-HsaEX0047035-allMis1,15.74,86.06,95.03,97.8,T4
PHF21A-HsaEX0047035-aptMan1,5.16,67.13,87.21,97.29,T4
PHF21A-HsaEX0047035-aquChr2,8.11,60.52,83.19,97.71,T4
PHF21A-HsaEX0047035-Cmi,7.02,49.63,79.37,96.86,T4
PHF21A-HsaEX0047035-Dre,2.09,14.45,55.58,93.76,T4
PHF21A-HsaEX0047035-ESE2-3,5.43,63.99,84.83,95.73,T4
PHF21A-HsaEX0047035-ESE2-5,1.19,7.57,47.92,93.35,T4
PHF21A-HsaEX0047035-ESE3-3,2.89,43.19,77.03,97.37,T4
PHF21A-HsaEX0047035-ESE3-5,0.46,1.24,14.98,67.5,T4
PHF21A-HsaEX0047035-ESS2-3,0.32,16.21,62.72,95.62,T4
PHF21A-HsaEX0047035-ESS2-5,0.17,1.63,20.33,81.14,T4
PHF21A-HsaEX0047035-ESS3-3,2.92,49.44,82.77,96.62,T4
PHF21A-HsaEX0047035-ESS3-5,0.58,2.55,29.79,84.98,T4
PHF21A-HsaEX0047035-fr3,0.86,0.88,3.42,21.14,T4
PHF21A-HsaEX0047035-gasAcu1,1.12,0.68,2.1,19.17,T4
PHF21A-HsaEX0047035-geoFor1,4.46,59.3,80.74,97.26,T4
PHF21A-HsaEX0047035-latCha1,11.18,77.52,89.57,97.91,T4
PHF21A-HsaEX0047035-Loc,0.26,5.79,37.07,83.82,T4
PHF21A-HsaEX0047035-macEug2,8.09,75.25,90.05,97.8,T4
PHF21A-HsaEX0047035-manPen1,1.03,38.19,72.9,95.77,T4
PHF21A-HsaEX0047035-Mdo,11.72,78.52,91.45,97.88,T4
PHF21A-HsaEX0047035-melGal5,9.24,78.19,90.3,98.08,T4
PHF21A-HsaEX0047035-oreNil2,2.29,1.99,7.1,36,T4
PHF21A-HsaEX0047035-oryLat2,2.89,2.96,13.4,46.92,T4
PHF21A-HsaEX0047035-Psi,3.48,47.8,78.97,97.08,T4
PHF21A-HsaEX0047035-remTGC,1.53,4.21,28.24,84.07,T4
PHF21A-HsaEX0047035-sarHar1,11.29,78.47,92.71,97.61,T4
PHF21A-HsaEX0047035-tetNig2,5.09,4.31,9.86,39.72,T4
PHF21A-HsaEX0047035-TGC1,2.89,7.96,43.4,91.03,T4
PHF21A-HsaEX0047035-TGC2,4.04,54.52,82.44,97.14,T4
PHF21A-HsaEX0047035-TGC3,32.17,44.84,71.85,96.21,T4
PHF21A-HsaEX0047035-thaSir1,30.19,84.49,93.18,98.46,T4
PHF21A-HsaEX0047035-triMan1,1.74,39.7,74.8,97.13,T4
PHF21A-HsaEX0047035-turTru2,3.83,54.86,84.77,97.8,T4
PHF21A-HsaEX0047035-U1cons,1.58,36.4,75.82,96.85,T4
PHF21A-HsaEX0047035-U1weak,0,0,0,0,T4
PHF21A-HsaEX0047035-U6cons,2.44,47.71,78.56,97.44,T4
PHF21A-HsaEX0047035-vicPac2,1.59,36.05,74.08,96.72,T4
PHF21A-HsaEX0047035-WT,1.33,33.98,74.73,96.3,T4
PHF21A-HsaEX0047035-WT_ABI1-HsaEX0000641-WT-5ss_shuffling,1.27,39,78.03,96.83,T4
PHF21A-HsaEX0047035-WT_ACVR2A-HsaEX0002213-WT-5ss_shuffling,2.48,49.18,78.04,96.51,T4
PHF21A-HsaEX0047035-WT_ANTXR1-HsaEX7001225-WT-5ss_shuffling,0.61,21.24,61.81,95.1,T4
PHF21A-HsaEX0047035-WT_ARHGAP23-HsaEX7108093-rem-15-5ss_shuffling,2.09,37.6,72.87,96.96,T4
PHF21A-HsaEX0047035-WT_CARD9-HsaEX6063998-WT-5ss_shuffling,0.24,18.47,64.87,95.61,T4
PHF21A-HsaEX0047035-WT_CASK-HsaEX0012545-WT-5ss_shuffling,2.2,32.42,74.01,96.25,T4
PHF21A-HsaEX0047035-WT_CERS6-HsaEX0035450-WT-5ss_shuffling,1.06,21.97,64.35,94.97,T4
PHF21A-HsaEX0047035-WT_CHPT1-HsaEX0015276-WT-5ss_shuffling,0,8.96,50.7,91.59,T4
PHF21A-HsaEX0047035-WT_CLASP1-HsaEX0015478-WT-5ss_shuffling,1.52,37.51,73.62,97.06,T4
PHF21A-HsaEX0047035-WT_COL4A2-HsaEX6041122-WT-5ss_shuffling,0,0.26,12.43,58.57,T4
PHF21A-HsaEX0047035-WT_CPEB4-HsaEX0016976-WT-5ss_shuffling,0.4,8.46,48.76,93.36,T4
PHF21A-HsaEX0047035-WT_DCTN4-HsaEX0018777-WT-5ss_shuffling,2.23,40.64,75.48,96.89,T4
PHF21A-HsaEX0047035-WT_EPS15L1-HsaEX6093676-rem-27-5ss_shuffling,2.12,15.13,60.07,94.05,T4
PHF21A-HsaEX0047035-WT_EXOC7-HsaEX6024969-rem-15-5ss_shuffling,0.98,24.78,64.56,96.62,T4
PHF21A-HsaEX0047035-WT_FRYL-HsaEX0026467-WT-5ss_shuffling,0.86,22.87,63.27,95.4,T4
PHF21A-HsaEX0047035-WT_GLRB-HsaEX0027672-WT-5ss_shuffling,6.59,63.74,86.17,97.81,T4
PHF21A-HsaEX0047035-WT_ITSN1-HsaEX0032608-WT-5ss_shuffling,0,17.28,61.92,94.97,T4
PHF21A-HsaEX0047035-WT_KIF1C-HsaEX0034483-WT-5ss_shuffling,0,1.14,9.06,48.36,T4
PHF21A-HsaEX0047035-WT_KMT2C-HsaEX1019114-WT-5ss_shuffling,0.28,5.42,39.58,87.57,T4
PHF21A-HsaEX0047035-WT_MADD-HsaEX0037213-WT-5ss_shuffling,0,2.81,27.86,75.47,T4
PHF21A-HsaEX0047035-WT_MEF2A-HsaEX0038690-WT-5ss_shuffling,1.16,25.55,64.42,95.87,T4
PHF21A-HsaEX0047035-WT_MEF2C-HsaEX0038702-WT-5ss_shuffling,1.73,22.93,65.76,93.75,T4
PHF21A-HsaEX0047035-WT_MFSD6-HsaEX0039034-WT-5ss_shuffling,2.22,34.43,74.41,97.23,T4
PHF21A-HsaEX0047035-WT_MTA1-HsaEX0040386-WT-5ss_shuffling,1.34,15.68,64.98,93.28,T4
PHF21A-HsaEX0047035-WT_NRBP1-HsaEX0043752-WT-5ss_shuffling,0.24,8.39,45.57,90.22,T4
PHF21A-HsaEX0047035-WT_OFD1-HsaEX1026556-WT-5ss_shuffling,0,2.97,27.69,80.46,T4
PHF21A-HsaEX0047035-WT_PLS3-HsaEX0048492-WT-5ss_shuffling,0,2.24,30.05,81.36,T4
PHF21A-HsaEX0047035-WT_POSTN-HsaEX6040016-WT-5ss_shuffling,0.75,26.92,66.71,95.7,T4
PHF21A-HsaEX0047035-WT_PPP6R3-HsaEX0049811-WT-5ss_shuffling,0.4,13.89,55.04,93.79,T4
PHF21A-HsaEX0047035-WT_PUS7-HsaEX0051317-WT-5ss_shuffling,1.42,29.72,72.24,97.43,T4
PHF21A-HsaEX0047035-WT_SFT2D1-HsaEX0057701-WT-5ss_shuffling,0.31,22.63,67.01,96.04,T4
PHF21A-HsaEX0047035-WT_SH3GLB2-HsaEX0058030-WT-5ss_shuffling,1,26.87,71.09,95.21,T4
PHF21A-HsaEX0047035-WT_SNAP25-HsaEX6077184-WT-5ss_shuffling,0,14.26,58.93,93.6,T4
PHF21A-HsaEX0047035-WT_SNHG14-HsaEX1038166-WT-5ss_shuffling,0,4.5,39.53,86.83,T4
PHF21A-HsaEX0047035-WT_TACC2-HsaEX0063374-WT-5ss_shuffling,1.94,45.81,79.33,97,T4
PHF21A-HsaEX0047035-WT_TAF1-HsaEX0063412-WT-5ss_shuffling,0,19.2,61.76,94.33,T4
PHF21A-HsaEX0047035-WT_TCF7L2-HsaEX0064198-WT-5ss_shuffling,0.96,17.52,62.97,95.17,T4
PHF21A-HsaEX0047035-WT_TENM3-HsaEX0044638-WT-5ss_shuffling,0.11,11.2,54.93,93.03,T4
PHF21A-HsaEX0047035-WT_TRIM9-HsaEX0067208-WT-5ss_shuffling,0.14,9,46.4,92.55,T4
PHF21A-HsaEX0047035-xenLae2,5.84,76.17,90.73,97.88,T4
PHF21A-HsaEX0047035-Xtr,7.53,81.17,90.89,97.89,T4
PLS3-HsaEX0048492_Py-stg1,0,0,0,0.65,T4
PLS3-HsaEX0048492_Py-stg1_ATATAAC_tactaac_BP_stg1,0,0.13,0.92,4.67,T4
PLS3-HsaEX0048492_Py-stg1_ATATAAC_tactaac_BP_stg1_U1cons,63.79,72.03,83.51,96.22,T4
PLS3-HsaEX0048492_Py-stg1_U1cons,11.87,15.55,38.35,84.04,T4
PLS3-HsaEX0048492_Py-stg2,0,0,0,0.29,T4
PLS3-HsaEX0048492_Py-stg2_ATATAAC_tactaac_BP_stg1,0.34,0,0.83,1.96,T4
PLS3-HsaEX0048492_Py-stg2_ATATAAC_tactaac_BP_stg1_U1cons,18.71,15.72,37.94,82.55,T4
PLS3-HsaEX0048492_Py-stg2_U1cons,2.72,1.22,5.75,26.66,T4
PLS3-HsaEX0048492_Py-stg3,0.21,0,0.19,0.36,T4
PLS3-HsaEX0048492_Py-stg3_ATATAAC_tactaac_BP_stg1,1.36,0.52,1.25,2.56,T4
PLS3-HsaEX0048492_Py-stg3_ATATAAC_tactaac_BP_stg1_U1cons,58.34,67.41,79.25,93.59,T4
PLS3-HsaEX0048492_Py-stg3_ATATAAC_tactaac_BP_stg1_U1cons_ESE2_5,35.16,38.11,56.15,79.59,T4
PLS3-HsaEX0048492_Py-stg3_U1cons,7.7,8.84,20,66.18,T4
PLS3-HsaEX0048492_Py-weak1,0,0,0,0,T4
PLS3-HsaEX0048492_Py-weak1_ATATAAC_ccatgag_BP_weak3,0.09,0,0.27,0,T4
PLS3-HsaEX0048492_Py-weak1_ATATAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
PLS3-HsaEX0048492_Py-weak1_U1weak,0,0,0,0,T4
PLS3-HsaEX0048492_Py-weak2,82.57,88.68,93.65,98.42,T4
PLS3-HsaEX0048492_Py-weak2_ATATAAC_ccatgag_BP_weak3,2.48,14.56,46.77,86.39,T4
PLS3-HsaEX0048492_Py-weak2_ATATAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
PLS3-HsaEX0048492_Py-weak2_U1weak,0,0,0,0,T4
PLS3-HsaEX0048492_Py-weak3,0.14,0.67,2.97,14.85,T4
PLS3-HsaEX0048492_Py-weak3_ATATAAC_ccatgag_BP_weak3,0.31,0.45,0.39,1.14,T4
PLS3-HsaEX0048492_Py-weak3_ATATAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
PLS3-HsaEX0048492_Py-weak3_ATATAAC_ccatgag_BP_weak3_U1weak_ESS3_5,0,0,0,0,T4
PLS3-HsaEX0048492_Py-weak3_U1weak,0,0,0,0,T4
PLS3-HsaEX0048492-3ssA-3c,0,1.06,16.92,65.74,T4
PLS3-HsaEX0048492-3ssA-3g,0,0,1.74,10.34,T4
PLS3-HsaEX0048492-3ssA-3t,0.15,0,2.26,20.89,T4
PLS3-HsaEX0048492-3ssC1a,1.04,4.12,29.76,76.56,T4
PLS3-HsaEX0048492-3ssC1g,0,0.55,11.27,58.44,T4
PLS3-HsaEX0048492-3ssC1t,0,0.84,7.59,49.87,T4
PLS3-HsaEX0048492-3ssT2a,0.35,2.93,26.27,79.29,T4
PLS3-HsaEX0048492-3ssT2c,0,0.69,12.34,54.95,T4
PLS3-HsaEX0048492-3ssT2g,0,1.14,17.84,68.06,T4
PLS3-HsaEX0048492-3ssT3a,0,1.26,11.46,55.78,T4
PLS3-HsaEX0048492-3ssT3c,0,2.45,20.59,64.91,T4
PLS3-HsaEX0048492-3ssT3g,3.21,4.95,34.45,82.52,T4
PLS3-HsaEX0048492-5ss_C2,0,0,0,0,T4
PLS3-HsaEX0048492-5ssA-2c,0,0,0,11.55,T4
PLS3-HsaEX0048492-5ssA-2g,0,0,0,0.63,T4
PLS3-HsaEX0048492-5ssA-2t,0,0,0.1,2.76,T4
PLS3-HsaEX0048492-5ssA-3c,0.11,0.74,8.23,47.22,T4
PLS3-HsaEX0048492-5ssA-3g,0,0.42,3.09,32.52,T4
PLS3-HsaEX0048492-5ssA-3t,0,0,2.06,5.93,T4
PLS3-HsaEX0048492-5ssA3c,0,0,0,0.35,T4
PLS3-HsaEX0048492-5ssA3g,0,0,0,2.12,T4
PLS3-HsaEX0048492-5ssA3t,0,0,0.17,0.98,T4
PLS3-HsaEX0048492-5ssA5c,0,0.7,9.02,56,T4
PLS3-HsaEX0048492-5ssA5g,2.12,7.38,42.9,88.2,T4
PLS3-HsaEX0048492-5ssA5t,0,2.43,24.78,72.44,T4
PLS3-HsaEX0048492-5ssC4a,0.6,3.2,33.6,84.85,T4
PLS3-HsaEX0048492-5ssC4g,0,0,1.77,22.56,T4
PLS3-HsaEX0048492-5ssC4t,0,0.9,8.09,38.92,T4
PLS3-HsaEX0048492-5ssG-1a,0,0,0,0,T4
PLS3-HsaEX0048492-5ssG-1c,0,0,0,0,T4
PLS3-HsaEX0048492-5ssG-1t,0,0,0,0,T4
PLS3-HsaEX0048492-5ssG6a,0,0.95,10.11,55.67,T4
PLS3-HsaEX0048492-5ssG6c,0,0,11.29,53.55,T4
PLS3-HsaEX0048492-5ssG6t,4.87,3.24,32.33,77.09,T4
PLS3-HsaEX0048492-allMis1,0,0.07,4.6,23.87,T4
PLS3-HsaEX0048492-aptMan1,0,0,5.07,28.65,T4
PLS3-HsaEX0048492-aquChr2,0,1.49,13.26,74.86,T4
PLS3-HsaEX0048492-ATATAAC_ccatgag_BP_weak3,0,0.31,0.41,0.81,T4
PLS3-HsaEX0048492-ATATAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
PLS3-HsaEX0048492-ATATAAC_gtctgac_BP_stg3,0,0.39,7.04,38.83,T4
PLS3-HsaEX0048492-ATATAAC_tactaac_BP_stg1,0.54,3.57,30.34,82,T4
PLS3-HsaEX0048492-ATATAAC_tactaac_BP_stg1_U1cons,85.7,92.6,94.67,99.03,T4
PLS3-HsaEX0048492-ATATAAC_tcgtcaa_BP_weak2,0,0,0.9,4.68,T4
PLS3-HsaEX0048492-Cmi,0,0,0,0,T4
PLS3-HsaEX0048492-ESE2-3,0.99,3.04,31.29,80.34,T4
PLS3-HsaEX0048492-ESE2-5,1.3,7.34,36.66,82.95,T4
PLS3-HsaEX0048492-ESE3-3,0,1.39,20.8,74.46,T4
PLS3-HsaEX0048492-ESE3-5,0,0.54,17.63,68,T4
PLS3-HsaEX0048492-ESS2-3,0,0.56,2.83,20.97,T4
PLS3-HsaEX0048492-ESS2-5,0,0.48,1.32,14.04,T4
PLS3-HsaEX0048492-ESS3-3,1.4,2.85,38.69,85.89,T4
PLS3-HsaEX0048492-ESS3-5,0.81,2.14,21.87,72.1,T4
PLS3-HsaEX0048492-geoFor1,1.34,5.7,46.66,92.95,T4
PLS3-HsaEX0048492-latCha1,0.34,1.66,0.68,1.09,T4
PLS3-HsaEX0048492-Loc,0,0,0.39,1.48,T4
PLS3-HsaEX0048492-macEug2,0,0.06,2.2,7.35,T4
PLS3-HsaEX0048492-manPen1,0.37,5.57,43.51,91.29,T4
PLS3-HsaEX0048492-Mdo,0,0.13,0.84,4,T4
PLS3-HsaEX0048492-melGal5,0,4,32.18,87.1,T4
PLS3-HsaEX0048492-remTGC,0,0,0,1.43,T4
PLS3-HsaEX0048492-sarHar1,0,0.1,0.08,2.26,T4
PLS3-HsaEX0048492-TGC1,0,0,0,0,T4
PLS3-HsaEX0048492-TGC10,0,0.14,0,0.74,T4
PLS3-HsaEX0048492-TGC11,0,0.43,1.21,1.14,T4
PLS3-HsaEX0048492-TGC12,0,0,0,0,T4
PLS3-HsaEX0048492-TGC13,0,0,0.2,2.52,T4
PLS3-HsaEX0048492-TGC14,0,0,0,0,T4
PLS3-HsaEX0048492-TGC15,0,0,0,0.68,T4
PLS3-HsaEX0048492-TGC16,0,0,0,0.52,T4
PLS3-HsaEX0048492-TGC17,0,0,0.22,0.77,T4
PLS3-HsaEX0048492-TGC18,0,0,0,0,T4
PLS3-HsaEX0048492-TGC19,0,0,0,0.37,T4
PLS3-HsaEX0048492-TGC2,0,0,0,0.84,T4
PLS3-HsaEX0048492-TGC3,0,0,0.23,0,T4
PLS3-HsaEX0048492-TGC4,0,0,0,0.18,T4
PLS3-HsaEX0048492-TGC5,0,0.11,0,0,T4
PLS3-HsaEX0048492-TGC6,0,0.86,9,0.5,T4
PLS3-HsaEX0048492-TGC7,0,0,0.26,0,T4
PLS3-HsaEX0048492-TGC8,0,0,0,0,T4
PLS3-HsaEX0048492-TGC9,0,0,0,0.42,T4
PLS3-HsaEX0048492-triMan1,0.15,0.75,8.46,38.06,T4
PLS3-HsaEX0048492-turTru2,0,0.76,7.22,43.31,T4
PLS3-HsaEX0048492-U1cons,25.36,53.5,77.86,96.03,T4
PLS3-HsaEX0048492-U1weak,0,0,0,0,T4
PLS3-HsaEX0048492-U6cons,38.98,71.27,85.73,98.14,T4
PLS3-HsaEX0048492-vicPac2,0,1.07,20.97,71.01,T4
PLS3-HsaEX0048492-WT,0,1.38,11.52,56.86,T4
PLS3-HsaEX0048492-WT_ABI1-HsaEX0000641-WT-5ss_shuffling,32.77,67.08,83.59,97.52,T4
PLS3-HsaEX0048492-WT_ACVR2A-HsaEX0002213-WT-5ss_shuffling,27.53,52.08,79.28,97.09,T4
PLS3-HsaEX0048492-WT_ANTXR1-HsaEX7001225-WT-5ss_shuffling,12.38,49.52,77.63,97.43,T4
PLS3-HsaEX0048492-WT_ARHGAP23-HsaEX7108093-rem-15-5ss_shuffling,46.67,75.14,88.23,98.46,T4
PLS3-HsaEX0048492-WT_CARD9-HsaEX6063998-WT-5ss_shuffling,3.98,22.24,63.59,94.65,T4
PLS3-HsaEX0048492-WT_CASK-HsaEX0012545-WT-5ss_shuffling,19.12,49.06,74.67,97.88,T4
PLS3-HsaEX0048492-WT_CERS6-HsaEX0035450-WT-5ss_shuffling,15.81,47.98,76.92,97.38,T4
PLS3-HsaEX0048492-WT_CHPT1-HsaEX0015276-WT-5ss_shuffling,0.63,4.31,36.19,84.65,T4
PLS3-HsaEX0048492-WT_CLASP1-HsaEX0015478-WT-5ss_shuffling,14.34,44.78,75.07,97.27,T4
PLS3-HsaEX0048492-WT_COL4A2-HsaEX6041122-WT-5ss_shuffling,0,0.15,3.24,28.84,T4
PLS3-HsaEX0048492-WT_CPEB4-HsaEX0016976-WT-5ss_shuffling,0,1.21,31.54,84.48,T4
PLS3-HsaEX0048492-WT_DCTN4-HsaEX0018777-WT-5ss_shuffling,37.64,69.08,84.77,97.8,T4
PLS3-HsaEX0048492-WT_EPS15L1-HsaEX6093676-rem-27-5ss_shuffling,5.29,26.68,65.92,95.02,T4
PLS3-HsaEX0048492-WT_EXOC7-HsaEX6024969-rem-15-5ss_shuffling,12.25,36.72,69.99,95.48,T4
PLS3-HsaEX0048492-WT_FRYL-HsaEX0026467-WT-5ss_shuffling,7.4,35.69,67.45,96.5,T4
PLS3-HsaEX0048492-WT_GLRB-HsaEX0027672-WT-5ss_shuffling,67.77,86.5,93.62,98.35,T4
PLS3-HsaEX0048492-WT_ITSN1-HsaEX0032608-WT-5ss_shuffling,11.36,46.13,74.65,96.97,T4
PLS3-HsaEX0048492-WT_KIF1C-HsaEX0034483-WT-5ss_shuffling,0,0.08,2.28,16.03,T4
PLS3-HsaEX0048492-WT_KMT2C-HsaEX1019114-WT-5ss_shuffling,0.5,2.78,36.68,82.66,T4
PLS3-HsaEX0048492-WT_MADD-HsaEX0037213-WT-5ss_shuffling,0,0.47,14.62,52.9,T4
PLS3-HsaEX0048492-WT_MEF2A-HsaEX0038690-WT-5ss_shuffling,6.63,29.38,65.22,95.08,T4
PLS3-HsaEX0048492-WT_MEF2C-HsaEX0038702-WT-5ss_shuffling,17.15,46.47,74.53,97.34,T4
PLS3-HsaEX0048492-WT_MFSD6-HsaEX0039034-WT-5ss_shuffling,18.93,57.3,79.96,96.68,T4
PLS3-HsaEX0048492-WT_MTA1-HsaEX0040386-WT-5ss_shuffling,5.35,37.63,65.93,97.86,T4
PLS3-HsaEX0048492-WT_NRBP1-HsaEX0043752-WT-5ss_shuffling,0.51,4.95,32.62,79.1,T4
PLS3-HsaEX0048492-WT_OFD1-HsaEX1026556-WT-5ss_shuffling,0,1.78,13.97,62.03,T4
PLS3-HsaEX0048492-WT_PHF21A-HsaEX0047035-WT-5ss_shuffling,6.45,38.89,71.3,95.46,T4
PLS3-HsaEX0048492-WT_POSTN-HsaEX6040016-WT-5ss_shuffling,16.19,45.1,78.8,98.37,T4
PLS3-HsaEX0048492-WT_PPP6R3-HsaEX0049811-WT-5ss_shuffling,1.86,13.26,52.25,91.79,T4
PLS3-HsaEX0048492-WT_PUS7-HsaEX0051317-WT-5ss_shuffling,13.45,44.02,72.48,95.79,T4
PLS3-HsaEX0048492-WT_SFT2D1-HsaEX0057701-WT-5ss_shuffling,6.72,30.18,68.58,95.26,T4
PLS3-HsaEX0048492-WT_SH3GLB2-HsaEX0058030-WT-5ss_shuffling,29.56,59.78,84.2,97.17,T4
PLS3-HsaEX0048492-WT_SNAP25-HsaEX6077184-WT-5ss_shuffling,1.79,11.17,52.44,92.23,T4
PLS3-HsaEX0048492-WT_SNHG14-HsaEX1038166-WT-5ss_shuffling,0,0.33,20.14,71.98,T4
PLS3-HsaEX0048492-WT_TACC2-HsaEX0063374-WT-5ss_shuffling,49.14,77.94,89.11,98.58,T4
PLS3-HsaEX0048492-WT_TAF1-HsaEX0063412-WT-5ss_shuffling,4.81,22.1,60.5,92.99,T4
PLS3-HsaEX0048492-WT_TCF7L2-HsaEX0064198-WT-5ss_shuffling,6.77,36.46,69.03,96.41,T4
PLS3-HsaEX0048492-WT_TENM3-HsaEX0044638-WT-5ss_shuffling,0,5.32,35.28,85.54,T4
PLS3-HsaEX0048492-WT_TRIM9-HsaEX0067208-WT-5ss_shuffling,1.43,7.06,44.4,88.14,T4
PLS3-HsaEX0048492-Xtr,0,0.51,12.43,64.02,T4
POSTN-HsaEX6040016_Py-stg1,96.2,96.2,96.87,97.24,T4
POSTN-HsaEX6040016_Py-stg1_TTCTAAC_tactaac_BP_stg1,97.4,96.41,98.25,97.89,T4
POSTN-HsaEX6040016_Py-stg1_TTCTAAC_tactaac_BP_stg1_U1cons,96.2,95.86,95.95,97.21,T4
POSTN-HsaEX6040016_Py-stg1_U1cons,95.49,95.72,92.56,93.56,T4
POSTN-HsaEX6040016_Py-stg2,98.79,99.14,99.11,99.17,T4
POSTN-HsaEX6040016_Py-stg2_TTCTAAC_tactaac_BP_stg1,97.87,99.7,98.66,99.54,T4
POSTN-HsaEX6040016_Py-stg2_TTCTAAC_tactaac_BP_stg1_U1cons,98.25,99.19,98.98,99.4,T4
POSTN-HsaEX6040016_Py-stg2_U1cons,97.61,99.08,98.28,98.76,T4
POSTN-HsaEX6040016_Py-stg3,98.66,99.31,98.84,99.41,T4
POSTN-HsaEX6040016_Py-stg3_TTCTAAC_tactaac_BP_stg1,99.01,99.47,99.03,99.32,T4
POSTN-HsaEX6040016_Py-stg3_TTCTAAC_tactaac_BP_stg1_U1cons,98.4,99.46,99.64,99.46,T4
POSTN-HsaEX6040016_Py-stg3_TTCTAAC_tactaac_BP_stg1_U1cons_ESE2_5,0,0,0,0,T4
POSTN-HsaEX6040016_Py-stg3_U1cons,98.6,99.32,99.24,99.12,T4
POSTN-HsaEX6040016_Py-weak1,96.39,95.08,95.37,96.47,T4
POSTN-HsaEX6040016_Py-weak1_TTCTAAC_ccatgag_BP_weak3,42.2,26.53,25.38,36.96,T4
POSTN-HsaEX6040016_Py-weak1_TTCTAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak1_U1weak,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak2,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak2_TTCTAAC_ccatgag_BP_weak3,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak2_TTCTAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak2_U1weak,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak3,0,0,2.44,0,T4
POSTN-HsaEX6040016_Py-weak3_TTCTAAC_ccatgag_BP_weak3,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak3_TTCTAAC_ccatgag_BP_weak3_U1weak,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak3_TTCTAAC_ccatgag_BP_weak3_U1weak_ESS3_5,0,0,0,0,T4
POSTN-HsaEX6040016_Py-weak3_U1weak,0,0,0,0,T4
POSTN-HsaEX6040016-3ssA1c,88.51,87.57,88.63,93.67,T4
POSTN-HsaEX6040016-3ssA1g,97.95,98.92,99.11,99.21,T4
POSTN-HsaEX6040016-3ssA1t,81.61,78.55,82.41,90.31,T4
POSTN-HsaEX6040016-3ssA3c,94.1,95.59,94.17,95.39,T4
POSTN-HsaEX6040016-3ssA3g,97.22,97.91,97.14,98.09,T4
POSTN-HsaEX6040016-3ssA3t,96.91,96.8,96.94,97.45,T4
POSTN-HsaEX6040016-3ssC2a,95.63,94.57,95.14,95.62,T4
POSTN-HsaEX6040016-3ssC2g,96.32,96.62,97.04,96.76,T4
POSTN-HsaEX6040016-3ssC2t,98.69,98.55,98.86,99.15,T4
POSTN-HsaEX6040016-3ssT-3a,82.76,71.57,82.13,85.93,T4
POSTN-HsaEX6040016-3ssT-3c,99.38,98.66,99.46,98.79,T4
POSTN-HsaEX6040016-3ssT-3g,0,0,3.12,2.86,T4
POSTN-HsaEX6040016-5ss_C2,9.41,11.52,9.83,16.04,T4
POSTN-HsaEX6040016-5ssA-2c,94.22,91.91,92.45,93.78,T4
POSTN-HsaEX6040016-5ssA-2g,82.71,81.98,85.23,86.82,T4
POSTN-HsaEX6040016-5ssA-2t,93.57,92.74,93.28,95.26,T4
POSTN-HsaEX6040016-5ssA-3c,95.1,94.44,95.19,96.05,T4
