"GeneID","geneSymbol","n_selection_events","event_types","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000030304","Ergic2",1,"SE","Regular (>50bp)","chr6:148092416-148092521",-0.109
"ENSMUSG00000030314","Atg7",1,"SE","Regular (>50bp)","chr6:114649751-114649804",0.246
"ENSMUSG00000030329","Pianp",1,"RI","Regular (>50bp)","chr6:124978389-124980059",-0.257
"ENSMUSG00000030345","Dyrk4",1,"SE","Regular (>50bp)","chr6:126869046-126869183",0.111
"ENSMUSG00000030346","Rad51ap1",1,"A3SS","Regular (>50bp)","chr6:126904500-126904653",0.108
"ENSMUSG00000030406","Gipr",1,"SE","Regular (>50bp)","chr7:18894519-18894679",-0.159
"ENSMUSG00000030443","Zfp583",1,"A3SS","Regular (>50bp)","chr7:6326645-6326744",0.118
"ENSMUSG00000030498","Gas2",1,"SE","Regular (>50bp)","chr7:51581111-51581174",0.143
"ENSMUSG00000030509","Asb7",1,"SE","Regular (>50bp)","chr7:66327904-66327993",-0.118
"ENSMUSG00000030512","Snrpa1",1,"RI","Regular (>50bp)","chr7:65719171-65720413",-0.315
"ENSMUSG00000030660","Pik3c2a",1,"SE","Regular (>50bp)","chr7:116041825-116041913",0.115
"ENSMUSG00000030688","Stard10",1,"SE","Regular (>50bp)","chr7:100992390-100992494",0.239
"ENSMUSG00000030689","Ino80e",1,"RI","Regular (>50bp)","chr7:126456397-126456959",-0.11
"ENSMUSG00000030691","Fchsd2",1,"SE","Regular (>50bp)","chr7:100895508-100895580",0.12
"ENSMUSG00000030727","Rabep2",1,"RI","Regular (>50bp)","chr7:126043694-126044108",-0.146
"ENSMUSG00000030741","Spns1",1,"RI","Regular (>50bp)","chr7:125972941-125974375",-0.183
"ENSMUSG00000030815","Phkg2",1,"RI","Regular (>50bp)","chr7:127176706-127177201",-0.109
"ENSMUSG00000030834","Abcc6",1,"MXE","Regular (>50bp)","chr7:45654543-45654690",0.236
"ENSMUSG00000030852","Tacc2",1,"SE","Regular (>50bp)","chr7:130346256-130346346",0.125
"ENSMUSG00000030922","Lyrm1",1,"SE","Regular (>50bp)","chr7:119499333-119499531",0.351
"ENSMUSG00000030929","Eri2",1,"A3SS","Regular (>50bp)","chr7:119385961-119386708",-0.167
"ENSMUSG00000030960","Eef1akmt2",1,"SE","Regular (>50bp)","chr7:132433088-132433305",-0.111
"ENSMUSG00000030979","Uros",1,"RI","Regular (>50bp)","chr7:133292236-133292895",-0.139
"ENSMUSG00000030987","Stim1",1,"SE","Small (30-50bp)","chr7:102082403-102082440",0.188
"ENSMUSG00000030990","Pgap2",1,"SE","Regular (>50bp)","chr7:101872585-101872697",0.105
"ENSMUSG00000031078","Cttn",1,"SE","Regular (>50bp)","chr7:144005763-144005874",-0.138
"ENSMUSG00000031105","Slc25a14",1,"SE","Small (30-50bp)","chrX:47717012-47717060",0.299
"ENSMUSG00000031109","Enox2",1,"A5SS","Regular (>50bp)","chrX:48111970-48112078",-0.127
"ENSMUSG00000031150","Ccdc120",1,"SE","Regular (>50bp)","chrX:7601310-7601409",0.103
"ENSMUSG00000031171","Ftsj1",1,"RI","Regular (>50bp)","chrX:8116634-8116877",-0.227
"ENSMUSG00000031314","Taf1",1,"SE","Microexon (0-30bp)","chrX:100634339-100634345",0.201
"ENSMUSG00000031389","Arhgap4",1,"RI","Regular (>50bp)","chrX:72943704-72944075",-0.147
"ENSMUSG00000031425","Plp1",1,"A5SS","Regular (>50bp)","chrX:135732701-135732963",-0.183
"ENSMUSG00000031485","Plpbp",1,"SE","Regular (>50bp)","chr8:27539201-27539336",-0.104
"ENSMUSG00000031488","Rab11fip1",1,"SE","Regular (>50bp)","chr8:27641624-27643187",0.102
"ENSMUSG00000031502","Col4a1",1,"SE","Microexon (0-30bp)","chr8:11254535-11254552",0.116
"ENSMUSG00000031508","Ankrd10",1,"SE","Regular (>50bp)","chr8:11670261-11670373",0.12
"ENSMUSG00000031634","Ufsp2",1,"RI","Regular (>50bp)","chr8:46433351-46433676",-0.129
"ENSMUSG00000031711","Zfp330",1,"RI","Regular (>50bp)","chr8:83491483-83493402",0.412
"ENSMUSG00000031729","Ist1",1,"RI","Regular (>50bp)","chr8:110402007-110403482",-0.132
"ENSMUSG00000031774","Psme3ip1",1,"SE","Regular (>50bp)","chr8:95317800-95317916",0.36
"ENSMUSG00000031819","Emc8",1,"SE","Regular (>50bp)","chr8:121387232-121387409",-0.243
"ENSMUSG00000031860","Pbx4",1,"SE","Regular (>50bp)","chr8:70316961-70317200",-0.176
"ENSMUSG00000031872","Bean1",1,"SE","Regular (>50bp)","chr8:104908642-104908751",0.127
"ENSMUSG00000031885","Cbfb",1,"MXE","Regular (>50bp)","chr8:105905224-105905341",0.106
"ENSMUSG00000031959","Wdr59",1,"SE","Regular (>50bp)","chr8:112199261-112199318",0.118
"ENSMUSG00000031969","Acad8",1,"MXE","Regular (>50bp)","chr9:26901415-26901492",-0.151
"ENSMUSG00000031982","Arv1",1,"A3SS","Regular (>50bp)","chr8:125455067-125455221",-0.112
"ENSMUSG00000032064","Dixdc1",1,"RI","Regular (>50bp)","chr9:50593332-50593926",-0.105
"ENSMUSG00000032127","Vps11",1,"RI","Regular (>50bp)","chr9:44266995-44267726",-0.143
"ENSMUSG00000032182","Yipf2",1,"SE","Regular (>50bp)","chr9:21503823-21503884",0.216
"ENSMUSG00000032212","Sltm",1,"SE","Small (30-50bp)","chr9:70470095-70470143",-0.132
"ENSMUSG00000032217","Rnf111",1,"A3SS","Regular (>50bp)","chr9:70336833-70336961",-0.112
"ENSMUSG00000032254","Kif23",1,"SE","Regular (>50bp)","chr9:61831186-61831498",-0.186
"ENSMUSG00000032258","Lca5",1,"SE","Regular (>50bp)","chr9:83310932-83311001",0.199
"ENSMUSG00000032280","Tle3",1,"A3SS","Regular (>50bp)","chr9:61309134-61309339",0.105
"ENSMUSG00000032297","Celf6",1,"MXE","Small (30-50bp)","chr9:59497917-59497966",0.103
"ENSMUSG00000032311","Nrg4",1,"A3SS","Regular (>50bp)","chr9:55133899-55134038",-0.341
"ENSMUSG00000032387","Rbpms2",1,"A3SS","Regular (>50bp)","chr9:65558828-65558986",-0.13
"ENSMUSG00000032410","Xrn1",1,"A5SS","Regular (>50bp)","chr9:95921752-95921909",0.119
"ENSMUSG00000032412","Atp1b3",1,"SE","Regular (>50bp)","chr9:96222254-96222439",-0.144
"ENSMUSG00000032423","Syncrip",1,"SE","Regular (>50bp)","chr9:88362658-88362818",-0.109
"ENSMUSG00000032425","Zfp949",1,"SE","Regular (>50bp)","chr9:88434714-88434914",-0.105
"ENSMUSG00000032463","Faim",1,"SE","Regular (>50bp)","chr9:98872967-98873024",0.182
"ENSMUSG00000032479","Map4",1,"SE","Regular (>50bp)","chr9:109893295-109893517",0.134
"ENSMUSG00000032497","Lrrfip2",1,"MXE","Small (30-50bp)","chr9:110996267-110996312",0.142
"ENSMUSG00000032570","Atp2c1",1,"SE","Microexon (0-30bp)","chr9:105370741-105370753",0.168
"ENSMUSG00000032621","Srek1",1,"SE","Regular (>50bp)","chr13:103900803-103900927",0.134
"ENSMUSG00000032633","Flcn",1,"A3SS","Regular (>50bp)","chr11:59685966-59686401",-0.169
"ENSMUSG00000032735","Ablim3",1,"SE","Regular (>50bp)","chr18:61952059-61952158",0.285
"ENSMUSG00000032745","Gpbp1",1,"SE","Regular (>50bp)","chr13:111584429-111584489",0.147
"ENSMUSG00000032999","Nlrp4f",1,"SE","Regular (>50bp)","chr13:65335254-65335422",0.254
"ENSMUSG00000033014","Trim33",1,"SE","Regular (>50bp)","chr3:103260882-103260933",-0.121
"ENSMUSG00000033213","AA467197",1,"SE","Regular (>50bp)","chr2:122480176-122480262",-0.217
"ENSMUSG00000033249","Hsf4",1,"MXE","Regular (>50bp)","chr8:105998737-105998840",0.123
"ENSMUSG00000033256","Shf",1,"SE","Regular (>50bp)","chr2:122185955-122186096",0.133
"ENSMUSG00000033306","Lpp",1,"SE","Regular (>50bp)","chr16:24261530-24261640",0.164
"ENSMUSG00000033335","Dnm2",1,"SE","Microexon (0-30bp)","chr9:21401953-21401965",0.118
"ENSMUSG00000033382","Trappc8",1,"SE","Microexon (0-30bp)","chr18:20988877-20988895",0.11
"ENSMUSG00000033392","Clasp2",1,"SE","Microexon (0-30bp)","chr9:113687648-113687672",0.252
"ENSMUSG00000033460","Armcx1",1,"A5SS","Regular (>50bp)","chrX:133619668-133619857",-0.391
"ENSMUSG00000033543","Gtf2a2",1,"SE","Regular (>50bp)","chr9:69924354-69924473",-0.147
"ENSMUSG00000033697","Arhgap39",1,"SE","Regular (>50bp)","chr15:76614563-76614656",0.25
"ENSMUSG00000033762","Recql4",1,"RI","Regular (>50bp)","chr15:76589186-76589643",-0.13
"ENSMUSG00000033768","Nrxn2",1,"A3SS","Regular (>50bp)","chr19:6581297-6582308",-0.118
"ENSMUSG00000033809","Alg3",1,"MXE","Regular (>50bp)","chr16:20427491-20427639",-0.108
"ENSMUSG00000033819","Ppp1r16a",1,"SE","Regular (>50bp)","chr15:76573527-76573694",0.114
"ENSMUSG00000033902","Mapkbp1",1,"SE","Microexon (0-30bp)","chr2:119843781-119843799",0.12
"ENSMUSG00000034006","Slc66a2",1,"SE","Regular (>50bp)","chr18:80315676-80315730",-0.121
"ENSMUSG00000034032","Rpap1",1,"SE","Regular (>50bp)","chr2:119617701-119617778",-0.138
"ENSMUSG00000034071","Zfp551",1,"SE","Regular (>50bp)","chr7:12152469-12152593",-0.184
"ENSMUSG00000034175","Rhbdd3",1,"A3SS","Regular (>50bp)","chr11:5050384-5050587",0.149
"ENSMUSG00000034274","Thoc5",1,"SE","Small (30-50bp)","chr11:4861434-4861470",0.174
"ENSMUSG00000034312","Iqsec1",1,"SE","Small (30-50bp)","chr6:90764099-90764144",0.213
"ENSMUSG00000034334","Fam151b",1,"SE","Regular (>50bp)","chr13:92610470-92610636",-0.369
"ENSMUSG00000034377","Tulp4",1,"SE","Regular (>50bp)","chr17:6168570-6168641",0.184
"ENSMUSG00000034401","Spata6",1,"SE","Regular (>50bp)","chr4:111603337-111603475",0.11
"ENSMUSG00000034462","Pkd2",1,"SE","Regular (>50bp)","chr5:104638509-104638630",0.212
"ENSMUSG00000034473","Sec22a",1,"SE","Regular (>50bp)","chr16:35167968-35168163",-0.144
"ENSMUSG00000034570","Inpp5j",1,"RI","Regular (>50bp)","chr11:3451045-3451428",-0.311
"ENSMUSG00000034602","Mon2",1,"SE","Microexon (0-30bp)","chr10:122858990-122858993",0.104
"ENSMUSG00000034675","Dbn1",1,"RI","Regular (>50bp)","chr13:55623958-55624586",-0.171
"ENSMUSG00000034729","Mrps10",1,"A3SS","Regular (>50bp)","chr17:47683500-47686034",-0.117
"ENSMUSG00000034757","Tmub2",1,"SE","Regular (>50bp)","chr11:102176489-102176544",0.101
"ENSMUSG00000034799","Unc13a",1,"RI","Regular (>50bp)","chr8:72115124-72115572",-0.255
"ENSMUSG00000034818","Celf5",1,"A3SS","Regular (>50bp)","chr10:81298502-81298646",-0.105
"ENSMUSG00000034858","Atosa",1,"A5SS","Regular (>50bp)","chr9:74930866-74931028",-0.189
"ENSMUSG00000034903","Cobll1",1,"A3SS","Regular (>50bp)","chr2:64981322-64981511",0.168
"ENSMUSG00000034911","Ushbp1",1,"A3SS","Regular (>50bp)","chr8:71843284-71843425",-0.303
"ENSMUSG00000035215","Lsm7",1,"RI","Regular (>50bp)","chr10:80690451-80691027",-0.169
"ENSMUSG00000035266","Helq",1,"A3SS","Regular (>50bp)","chr5:100916147-100916565",-0.121
"ENSMUSG00000035469","Rcbtb1",1,"SE","Regular (>50bp)","chr14:59444252-59444379",-0.509
"ENSMUSG00000035513","Ntng2",1,"SE","Regular (>50bp)","chr2:29088825-29088927",0.184
"ENSMUSG00000035597","Prpf39",1,"SE","Regular (>50bp)","chr12:65090316-65090385",-0.126
"ENSMUSG00000035629","Rubcn",1,"SE","Small (30-50bp)","chr16:32661906-32661951",0.329
"ENSMUSG00000035757","Selenoo",1,"A5SS","Regular (>50bp)","chr15:88976906-88977110",-0.115
"ENSMUSG00000035770","Dync1li2",1,"SE","Regular (>50bp)","chr8:105147916-105148035",-0.276
"ENSMUSG00000035851","Ythdc1",1,"A5SS","Regular (>50bp)","chr5:86975813-86977338",-0.13
"ENSMUSG00000035954","Dock4",1,"SE","Microexon (0-30bp)","chr12:40844595-40844622",0.164
"ENSMUSG00000035967","Ints6l",1,"RI","Regular (>50bp)","chrX:55538398-55542094",0.125
"ENSMUSG00000036009","Mettl25",1,"SE","Regular (>50bp)","chr10:105671987-105672081",0.144
"ENSMUSG00000036091","Hyal3",1,"SE","Regular (>50bp)","chr9:107461950-107462864",-0.359
"ENSMUSG00000036104","Rab3gap1",1,"SE","Microexon (0-30bp)","chr1:127869330-127869351",0.191
"ENSMUSG00000036120","Rfxank",1,"A5SS","Regular (>50bp)","chr8:70588185-70588281",-0.196
"ENSMUSG00000036167","Pphln1",1,"SE","Regular (>50bp)","chr15:93318164-93318371",-0.129
"ENSMUSG00000036180","Gatad2a",1,"SE","Regular (>50bp)","chr8:70364813-70364888",0.199
"ENSMUSG00000036309","Skp1",1,"MXE","Regular (>50bp)","chr11:52129077-52129177",0.226
"ENSMUSG00000036333","Kidins220",1,"SE","Regular (>50bp)","chr12:25090454-25090568",0.144
"ENSMUSG00000036435","Exoc1",1,"SE","Microexon (0-30bp)","chr5:76688593-76688614",0.252
"ENSMUSG00000036452","Arhgap26",1,"A3SS","Regular (>50bp)","chr18:39490790-39490881",0.178
"ENSMUSG00000036503","Rnf13",1,"A3SS","Regular (>50bp)","chr3:57709138-57709958",-0.182
"ENSMUSG00000036528","Ppfibp2",1,"SE","Small (30-50bp)","chr7:107327922-107327955",0.114
"ENSMUSG00000036529","Sbf1",1,"SE","Microexon (0-30bp)","chr15:89191374-89191398",0.134
"ENSMUSG00000036578","Fxyd7",1,"SE","Microexon (0-30bp)","chr7:30746797-30746827",0.198
"ENSMUSG00000036591","Arhgap21",1,"SE","Microexon (0-30bp)","chr2:20888010-20888040",0.21
"ENSMUSG00000036639","Nudt1",1,"SE","Regular (>50bp)","chr5:140318149-140318228",0.122
"ENSMUSG00000036745","Ttll7",1,"SE","Regular (>50bp)","chr3:146647573-146647648",0.158
"ENSMUSG00000036768","Kif15",1,"SE","Regular (>50bp)","chr9:122800753-122800851",0.143
"ENSMUSG00000036882","Arhgap33",1,"SE","Regular (>50bp)","chr7:30233527-30233637",0.106
"ENSMUSG00000036962","Cfap221",1,"MXE","Regular (>50bp)","chr1:119889601-119889705",0.234
"ENSMUSG00000037017","Zscan21",1,"A5SS","Regular (>50bp)","chr5:138115198-138115269",0.12
"ENSMUSG00000037103","Dcaf15",1,"A5SS","Regular (>50bp)","chr8:84824251-84824481",-0.116
"ENSMUSG00000037126","Psd",1,"SE","Regular (>50bp)","chr19:46315336-46315446",-0.107
"ENSMUSG00000037151","Lrrc20",1,"SE","Regular (>50bp)","chr10:61318114-61318261",0.141
"ENSMUSG00000037211","Spry1",1,"SE","Regular (>50bp)","chr3:37694668-37694957",-0.151
"ENSMUSG00000037236","Matr3",1,"SE","Regular (>50bp)","chr18:35695947-35696153",0.172
"ENSMUSG00000037270","Bltp1",1,"SE","Regular (>50bp)","chr3:37077118-37077181",0.105
"ENSMUSG00000037318","Traf3ip3",1,"RI","Regular (>50bp)","chr1:192877132-192877730",-0.158
"ENSMUSG00000037336","Mfsd2b",1,"RI","Regular (>50bp)","chr12:4915136-4916268",-0.163
"ENSMUSG00000037339","Fam53a",1,"A3SS","Regular (>50bp)","chr5:33757699-33765571",-0.395
"ENSMUSG00000037369","Kdm6a",1,"MXE","Regular (>50bp)","chrX:18088995-18089116",-0.129
"ENSMUSG00000037447","Arid5a",1,"RI","Regular (>50bp)","chr1:36356284-36356743",-0.102
"ENSMUSG00000037466","Tedc1",1,"A3SS","Regular (>50bp)","chr12:113121090-113121347",-0.153
"ENSMUSG00000037519","Ppfia1",1,"SE","Microexon (0-30bp)","chr7:144056603-144056633",0.265
"ENSMUSG00000037541","Shank2",1,"SE","Microexon (0-30bp)","chr7:143961792-143961813",0.216
"ENSMUSG00000037552","Plekhg2",1,"RI","Regular (>50bp)","chr7:28069662-28070467",0.12
"ENSMUSG00000037669","Ldah",1,"MXE","Regular (>50bp)","chr12:8318363-8318598",0.127
"ENSMUSG00000037716","Ccdc33",1,"A5SS","Regular (>50bp)","chr9:57938338-57938545",-0.305
"ENSMUSG00000037736","Limch1",1,"SE","Small (30-50bp)","chr5:67150485-67150521",-0.131
"ENSMUSG00000037805","Rpl10a",1,"RI","Regular (>50bp)","chr17:28547940-28548496",0.127
"ENSMUSG00000037822","Smim14",1,"SE","Regular (>50bp)","chr5:65608054-65608160",-0.122
"ENSMUSG00000037857","Nufip2",1,"SE","Small (30-50bp)","chr11:77579112-77579157",0.315
"ENSMUSG00000037971","Cfap68",1,"A3SS","Regular (>50bp)","chr9:50675523-50676226",-0.282
"ENSMUSG00000037997","Parp11",1,"SE","Regular (>50bp)","chr6:127448510-127448631",0.298
"ENSMUSG00000038005","Hpf1",1,"SE","Regular (>50bp)","chr8:61353117-61353268",-0.128
"ENSMUSG00000038143","Stox2",1,"SE","Regular (>50bp)","chr8:47644667-47644721",0.109
"ENSMUSG00000038225","Primpol",1,"RI","Regular (>50bp)","chr8:47045627-47046738",-0.209
"ENSMUSG00000038290","Smg6",1,"SE","Regular (>50bp)","chr11:74872677-74872739",0.119
"ENSMUSG00000038346","Zfp384",1,"RI","Regular (>50bp)","chr6:125000995-125002045",0.393
"ENSMUSG00000038371","Sbf2",1,"SE","Regular (>50bp)","chr7:109940496-109940571",0.239
"ENSMUSG00000038538","Ubn2",1,"RI","Regular (>50bp)","chr6:38464042-38468866",-0.13
"ENSMUSG00000038564","Ift172",1,"RI","Regular (>50bp)","chr5:31443106-31443461",-0.146
"ENSMUSG00000038569","Rad9b",1,"A5SS","Regular (>50bp)","chr5:122490606-122490677",0.22
"ENSMUSG00000038637","Lrrc56",1,"RI","Regular (>50bp)","chr7:140776894-140778274",-0.178
"ENSMUSG00000038696","Mapkap1",1,"SE","Regular (>50bp)","chr2:34322014-34322342",0.263
"ENSMUSG00000038775","Vill",1,"SE","Regular (>50bp)","chr9:118898950-118899136",0.141
"ENSMUSG00000038780","Smurf1",1,"SE","Regular (>50bp)","chr5:144830889-144830967",0.11
"ENSMUSG00000038781","Stap2",1,"RI","Regular (>50bp)","chr17:56307479-56308001",-0.227
"ENSMUSG00000038807","Rap1gap2",1,"SE","Small (30-50bp)","chr11:74458041-74458077",0.148
"ENSMUSG00000038876","Rnf146",1,"SE","Regular (>50bp)","chr10:29237280-29237341",0.111
"ENSMUSG00000038930","Rccd1",1,"RI","Regular (>50bp)","chr7:79970049-79970929",-0.149
"ENSMUSG00000039048","Foxred1",1,"A3SS","Regular (>50bp)","chr9:35120711-35120825",0.101
"ENSMUSG00000039110","Mycbpap",1,"RI","Regular (>50bp)","chr11:94403053-94403603",-0.182
"ENSMUSG00000039159","Ube2h",1,"SE","Small (30-50bp)","chr6:30242536-30242576",0.13
"ENSMUSG00000039262","Prrc2b",1,"SE","Regular (>50bp)","chr2:32102898-32104959",0.157
"ENSMUSG00000039275","Foxk2",1,"SE","Regular (>50bp)","chr11:121187739-121187915",-0.253
"ENSMUSG00000039318","Rab3gap2",1,"RI","Regular (>50bp)","chr1:184999097-184999476",-0.128
"ENSMUSG00000039361","Picalm",1,"SE","Microexon (0-30bp)","chr7:89843480-89843504",0.118
"ENSMUSG00000039367","Sec24c",1,"SE","Regular (>50bp)","chr14:20735279-20735348",0.143
"ENSMUSG00000039458","Mtmr12",1,"A5SS","Regular (>50bp)","chr15:12236103-12236234",-0.132
"ENSMUSG00000039470","Zdhhc2",1,"SE","Regular (>50bp)","chr8:40900091-40900186",0.185
"ENSMUSG00000039477","Tnrc18",1,"SE","Regular (>50bp)","chr5:142750523-142750652",-0.125
"ENSMUSG00000039480","Nt5dc1",1,"A3SS","Regular (>50bp)","chr10:34274109-34274194",0.126
"ENSMUSG00000039501","Znfx1",1,"MXE","Regular (>50bp)","chr2:166892233-166892365",0.125
"ENSMUSG00000039623","Ap5z1",1,"RI","Regular (>50bp)","chr5:142456148-142458139",-0.152
"ENSMUSG00000039628","Hs3st6",1,"SE","Regular (>50bp)","chr17:24975426-24975518",0.455
"ENSMUSG00000039671","Zmynd8",1,"SE","Microexon (0-30bp)","chr2:165694787-165694799",0.206
"ENSMUSG00000039860","Srrm3",1,"SE","Microexon (0-30bp)","chr5:135895980-135896000",0.114
"ENSMUSG00000039943","Plcb4",1,"SE","Small (30-50bp)","chr2:135806971-135807007",0.112
"ENSMUSG00000039952","Dag1",1,"SE","Regular (>50bp)","chr9:108120087-108120222",0.104
"ENSMUSG00000039958","Etfbkmt",1,"SE","Regular (>50bp)","chr6:149044103-149044213",0.132
"ENSMUSG00000040111","Gramd1b",1,"SE","Microexon (0-30bp)","chr9:40211735-40211747",0.133
"ENSMUSG00000040123","Zmym5",1,"SE","Regular (>50bp)","chr14:57048196-57048316",0.114
"ENSMUSG00000040139","9430038I01Rik",1,"SE","Regular (>50bp)","chr7:136978683-136978846",-0.186
"ENSMUSG00000040219","Ttc12",1,"RI","Regular (>50bp)","chr9:49383161-49383843",-0.118
"ENSMUSG00000040356","Skic2",1,"RI","Regular (>50bp)","chr17:35065842-35066300",-0.141
"ENSMUSG00000040370","Etfrf1",1,"RI","Regular (>50bp)","chr6:145160247-145160997",-0.179
"ENSMUSG00000040428","Plekha4",1,"SE","Regular (>50bp)","chr7:45179905-45180082",0.177
"ENSMUSG00000040434","Large2",1,"A5SS","Regular (>50bp)","chr2:92200907-92201008",-0.125
"ENSMUSG00000040441","Slc26a10",1,"RI","Regular (>50bp)","chr10:127010152-127010770",-0.105
"ENSMUSG00000040451","Sgms1",1,"SE","Regular (>50bp)","chr19:32237375-32237497",0.14
"ENSMUSG00000040455","Usp45",1,"SE","Regular (>50bp)","chr4:21817500-21817644",-0.102
"ENSMUSG00000040459","Arglu1",1,"RI","Regular (>50bp)","chr8:8731383-8733973",-0.118
"ENSMUSG00000040472","Rabggta",1,"RI","Regular (>50bp)","chr14:55959300-55959633",-0.229
"ENSMUSG00000040537","Adam22",1,"SE","Microexon (0-30bp)","chr5:8136593-8136623",0.13
"ENSMUSG00000040548","Tex2",1,"A3SS","Regular (>50bp)","chr11:106404412-106404538",-0.101
"ENSMUSG00000040557","Mettl27",1,"SE","Regular (>50bp)","chr5:134963142-134963278",0.186
"ENSMUSG00000040669","Phc1",1,"SE","Regular (>50bp)","chr6:122309480-122309612",-0.108
"ENSMUSG00000040687","Madd",1,"SE","Microexon (0-30bp)","chr2:90971153-90971162",0.143
"ENSMUSG00000040711","Sh3pxd2b",1,"SE","Regular (>50bp)","chr11:32358967-32359051",0.172
"ENSMUSG00000040782","Cop1",1,"SE","Regular (>50bp)","chr1:159147317-159147410",-0.103
"ENSMUSG00000040860","Crocc",1,"RI","Regular (>50bp)","chr4:140747018-140747800",-0.219
"ENSMUSG00000040929","Rfx3",1,"SE","Regular (>50bp)","chr19:27814806-27814881",0.122
"ENSMUSG00000040940","Arhgef1",1,"SE","Microexon (0-30bp)","chr7:24617944-24617956",0.131
"ENSMUSG00000041130","Zfp598",1,"RI","Regular (>50bp)","chr17:24896808-24897687",-0.111
"ENSMUSG00000041225","Arhgap12",1,"SE","Regular (>50bp)","chr18:6111684-6112439",0.105
"ENSMUSG00000041258","Zfp236",1,"SE","Regular (>50bp)","chr18:82628729-82628811",0.124
"ENSMUSG00000041268","Dmxl2",1,"A3SS","Regular (>50bp)","chr9:54303523-54303654",-0.179
"ENSMUSG00000041328","Pcf11",1,"A5SS","Regular (>50bp)","chr7:92308612-92309096",-0.222
"ENSMUSG00000041420","Meis3",1,"RI","Regular (>50bp)","chr7:15912669-15913025",-0.101
"ENSMUSG00000041477","Dcp1b",1,"RI","Regular (>50bp)","chr6:119191730-119194940",-0.123
"ENSMUSG00000041530","Ago1",1,"A3SS","Regular (>50bp)","chr4:126354159-126354378",-0.114
"ENSMUSG00000041570","Camsap2",1,"SE","Small (30-50bp)","chr1:136225021-136225054",0.246
"ENSMUSG00000041607","Mbp",1,"SE","Regular (>50bp)","chr18:82597060-82597183",-0.267
"ENSMUSG00000041617","Ccdc74a",1,"MXE","Regular (>50bp)","chr16:17465930-17465990",0.284
"ENSMUSG00000041654","Slc39a11",1,"SE","Regular (>50bp)","chr11:113452831-113452950",0.224
"ENSMUSG00000041679","Fbxl9",1,"A3SS","Regular (>50bp)","chr8:106041707-106042700",-0.372
"ENSMUSG00000041718","Alg13",1,"A3SS","Regular (>50bp)","chrX:143102894-143103057",-0.129
"ENSMUSG00000041769","Ppp2r2d",1,"SE","Regular (>50bp)","chr7:138472118-138472231",-0.426
"ENSMUSG00000041890","Git2",1,"SE","Regular (>50bp)","chr5:114881791-114881941",-0.106
"ENSMUSG00000041921","Metap1d",1,"SE","Regular (>50bp)","chr2:71352876-71352974",0.233
"ENSMUSG00000041977","Arhgef11",1,"SE","Microexon (0-30bp)","chr3:87625535-87625565",0.146
"ENSMUSG00000042099","Kank3",1,"RI","Regular (>50bp)","chr17:34041259-34041891",-0.217
"ENSMUSG00000042133","Ppig",1,"SE","Regular (>50bp)","chr2:69561834-69561924",-0.251
"ENSMUSG00000042156","Dzip1",1,"SE","Regular (>50bp)","chr14:119161308-119161507",-0.149
"ENSMUSG00000042354","Gnl3",1,"SE","Regular (>50bp)","chr14:30735385-30735522",-0.446
"ENSMUSG00000042439","Zfp532",1,"SE","Regular (>50bp)","chr18:65715797-65715880",0.249
"ENSMUSG00000042632","Pla2g6",1,"SE","Regular (>50bp)","chr15:79211834-79211914",-0.126
"ENSMUSG00000042675","Ypel3",1,"SE","Regular (>50bp)","chr7:126376677-126376789",-0.36
"ENSMUSG00000042766","Trim46",1,"MXE","Regular (>50bp)","chr3:89150890-89151234",-0.101
"ENSMUSG00000042787","Exog",1,"SE","Small (30-50bp)","chr9:119274352-119274387",-0.15
"ENSMUSG00000042831","Alkbh6",1,"A3SS","Regular (>50bp)","chr7:30011930-30012132",-0.124
"ENSMUSG00000042997","Nhlrc3",1,"SE","Regular (>50bp)","chr3:53369052-53369200",-0.174
"ENSMUSG00000043366","Or51e2",1,"SE","Regular (>50bp)","chr7:102401471-102402340",-0.399
"ENSMUSG00000043411","Usp48",1,"SE","Regular (>50bp)","chr4:137365075-137365201",-0.126
"ENSMUSG00000043831","Lysmd4",1,"SE","Microexon (0-30bp)","chr7:66874123-66874149",0.106
"ENSMUSG00000043923","Ccdc84",1,"A5SS","Regular (>50bp)","chr9:44324739-44324830",-0.158
"ENSMUSG00000044164","Rnf182",1,"SE","Regular (>50bp)","chr13:43819233-43819298",0.115
"ENSMUSG00000044258","Ctla2a",1,"A5SS","Regular (>50bp)","chr13:61084199-61084385",-0.112
"ENSMUSG00000044712","Slc38a6",1,"SE","Regular (>50bp)","chr12:73390442-73390522",0.319
"ENSMUSG00000044966","Fbxo48",1,"RI","Regular (>50bp)","chr11:16903141-16903681",-0.156
"ENSMUSG00000045098","Kmt5b",1,"SE","Regular (>50bp)","chr19:3827461-3827512",0.138
"ENSMUSG00000045251","Zfp688",1,"SE","Regular (>50bp)","chr7:127019181-127019277",-0.101
"ENSMUSG00000045252","Zfp574",1,"SE","Regular (>50bp)","chr7:24775447-24775538",-0.227
"ENSMUSG00000045438","Cox19",1,"SE","Regular (>50bp)","chr5:139324936-139325140",-0.201
"ENSMUSG00000045659","Plekha7",1,"SE","Regular (>50bp)","chr7:115747487-115747568",0.228
"ENSMUSG00000045761","Togaram2",1,"SE","Small (30-50bp)","chr17:72002691-72002738",0.161
