"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr16:93387761:93388191:93384788:93393185:SE","SE","ENSMUSG00000022948","Setd4","chr16","-",93387761,93388191,430,"Regular (>50bp)",0.209,0.000896301480330683
"chr16:93390134:93390220:93388191:93393185:SE","SE","ENSMUSG00000022948","Setd4","chr16","-",93390134,93390220,86,"Regular (>50bp)",0.142,0.000212681288948456
"chr8:96442980:96443122:96442591:96444820:SE","SE","ENSMUSG00000031671","Setd6","chr8","+",96442980,96443122,142,"Regular (>50bp)",-0.278,0.0369735612330791
"chr8:96443548:96443669:96443429:96444820:SE","SE","ENSMUSG00000031671","Setd6","chr8","+",96443548,96443669,121,"Regular (>50bp)",-0.106,0.00028535479141325
"chr1:55053641:55055649:55053721:55055534:RI","RI","ENSMUSG00000025982","Sf3b1","chr1","-",55053641,55055649,2008,"Regular (>50bp)",-0.129,1.67354590081309e-05
"chr11:3083071:3085542:3083207:3084625:RI","RI","ENSMUSG00000023764","Sfi1","chr11","-",3083071,3085542,2471,"Regular (>50bp)",-0.143,0.00032334952964401
"chr6:4711307:4711380:4694184:4746979:SE","SE","ENSMUSG00000004631","Sgce","chr6","-",4711307,4711380,73,"Regular (>50bp)",-0.315,0.00242929849777765
"chr4:102757722:102757734:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102757722,102757734,12,"Microexon (0-30bp)",0.461,0.00482199685480026
"chr4:102762761:102762773:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102762761,102762773,12,"Microexon (0-30bp)",0.167,0.012020875500013
"chr4:102791742:102791802:102786109:102813295:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102791742,102791802,60,"Regular (>50bp)",0.135,0.00938056998262256
"chr19:32237375:32237497:32137763:32266940:SE","SE","ENSMUSG00000040451","Sgms1","chr19","-",32237375,32237497,122,"Regular (>50bp)",0.14,0.00324301571806219
"chr4:137980922:137981000:137977819:137981583:SE","SE","ENSMUSG00000045349","Sh2d5","chr4","+",137980922,137981000,78,"Regular (>50bp)",0.258,0.0165568200991455
"chr4:137981141:137981269:137977819:137981583:SE","SE","ENSMUSG00000045349","Sh2d5","chr4","+",137981141,137981269,128,"Regular (>50bp)",0.142,6.17558934727634e-05
"chr2:30239237:30239249:30238629:30240299:SE","SE","ENSMUSG00000026860","Sh3glb2","chr2","-",30239237,30239249,12,"Microexon (0-30bp)",0.228,1.00380021755475e-13
"chrX:158600237:158600294:158599702:158607470:SE","SE","ENSMUSG00000040990","Sh3kbp1","chrX","+",158600237,158600294,57,"Regular (>50bp)",-0.529,0.000846972086302339
"chrX:158600237:158600294:158607470:158607545:158599702:158611369:MXE","MXE","ENSMUSG00000040990","Sh3kbp1","chrX","+",158600237,158600294,57,"Regular (>50bp)",-0.412,0.0224781346466555
"chr19:47271459:47271543:47266869:47275043:SE","SE","ENSMUSG00000053617","Sh3pxd2a","chr19","-",47271459,47271543,84,"Regular (>50bp)",0.109,0.000899116199034486
"chr19:47308714:47308759:47302605:47331878:SE","SE","ENSMUSG00000053617","Sh3pxd2a","chr19","-",47308714,47308759,45,"Small (30-50bp)",0.181,0.0101520790751036
"chr11:32358967:32359051:32357666:32361456:SE","SE","ENSMUSG00000040711","Sh3pxd2b","chr11","+",32358967,32359051,84,"Regular (>50bp)",0.172,6.17558934727634e-05
"chr7:143961792:143961813:143960969:143963198:SE","SE","ENSMUSG00000037541","Shank2","chr7","+",143961792,143961813,21,"Microexon (0-30bp)",0.216,0.00367211715503187
"chr15:89422217:89422241:89417657:89427302:SE","SE","ENSMUSG00000022623","Shank3","chr15","+",89422217,89422241,24,"Microexon (0-30bp)",0.129,0.00370443296087122
"chr15:76231863:76232007:76231863:76231989:76232095:76232204:A3SS","A3SS","ENSMUSG00000022552","Sharpin","chr15","-",76231863,76232007,144,"Regular (>50bp)",0.154,0.0321576930219742
"chr2:122185955:122186096:122184678:122187563:SE","SE","ENSMUSG00000033256","Shf","chr2","-",122185955,122186096,141,"Regular (>50bp)",0.133,0.0225009965177799
"chr9:45858838:45858850:45858353:45859133:SE","SE","ENSMUSG00000034908","Sidt2","chr9","-",45858838,45858850,12,"Microexon (0-30bp)",0.156,5.41086159805272e-06
"chr9:45858926:45858995:45858353:45859133:SE","SE","ENSMUSG00000034908","Sidt2","chr9","-",45858926,45858995,69,"Regular (>50bp)",0.116,0.0271632014999059
"chr7:140671087:140671905:140671414:140671715:RI","RI","ENSMUSG00000025494","Sigirr","chr7","-",140671087,140671905,818,"Regular (>50bp)",-0.282,0.000579247121560944
"chr18:35626197:35626286:35626019:35631843:SE","SE","ENSMUSG00000024357","Sil1","chr18","-",35626197,35626286,89,"Regular (>50bp)",-0.151,0.00834411818933639
"chr19:5711623:5711651:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1","chr19","-",5711623,5711651,28,"Microexon (0-30bp)",0.295,6.66291490053471e-05
"chr19:5711623:5711686:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1","chr19","-",5711623,5711686,63,"Regular (>50bp)",0.266,0.000136639824794856
"chr8:126149931:126149985:126149441:126166002:SE","SE","ENSMUSG00000001995","Sipa1l2","chr8","-",126149931,126149985,54,"Regular (>50bp)",0.123,0.000471744621888916
"chr7:28467056:28467103:28466292:28471235:SE","SE","ENSMUSG00000015149","Sirt2","chr7","+",28467056,28467103,47,"Small (30-50bp)",0.106,2.07061881689525e-08
"chr11:120509197:120511095:120509875:120510988:RI","RI","ENSMUSG00000025138","Sirt7","chr11","-",120509197,120511095,1898,"Regular (>50bp)",-0.248,1.1759707130795e-08
"chr11:120509974:120510116:120509875:120510508:SE","SE","ENSMUSG00000025138","Sirt7","chr11","-",120509974,120510116,142,"Regular (>50bp)",-0.221,7.33897502342802e-06
"chr11:120509974:120510116:120509875:120510988:SE","SE","ENSMUSG00000025138","Sirt7","chr11","-",120509974,120510116,142,"Regular (>50bp)",-0.197,5.80152882256624e-11
"chr11:120511249:120511709:120511330:120511472:RI","RI","ENSMUSG00000025138","Sirt7","chr11","-",120511249,120511709,460,"Regular (>50bp)",-0.129,3.44666575063568e-07
"chr17:85923021:85925062:85923171:85924709:RI","RI","ENSMUSG00000093460","Six3os1","chr17","-",85923021,85925062,2041,"Regular (>50bp)",0.122,0.0333837196332725
"chr17:35065842:35066300:35065971:35066118:RI","RI","ENSMUSG00000040356","Skic2","chr17","-",35065842,35066300,458,"Regular (>50bp)",-0.141,3.79263820348647e-11
"chr3:31167556:31167789:31167556:31167651:31170964:31171188:A5SS","A5SS","ENSMUSG00000027660","Skil","chr3","+",31167556,31167789,233,"Regular (>50bp)",-0.133,6.01431442684028e-06
"chr11:52129077:52129177:52133231:52133301:52127760:52133413:MXE","MXE","ENSMUSG00000036309","Skp1","chr11","+",52129077,52129177,100,"Regular (>50bp)",0.226,0.0113879534396255
"chr1:74422783:74423332:74422903:74423182:RI","RI","ENSMUSG00000026177","Slc11a1","chr1","+",74422783,74423332,549,"Regular (>50bp)",-0.102,0.0227374019069446
"chr2:112146585:112146630:112097437:112163727:SE","SE","ENSMUSG00000027130","Slc12a6","chr2","+",112146585,112146630,45,"Small (30-50bp)",0.131,0.00283734158946604
"chr11:120844999:120845094:120839976:120846051:SE","SE","ENSMUSG00000025161","Slc16a3","chr11","+",120844999,120845094,95,"Regular (>50bp)",0.118,2.28682319126952e-06
"chr2:180373672:180374365:180373800:180374225:RI","RI","ENSMUSG00000023393","Slc17a9","chr2","+",180373672,180374365,693,"Regular (>50bp)",-0.269,0.0450248823019151
"chr2:180373672:180374365:180373870:180374225:RI","RI","ENSMUSG00000023393","Slc17a9","chr2","+",180373672,180374365,693,"Regular (>50bp)",-0.154,0.027300807172204
"chr11:120387839:120388287:120387932:120388209:RI","RI","ENSMUSG00000025792","Slc25a10","chr11","+",120387839,120388287,448,"Regular (>50bp)",-0.123,3.25231926847681e-08
"chrX:47717012:47717060:47713074:47718128:SE","SE","ENSMUSG00000031105","Slc25a14","chrX","+",47717012,47717060,48,"Small (30-50bp)",0.299,0.0103892994683788
"chr10:127010152:127010770:127010259:127010674:RI","RI","ENSMUSG00000040441","Slc26a10","chr10","-",127010152,127010770,618,"Regular (>50bp)",-0.105,0.00493589086652944
"chr5:67491848:67492011:67487294:67501872:SE","SE","ENSMUSG00000029221","Slc30a9","chr5","+",67491848,67492011,163,"Regular (>50bp)",0.167,0.0153099151197837
"chr13:39128475:39128630:39127142:39139624:SE","SE","ENSMUSG00000021432","Slc35b3","chr13","-",39128475,39128630,155,"Regular (>50bp)",-0.124,0.00343920122050433
"chr6:34149562:34149690:34147509:34153712:SE","SE","ENSMUSG00000018999","Slc35b4","chr6","-",34149562,34149690,128,"Regular (>50bp)",-0.138,0.00102158121601864
"chr6:39349012:39349071:39344700:39354552:SE","SE","ENSMUSG00000029924","Slc37a3","chr6","-",39349012,39349071,59,"Regular (>50bp)",0.136,0.00666265136344891
"chr11:119999292:119999316:119997436:120000257:SE","SE","ENSMUSG00000061306","Slc38a10","chr11","-",119999292,119999316,24,"Microexon (0-30bp)",0.174,0
"chr11:119999292:119999379:119997436:120000257:SE","SE","ENSMUSG00000061306","Slc38a10","chr11","-",119999292,119999379,87,"Regular (>50bp)",0.327,0
"chr11:119999292:119999316:120000257:120000362:119997436:120000891:MXE","MXE","ENSMUSG00000061306","Slc38a10","chr11","-",119999292,119999316,24,"Microexon (0-30bp)",-0.108,1.79724354088349e-05
"chr9:107532454:107532884:107532579:107532783:RI","RI","ENSMUSG00000010064","Slc38a3","chr9","-",107532454,107532884,430,"Regular (>50bp)",-0.14,0.000225691229839935
"chr12:73390442:73390522:73388534:73391566:SE","SE","ENSMUSG00000044712","Slc38a6","chr12","+",73390442,73390522,80,"Regular (>50bp)",0.319,0.0025309142595526
"chr11:113452831:113452950:113414450:113540767:SE","SE","ENSMUSG00000041654","Slc39a11","chr11","-",113452831,113452950,119,"Regular (>50bp)",0.224,0.0131015827208678
"chr10:80870751:80870843:80869767:80873037:SE","SE","ENSMUSG00000046822","Slc39a3","chr10","-",80870751,80870843,92,"Regular (>50bp)",0.104,1.39934540556634e-05
"chr10:80870751:80870843:80870751:80870839:80872821:80873084:A3SS","A3SS","ENSMUSG00000046822","Slc39a3","chr10","-",80870751,80870843,92,"Regular (>50bp)",0.195,0.0415685118354407
"chr6:90610592:90610737:90603433:90613838:SE","SE","ENSMUSG00000030089","Slc41a3","chr6","+",90610592,90610737,145,"Regular (>50bp)",0.122,0.0221691937209846
"chr6:90610592:90610737:90612231:90612378:90603433:90613838:MXE","MXE","ENSMUSG00000030089","Slc41a3","chr6","+",90610592,90610737,145,"Regular (>50bp)",-0.274,0.0209440224683263
"chr6:90612231:90612378:90603433:90613838:SE","SE","ENSMUSG00000030089","Slc41a3","chr6","+",90612231,90612378,147,"Regular (>50bp)",0.27,0.00296515827413826
"chr5:31705954:31706025:31705957:31706025:31697729:31697841:A3SS","A3SS","ENSMUSG00000029141","Slc4a1ap","chr5","+",31705954,31706025,71,"Regular (>50bp)",-0.235,0.0374205730114607
"chr1:75527398:75528026:75527579:75527890:RI","RI","ENSMUSG00000006576","Slc4a3","chr1","+",75527398,75528026,628,"Regular (>50bp)",-0.114,0.00318433761068787
"chr18:36662739:36662789:36662382:36662925:SE","SE","ENSMUSG00000024485","Slc4a9","chr18","+",36662739,36662789,50,"Small (30-50bp)",0.264,0.000194381456300803
"chr18:36664152:36664579:36664269:36664486:RI","RI","ENSMUSG00000024485","Slc4a9","chr18","+",36664152,36664579,427,"Regular (>50bp)",-0.403,0.00208347090961646
"chr4:139023084:139023244:139021903:139033753:SE","SE","ENSMUSG00000028744","Slc66a1","chr4","-",139023084,139023244,160,"Regular (>50bp)",-0.155,0.0162967028752829
"chr18:80315676:80315730:80306768:80334790:SE","SE","ENSMUSG00000034006","Slc66a2","chr18","+",80315676,80315730,54,"Regular (>50bp)",-0.121,0.0273691314620483
"chr17:81752297:81752401:81749652:81752915:SE","SE","ENSMUSG00000054640","Slc8a1","chr17","-",81752297,81752401,104,"Regular (>50bp)",-0.193,0.020952190180818
"chr3:135021641:135021711:135013542:135022814:SE","SE","ENSMUSG00000037994","Slc9b2","chr3","+",135021641,135021711,70,"Regular (>50bp)",0.121,0.00112495884205944
"chr3:135024040:135024221:135013542:135027646:SE","SE","ENSMUSG00000037994","Slc9b2","chr3","+",135024040,135024221,181,"Regular (>50bp)",0.13,0.00216689489824584
"chr11:83084868:83085035:83082234:83103369:SE","SE","ENSMUSG00000018986","Slfn3","chr11","+",83084868,83085035,167,"Regular (>50bp)",-0.152,0.0274917979431201
"chr19:47610674:47611133:47610805:47611009:RI","RI","ENSMUSG00000025060","Slk","chr19","+",47610674,47611133,459,"Regular (>50bp)",-0.103,0.000457927108723037
"chr9:70470095:70470143:70466383:70479430:SE","SE","ENSMUSG00000032212","Sltm","chr9","+",70470095,70470143,48,"Small (30-50bp)",-0.132,1.40492843640743e-09
"chr11:43327180:43327259:43324646:43328171:SE","SE","ENSMUSG00000020409","Slu7","chr11","+",43327180,43327259,79,"Regular (>50bp)",0.139,2.58850074362996e-06
"chr7:126291924:126291976:126291831:126294596:SE","SE","ENSMUSG00000059772","Slx1b","chr7","-",126291924,126291976,52,"Regular (>50bp)",-0.111,1.56988893225461e-05
"chr2:136846853:136846974:136842193:136885919:SE","SE","ENSMUSG00000027281","Slx4ip","chr2","+",136846853,136846974,121,"Regular (>50bp)",-0.22,0.00405321759899933
"chr19:26727251:26727347:26725944:26729223:SE","SE","ENSMUSG00000024921","Smarca2","chr19","+",26727251,26727347,96,"Regular (>50bp)",-0.161,0.0188214138995908
"chr19:26727251:26727347:26725903:26729223:SE","SE","ENSMUSG00000024921","Smarca2","chr19","+",26727251,26727347,96,"Regular (>50bp)",0.155,0.000475827687232523
"chr19:26737277:26737331:26729441:26748337:SE","SE","ENSMUSG00000024921","Smarca2","chr19","+",26737277,26737331,54,"Regular (>50bp)",-0.104,0.00063517275812959
"chr4:52440200:52440423:52439334:52447712:SE","SE","ENSMUSG00000028312","Smc2","chr4","+",52440200,52440423,223,"Regular (>50bp)",0.107,0.0106229348014032
"chr11:74872677:74872739:74837045:74880895:SE","SE","ENSMUSG00000038290","Smg6","chr11","+",74872677,74872739,62,"Regular (>50bp)",0.119,0.0106177511211038
"chr5:65608054:65608160:65607780:65617866:SE","SE","ENSMUSG00000037822","Smim14","chr5","-",65608054,65608160,106,"Regular (>50bp)",-0.122,0.011583997547782
"chr16:17443583:17444402:17443726:17444293:RI","RI","ENSMUSG00000005899","Smpd4","chr16","+",17443583,17444402,819,"Regular (>50bp)",-0.121,0.00423359691457605
"chr16:17453345:17453432:17449921:17456359:SE","SE","ENSMUSG00000005899","Smpd4","chr16","+",17453345,17453432,87,"Regular (>50bp)",0.13,0.00226307760004798
"chr5:144830889:144830967:144830117:144831283:SE","SE","ENSMUSG00000038780","Smurf1","chr5","-",144830889,144830967,78,"Regular (>50bp)",0.11,4.43877997109333e-08
"chr2:136611662:136611780:136605541:136611976:SE","SE","ENSMUSG00000027273","Snap25","chr2","+",136611662,136611780,118,"Regular (>50bp)",-0.111,0.000239161961537944
"chr9:86672108:86672192:86665487:86686507:SE","SE","ENSMUSG00000033419","Snap91","chr9","-",86672108,86672192,84,"Regular (>50bp)",0.209,1.80701390240478e-07
"chr9:86680590:86680752:86680882:86680897:86665487:86686507:MXE","MXE","ENSMUSG00000033419","Snap91","chr9","-",86680590,86680752,162,"Regular (>50bp)",0.172,0.0141406390881447
"chr9:86680882:86680897:86665487:86686507:SE","SE","ENSMUSG00000033419","Snap91","chr9","-",86680882,86680897,15,"Microexon (0-30bp)",0.195,0.000122089744963173
"chr2:26263330:26264197:26263478:26264032:RI","RI","ENSMUSG00000036281","Snapc4","chr2","-",26263330,26264197,867,"Regular (>50bp)",-0.143,0.00680141162367228
"chr2:26268172:26268291:26268079:26268505:SE","SE","ENSMUSG00000036281","Snapc4","chr2","-",26268172,26268291,119,"Regular (>50bp)",-0.164,7.76640955183628e-05
"chr11:6477996:6478374:6478305:6478374:6476354:6476437:A5SS","A5SS","ENSMUSG00000085156","Snhg15","chr11","-",6477996,6478374,378,"Regular (>50bp)",-0.112,2.76708655988589e-11
"chr11:116562488:116563181:116562488:116562582:116564763:116564897:A5SS","A5SS","ENSMUSG00000020812","Snhg16","chr11","+",116562488,116563181,693,"Regular (>50bp)",-0.184,0.0453332482981097
"chr2:158199117:158201251:158199183:158201101:RI","RI","ENSMUSG00000085385","Snhg17","chr2","-",158199117,158201251,2134,"Regular (>50bp)",-0.113,5.87915123489566e-05
"chr1:10012547:10012942:10012547:10012616:10014244:10014343:A3SS","A3SS","ENSMUSG00000098234","Snhg6","chr1","-",10012547,10012942,395,"Regular (>50bp)",-0.233,0.0382520656831627
"chr7:65719171:65720413:65719274:65720337:RI","RI","ENSMUSG00000030512","Snrpa1","chr7","+",65719171,65720413,1242,"Regular (>50bp)",-0.315,0
"chr19:5548207:5548534:5548329:5548423:RI","RI","ENSMUSG00000056185","Snx32","chr19","-",5548207,5548534,327,"Regular (>50bp)",-0.133,0.0326657820625489
"chr11:97267262:97267367:97263956:97268761:SE","SE","ENSMUSG00000038485","Socs7","chr11","+",97267262,97267367,105,"Regular (>50bp)",0.109,0.000297304927191256
"chr11:97267822:97267924:97263956:97268761:SE","SE","ENSMUSG00000038485","Socs7","chr11","+",97267822,97267924,102,"Regular (>50bp)",0.183,0.000425332355884638
"chr19:40287906:40288097:40287906:40287965:40288686:40288746:A3SS","A3SS","ENSMUSG00000025006","Sorbs1","chr19","-",40287906,40288097,191,"Regular (>50bp)",-0.122,5.52689372155272e-05
"chr19:40288686:40288746:40287965:40300112:SE","SE","ENSMUSG00000025006","Sorbs1","chr19","-",40288686,40288746,60,"Regular (>50bp)",0.28,3.82068214758142e-08
"chr19:40329128:40329194:40328590:40332799:SE","SE","ENSMUSG00000025006","Sorbs1","chr19","-",40329128,40329194,66,"Regular (>50bp)",0.184,0.00212376547718423
"chr19:40329128:40329194:40332799:40332883:40325479:40338342:MXE","MXE","ENSMUSG00000025006","Sorbs1","chr19","-",40329128,40329194,66,"Regular (>50bp)",-0.147,0.036465184818851
"chr19:40332799:40332883:40329194:40338342:SE","SE","ENSMUSG00000025006","Sorbs1","chr19","-",40332799,40332883,84,"Regular (>50bp)",-0.201,0.0250455332194039
"chr19:40365088:40365247:40362061:40365427:SE","SE","ENSMUSG00000025006","Sorbs1","chr19","-",40365088,40365247,159,"Regular (>50bp)",0.126,0.000149434302068747
"chr19:40371199:40371226:40371077:40381831:SE","SE","ENSMUSG00000025006","Sorbs1","chr19","-",40371199,40371226,27,"Microexon (0-30bp)",0.149,0.0343502534780225
"chr1:85570923:85571067:85570368:85572304:SE","SE","ENSMUSG00000070031","Sp140","chr1","+",85570923,85571067,144,"Regular (>50bp)",-0.183,0.0326254926426773
"chr2:72800498:72801858:72809241:72809373:72771083:72809830:MXE","MXE","ENSMUSG00000027109","Sp3","chr2","-",72800498,72801858,1360,"Regular (>50bp)",0.137,0.000796796555908582
"chr11:93970024:93970036:93962512:93971565:SE","SE","ENSMUSG00000020859","Spag9","chr11","+",93970024,93970036,12,"Microexon (0-30bp)",0.196,0.00595332956613346
"chr2:167331088:167331288:167328412:167334678:SE","SE","ENSMUSG00000047030","Spata2","chr2","-",167331088,167331288,200,"Regular (>50bp)",-0.36,0.00626746644326413
"chr3:37484194:37484253:37485781:37486426:37480395:37487286:MXE","MXE","ENSMUSG00000027722","Spata5","chr3","+",37484194,37484253,59,"Regular (>50bp)",0.103,0.0179975902670082
"chr4:111603337:111603475:111577454:111631995:SE","SE","ENSMUSG00000034401","Spata6","chr4","+",111603337,111603475,138,"Regular (>50bp)",0.11,0.0214906933101873
"chr14:30722634:30722860:30722717:30722800:RI","RI","ENSMUSG00000021917","Spcs1","chr14","-",30722634,30722860,226,"Regular (>50bp)",-0.149,0.027075756776012
"chr7:99498363:99498459:99498266:99505619:SE","SE","ENSMUSG00000035227","Spcs2","chr7","-",99498363,99498459,96,"Regular (>50bp)",0.272,0.0107292740115184
"chr7:99498363:99498459:99498266:99512434:SE","SE","ENSMUSG00000035227","Spcs2","chr7","-",99498363,99498459,96,"Regular (>50bp)",-0.291,0.0278011855647572
"chr11:116424795:116425144:116424795:116424999:116425674:116425827:A5SS","A5SS","ENSMUSG00000061878","Sphk1","chr11","+",116424795,116425144,349,"Regular (>50bp)",0.166,0.0120974083148605
"chr11:116425674:116426000:116425827:116425905:RI","RI","ENSMUSG00000061878","Sphk1","chr11","+",116425674,116426000,326,"Regular (>50bp)",0.101,0.00561547302695645
"chr7:125972941:125974375:125973008:125974238:RI","RI","ENSMUSG00000030741","Spns1","chr7","-",125972941,125974375,1434,"Regular (>50bp)",-0.183,0.000448951937001195
"chr3:37694668:37694957:37694213:37696703:SE","SE","ENSMUSG00000037211","Spry1","chr3","+",37694668,37694957,289,"Regular (>50bp)",-0.151,0.040402602286648
"chr2:29891111:29891171:29890074:29892242:SE","SE","ENSMUSG00000057738","Sptan1","chr2","+",29891111,29891171,60,"Regular (>50bp)",0.114,5.25885650815677e-12
"chr2:157300762:157300780:157300553:157304629:SE","SE","ENSMUSG00000027646","Src","chr2","+",157300762,157300780,18,"Microexon (0-30bp)",0.119,0.042033003448259
"chr13:103900803:103900927:103900514:103905824:SE","SE","ENSMUSG00000032621","Srek1","chr13","-",103900803,103900927,124,"Regular (>50bp)",0.134,5.42052117477125e-11
"chr5:23745372:23745501:23745372:23745479:23746106:23747116:A3SS","A3SS","ENSMUSG00000062604","Srpk2","chr5","-",23745372,23745501,129,"Regular (>50bp)",0.343,0.000277246123778562
"chr5:23829050:23829124:23821388:23834329:SE","SE","ENSMUSG00000062604","Srpk2","chr5","-",23829050,23829124,74,"Regular (>50bp)",0.122,0.000564037152780279
"chr5:23834329:23834475:23753561:23880717:SE","SE","ENSMUSG00000062604","Srpk2","chr5","-",23834329,23834475,146,"Regular (>50bp)",-0.221,0.0395638626112205
"chr4:135071809:135074168:135071980:135074045:RI","RI","ENSMUSG00000028809","Srrm1","chr4","-",135071809,135074168,2359,"Regular (>50bp)",-0.186,0
"chr5:135895980:135896000:135886069:135897026:SE","SE","ENSMUSG00000039860","Srrm3","chr5","+",135895980,135896000,20,"Microexon (0-30bp)",0.114,0.00026876094254613
"chr5:116592731:116592747:116591772:116605490:SE","SE","ENSMUSG00000063919","Srrm4","chr5","-",116592731,116592747,16,"Microexon (0-30bp)",0.128,0.00306135752008045
"chr2:162773913:162775470:162774062:162775345:RI","RI","ENSMUSG00000016921","Srsf6","chr2","+",162773913,162775470,1557,"Regular (>50bp)",-0.118,3.49662058711641e-05
"chr5:115466405:115466763:115465757:115468556:SE","SE","ENSMUSG00000029538","Srsf9","chr5","+",115466405,115466763,358,"Regular (>50bp)",0.109,0.0321221891972023
"chr4:106884413:106884494:106866965:106885389:SE","SE","ENSMUSG00000061887","Ssbp3","chr4","+",106884413,106884494,81,"Regular (>50bp)",0.101,1.90927258199199e-05
"chr19:4314341:4315177:4314488:4315130:RI","RI","ENSMUSG00000034616","Ssh3","chr19","-",4314341,4315177,836,"Regular (>50bp)",-0.277,0.000863807578414487
"chr19:4316402:4316665:4316474:4316549:RI","RI","ENSMUSG00000034616","Ssh3","chr19","-",4316402,4316665,263,"Regular (>50bp)",-0.109,3.20985041451668e-07
"chr13:38167070:38167085:38163782:38167368:SE","SE","ENSMUSG00000021427","Ssr1","chr13","-",38167070,38167085,15,"Microexon (0-30bp)",0.156,2.10734500767394e-08
"chr6:17850355:17850424:17848078:17852256:SE","SE","ENSMUSG00000029534","St7","chr6","+",17850355,17850424,69,"Regular (>50bp)",0.107,0.00997582977773716
"chr17:56307479:56308001:56307614:56307900:RI","RI","ENSMUSG00000038781","Stap2","chr17","-",56307479,56308001,522,"Regular (>50bp)",-0.227,0.019853568511796
"chr7:100992390:100992494:100971240:100994841:SE","SE","ENSMUSG00000030688","Stard10","chr7","+",100992390,100992494,104,"Regular (>50bp)",0.239,4.97860633454228e-05
"chr1:16301226:16301315:16300090:16415927:SE","SE","ENSMUSG00000025920","Stau2","chr1","-",16301226,16301315,89,"Regular (>50bp)",-0.106,0.00747971435750785
"chr7:102082403:102082440:102080158:102084590:SE","SE","ENSMUSG00000030987","Stim1","chr7","+",102082403,102082440,37,"Small (30-50bp)",0.188,1.77318356076807e-11
"chr1:93553772:93554855:93553930:93554746:RI","RI","ENSMUSG00000026277","Stk25","chr1","-",93553772,93554855,1083,"Regular (>50bp)",-0.153,0
"chr15:35115083:35115104:35114803:35115710:SE","SE","ENSMUSG00000022329","Stk3","chr15","-",35115083,35115104,21,"Microexon (0-30bp)",0.135,2.32344502416303e-10
"chr8:47644667:47644721:47639607:47644873:SE","SE","ENSMUSG00000038143","Stox2","chr8","-",47644667,47644721,54,"Regular (>50bp)",0.109,3.06426728887984e-06
"chr11:106071780:106071809:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada","chr11","-",106071780,106071809,29,"Microexon (0-30bp)",0.157,0.000900127417551208
"chr11:106075387:106075445:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada","chr11","-",106075387,106075445,58,"Regular (>50bp)",0.103,0.000602301753398828
"chr11:106077926:106078006:106077950:106078006:106064504:106064607:A5SS","A5SS","ENSMUSG00000069631","Strada","chr11","-",106077926,106078006,80,"Regular (>50bp)",0.145,0.000707989276866362
"chr15:83962969:83963098:83961783:83964387:SE","SE","ENSMUSG00000018865","Sult4a1","chr15","-",83962969,83963098,129,"Regular (>50bp)",0.201,0
"chr5:139215507:139215699:139212640:139219225:SE","SE","ENSMUSG00000036817","Sun1","chr5","+",139215507,139215699,192,"Regular (>50bp)",0.156,5.07816002564625e-05
"chr5:139216527:139216593:139212640:139219225:SE","SE","ENSMUSG00000036817","Sun1","chr5","+",139216527,139216593,66,"Regular (>50bp)",0.152,0.00473141441470963
"chr5:139216881:139216992:139212640:139219225:SE","SE","ENSMUSG00000036817","Sun1","chr5","+",139216881,139216992,111,"Regular (>50bp)",0.119,6.63382162493851e-06
"chr2:26805607:26806018:26805761:26805966:RI","RI","ENSMUSG00000015790","Surf1","chr2","-",26805607,26806018,411,"Regular (>50bp)",-0.159,0.0307795168678448
"chr2:26805607:26806018:26805796:26805966:RI","RI","ENSMUSG00000015790","Surf1","chr2","-",26805607,26806018,411,"Regular (>50bp)",-0.143,0.0268324631261363
"chr2:26807439:26809067:26807543:26808876:RI","RI","ENSMUSG00000014873","Surf2","chr2","+",26807439,26809067,1628,"Regular (>50bp)",-0.121,0.031735244833452
"chr2:26807439:26809067:26807543:26808940:RI","RI","ENSMUSG00000014873","Surf2","chr2","+",26807439,26809067,1628,"Regular (>50bp)",-0.106,0.00060563470719815
"chr9:88362658:88362818:88361965:88364108:SE","SE","ENSMUSG00000032423","Syncrip","chr9","-",88362658,88362818,160,"Regular (>50bp)",-0.109,0.00252005345171679
"chr16:90743902:90743941:90743750:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90743902,90743941,39,"Small (30-50bp)",0.204,3.69833523303806e-07
"chr16:90744953:90745001:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90744953,90745001,48,"Small (30-50bp)",0.254,1.25703508435077e-06
"chr16:90746586:90746625:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90746586,90746625,39,"Small (30-50bp)",0.218,0.00997582977773716
"chr1:192581158:192581215:192579928:192584059:SE","SE","ENSMUSG00000016200","Syt14","chr1","-",192581158,192581215,57,"Regular (>50bp)",0.138,4.68941849784433e-05
