"comparison","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","genomic_position","gene_biotype_simple","IncLevelDifference","FDR"
"Pos_vs_Parental","ENSMUSG00000017664","Slc35c2","chr2",165122705,165122811,106,"Regular (>50bp)","CDS","protein_coding",0.49,0.00376120389611437
"Pos_vs_Parental","ENSMUSG00000085936","2610307P16Rik","chr13",28853764,28853977,213,"Regular (>50bp)","Unknown","lncRNA",0.195,0.00376120389611437
"Pos_vs_Parental","ENSMUSG00000042564","Fam227a","chr15",79512957,79513031,74,"Regular (>50bp)","UTR","protein_coding",0.267,0.00376407398375332
"Pos_vs_Parental","ENSMUSG00000022199","Slc22a17","chr14",55145342,55145823,481,"Regular (>50bp)","CDS","protein_coding",-0.273,0.00376524794776399
"Pos_vs_Parental","ENSMUSG00000086995","Gm13544","chr2",58169565,58169776,211,"Regular (>50bp)","Unknown","lncRNA",-0.173,0.00377438542483703
"Pos_vs_Parental","ENSMUSG00000002771","Grin2d","chr7",45506163,45506317,154,"Regular (>50bp)","CDS","protein_coding",-0.121,0.00379792490271077
"Pos_vs_Parental","ENSMUSG00000021495","Fam193b","chr13",55712332,55712393,61,"Regular (>50bp)","UTR","protein_coding",0.144,0.00381295193590217
"Pos_vs_Parental","ENSMUSG00000038685","Rtel1","chr2",180996801,180996918,117,"Regular (>50bp)","CDS","protein_coding",-0.173,0.00386516852811757
"Pos_vs_Parental","ENSMUSG00000043923","Ccdc84","chr9",44324433,44324498,65,"Regular (>50bp)","CDS","protein_coding",-0.183,0.00388349795913895
"Pos_vs_Parental","ENSMUSG00000021809","Nudt13","chr14",20345155,20345334,179,"Regular (>50bp)","UTR","protein_coding",-0.17,0.00390357196961651
"Pos_vs_Parental","ENSMUSG00000085936","2610307P16Rik","chr13",28852352,28852687,335,"Regular (>50bp)","Unknown","lncRNA",-0.141,0.00391536774900846
"Pos_vs_Parental","ENSMUSG00000038696","Mapkap1","chr2",34322014,34322342,328,"Regular (>50bp)","CDS","protein_coding",0.152,0.00393566862714895
"Pos_vs_Parental","ENSMUSG00000026743","Mllt10","chr2",18114592,18114702,110,"Regular (>50bp)","CDS","protein_coding",0.111,0.00395471130383982
"Pos_vs_Parental","ENSMUSG00000048200","Cracr2b","chr7",141045678,141045750,72,"Regular (>50bp)","CDS","protein_coding",-0.204,0.0039589124560616
"Pos_vs_Parental","ENSMUSG00000044229","Nxpe4","chr9",48272726,48272814,88,"Regular (>50bp)","UTR","protein_coding",0.136,0.0039589124560616
"Pos_vs_Parental","ENSMUSG00000003341","Atp8b3","chr10",80359485,80359725,240,"Regular (>50bp)","CDS","protein_coding",-0.166,0.00404021948619805
"Pos_vs_Parental","ENSMUSG00000026305","Lrrfip1","chr1",91036301,91036394,93,"Regular (>50bp)","CDS","protein_coding",0.102,0.00413963031152834
"Pos_vs_Parental","ENSMUSG00000005202","Shbg","chr11",69506857,69506946,89,"Regular (>50bp)","CDS","protein_coding",-0.131,0.0041425651737977
"Pos_vs_Parental","ENSMUSG00000001036","Epn2","chr11",61444335,61444405,70,"Regular (>50bp)","UTR","protein_coding",-0.11,0.00419423930225094
"Pos_vs_Parental","ENSMUSG00000034071","Zfp551","chr7",12152469,12152593,124,"Regular (>50bp)","CDS","protein_coding",-0.193,0.00419423930225094
"Pos_vs_Parental","ENSMUSG00000026211","Obsl1","chr1",75468710,75468986,276,"Regular (>50bp)","CDS","protein_coding",-0.134,0.00419885573854613
"Pos_vs_Parental","ENSMUSG00000079105","C7","chr15",5061368,5061615,247,"Regular (>50bp)","CDS","protein_coding",-0.153,0.00420360995311163
"Pos_vs_Parental","ENSMUSG00000097068","Gm26760","chr15",92258919,92259046,127,"Regular (>50bp)","Unknown","lncRNA",-0.143,0.00420360995311163
"Pos_vs_Parental","ENSMUSG00000002031","Ift46","chr9",44685479,44685528,49,"Small (30-50bp)","UTR","protein_coding",0.499,0.00420438101659756
"Pos_vs_Parental","ENSMUSG00000057230","Aak1","chr6",86958277,86958379,102,"Regular (>50bp)","CDS","protein_coding",0.264,0.00424168357564439
"Pos_vs_Parental","ENSMUSG00000066235","Pomgnt2","chr9",121824132,121824183,51,"Regular (>50bp)","UTR","protein_coding",0.152,0.00426637764968789
"Pos_vs_Parental","ENSMUSG00000029130","Rnf32","chr5",29429114,29429282,168,"Regular (>50bp)","CDS","protein_coding",-0.14,0.00427154789466553
"Pos_vs_Parental","ENSMUSG00000031485","Plpbp","chr8",27535951,27536027,76,"Regular (>50bp)","CDS","protein_coding",-0.255,0.00429232575527815
"Pos_vs_Parental","ENSMUSG00000030876","Mettl9","chr7",120651309,120651519,210,"Regular (>50bp)","CDS","protein_coding",-0.212,0.00433659793026078
"Pos_vs_Parental","ENSMUSG00000029127","Zbtb49","chr5",38367961,38368008,47,"Small (30-50bp)","CDS","protein_coding",0.177,0.00435737120175889
"Pos_vs_Parental","ENSMUSG00000037270","Bltp1","chr3",37077118,37077181,63,"Regular (>50bp)","CDS","protein_coding",0.122,0.00435759736714659
"Pos_vs_Parental","ENSMUSG00000034940","Synrg","chr11",83877639,83877873,234,"Regular (>50bp)","CDS","protein_coding",-0.131,0.00438982310324477
"Pos_vs_Parental","ENSMUSG00000025019","Lcor","chr19",41516999,41517079,80,"Regular (>50bp)","UTR","protein_coding",0.187,0.00443076990762749
"Pos_vs_Parental","ENSMUSG00000044055","Otos","chr1",92573405,92573598,193,"Regular (>50bp)","UTR","protein_coding",-0.163,0.00445260978868547
"Pos_vs_Parental","ENSMUSG00000066392","Nrxn3","chr12",88799322,88799340,18,"Microexon (0-30bp)","CDS","protein_coding",-0.107,0.00452207672631305
"Pos_vs_Parental","ENSMUSG00000064147","Rab44","chr17",29354788,29354879,91,"Regular (>50bp)","CDS","protein_coding",-0.114,0.00452632616064273
"Pos_vs_Parental","ENSMUSG00000049295","Zfp219","chr14",52252404,52252509,105,"Regular (>50bp)","UTR","protein_coding",-0.138,0.00457183343929406
"Pos_vs_Parental","ENSMUSG00000109006","B230209E15Rik","chr7",61254263,61254448,185,"Regular (>50bp)","Unknown","lncRNA",0.239,0.00457183343929406
"Pos_vs_Parental","ENSMUSG00000030629","Zfand6","chr7",84302089,84302250,161,"Regular (>50bp)","UTR","protein_coding",0.138,0.00457183343929406
"Pos_vs_Parental","ENSMUSG00000109844","Gm31816","chr9",47215492,47215592,100,"Regular (>50bp)","Unknown","lncRNA",0.294,0.0046338424320141
"Pos_vs_Parental","ENSMUSG00000063594","Gng8","chr7",16627045,16627144,99,"Regular (>50bp)","UTR","protein_coding",0.124,0.00468932595170997
"Pos_vs_Parental","ENSMUSG00000021902","Phf7","chr14",30961076,30961193,117,"Regular (>50bp)","CDS","protein_coding",0.143,0.00470407430845891
"Pos_vs_Parental","ENSMUSG00000029823","Luc7l2","chr6",38542589,38542657,68,"Regular (>50bp)","CDS","protein_coding",-0.12,0.00472121683639357
"Pos_vs_Parental","ENSMUSG00000040929","Rfx3","chr19",27814806,27814881,75,"Regular (>50bp)","CDS","protein_coding",0.119,0.00474831131659103
"Pos_vs_Parental","ENSMUSG00000097290","1300002E11Rik","chr16",21625720,21625869,149,"Regular (>50bp)","Unknown","lncRNA",-0.102,0.00479052707319818
"Pos_vs_Parental","ENSMUSG00000044164","Rnf182","chr13",43819233,43819298,65,"Regular (>50bp)","UTR","protein_coding",0.108,0.00485182002663262
"Pos_vs_Parental","ENSMUSG00000024998","Plce1","chr19",38736853,38736895,42,"Small (30-50bp)","CDS","protein_coding",0.102,0.00485462888195229
"Pos_vs_Parental","ENSMUSG00000087380","2210408F21Rik","chr6",31298324,31298411,87,"Regular (>50bp)","Unknown","lncRNA",-0.499,0.00511951236856963
"Pos_vs_Parental","ENSMUSG00000022099","Dmtn","chr14",70842736,70842802,66,"Regular (>50bp)","CDS","protein_coding",-0.148,0.00514530038287651
"Pos_vs_Parental","ENSMUSG00000026150","Mff","chr1",82723244,82723277,33,"Small (30-50bp)","CDS","protein_coding",0.128,0.00516888395528102
"Pos_vs_Parental","ENSMUSG00000027297","Ltk","chr2",119588459,119588642,183,"Regular (>50bp)","CDS","protein_coding",-0.11,0.00517042782755356
"Pos_vs_Parental","ENSMUSG00000020721","Helz","chr11",107446344,107446401,57,"Regular (>50bp)","UTR","protein_coding",0.101,0.00520051956247496
"Pos_vs_Parental","ENSMUSG00000035778","Ggta1","chr2",35313243,35313423,180,"Regular (>50bp)","CDS","protein_coding",-0.116,0.0052782156603843
"Pos_vs_Parental","ENSMUSG00000051297","2410124H12Rik","chr16",92275500,92275856,356,"Regular (>50bp)","Unknown","lncRNA",-0.137,0.00527934160890402
"Pos_vs_Parental","ENSMUSG00000028441","1110017D15Rik","chr4",41507093,41507328,235,"Regular (>50bp)","CDS","protein_coding",-0.319,0.00528199134112383
"Pos_vs_Parental","ENSMUSG00000014668","Chfr","chr5",110287982,110288055,73,"Regular (>50bp)","CDS","protein_coding",-0.208,0.00541359089233251
"Pos_vs_Parental","ENSMUSG00000031105","Slc25a14","chrX",47717012,47717060,48,"Small (30-50bp)","UTR","protein_coding",0.267,0.00541359089233251
"Pos_vs_Parental","ENSMUSG00000057230","Aak1","chr6",86959523,86959625,102,"Regular (>50bp)","CDS","protein_coding",0.233,0.0054584120897038
"Pos_vs_Parental","ENSMUSG00000042289","Hsd3b7","chr7",127400563,127400788,225,"Regular (>50bp)","CDS","protein_coding",-0.506,0.00546396349875582
"Pos_vs_Parental","ENSMUSG00000031389","Arhgap4","chrX",72949762,72949825,63,"Regular (>50bp)","CDS","protein_coding",-0.256,0.00549118627373868
"Pos_vs_Parental","ENSMUSG00000033768","Nrxn2","chr19",6498284,6498314,30,"Microexon (0-30bp)","CDS","protein_coding",0.247,0.00552988573066778
"Pos_vs_Parental","ENSMUSG00000039068","Zzz3","chr3",152152265,152152326,61,"Regular (>50bp)","Unknown","protein_coding",-0.322,0.00560083028589304
"Pos_vs_Parental","ENSMUSG00000118346","Tmem179b","chr19",8750868,8750986,118,"Regular (>50bp)","CDS","protein_coding",-0.114,0.00561178543096076
"Pos_vs_Parental","ENSMUSG00000021978","Extl3","chr14",65317828,65317964,136,"Regular (>50bp)","UTR","protein_coding",-0.177,0.00569017633956203
"Pos_vs_Parental","ENSMUSG00000044229","Nxpe4","chr9",48266286,48266387,101,"Regular (>50bp)","UTR","protein_coding",0.151,0.00570096953062247
"Pos_vs_Parental","ENSMUSG00000014444","Piezo1","chr8",123216293,123216355,62,"Regular (>50bp)","CDS","protein_coding",-0.147,0.00571447968391214
"Pos_vs_Parental","ENSMUSG00000047804","Akap10","chr11",61795600,61795685,85,"Regular (>50bp)","CDS","protein_coding",-0.123,0.00580372437516306
"Pos_vs_Parental","ENSMUSG00000023007","Prpf40b","chr15",99199667,99199865,198,"Regular (>50bp)","Unknown","protein_coding",-0.121,0.0058226609798991
"Pos_vs_Parental","ENSMUSG00000034269","Setd5","chr6",113086384,113086577,193,"Regular (>50bp)","Unknown","protein_coding",-0.105,0.0058226609798991
"Pos_vs_Parental","ENSMUSG00000028184","Adgrl2","chr3",148526915,148527044,129,"Regular (>50bp)","CDS","protein_coding",0.112,0.00585728829704227
"Pos_vs_Parental","ENSMUSG00000042772","Smg7","chr1",152718980,152719130,150,"Regular (>50bp)","CDS","protein_coding",-0.115,0.00587165290635847
"Pos_vs_Parental","ENSMUSG00000032503","Arpp21","chr9",111986757,111986866,109,"Regular (>50bp)","CDS","protein_coding",-0.109,0.00589741868435199
"Pos_vs_Parental","ENSMUSG00000109825","Gm45589","chr8",64160796,64160957,161,"Regular (>50bp)","Unknown","lncRNA",0.104,0.00591486582483082
"Pos_vs_Parental","ENSMUSG00000090173","Fbxw10","chr11",62750665,62750866,201,"Regular (>50bp)","CDS","protein_coding",0.187,0.00595257448067193
"Pos_vs_Parental","ENSMUSG00000061613","U2af1","chr17",31871475,31871542,67,"Regular (>50bp)","CDS","protein_coding",0.241,0.00605468382586203
"Pos_vs_Parental","ENSMUSG00000071350","Setdb2","chr14",59674885,59675214,329,"Regular (>50bp)","CDS","protein_coding",-0.191,0.00609258478316852
"Pos_vs_Parental","ENSMUSG00000039275","Foxk2","chr11",121187739,121187915,176,"Regular (>50bp)","CDS","protein_coding",-0.276,0.00610338488802631
"Pos_vs_Parental","ENSMUSG00000041609","Bicdl1","chr5",115799433,115799577,144,"Regular (>50bp)","CDS","protein_coding",-0.109,0.00612145755105127
"Pos_vs_Parental","ENSMUSG00000026941","Mamdc4","chr2",25456723,25456835,112,"Regular (>50bp)","CDS","protein_coding",-0.243,0.00612320292522862
"Pos_vs_Parental","ENSMUSG00000029864","Gstk1","chr6",42224667,42224780,113,"Regular (>50bp)","CDS","protein_coding",-0.15,0.00616066391491862
"Pos_vs_Parental","ENSMUSG00000087578","Ccdc142os","chr6",83084723,83084895,172,"Regular (>50bp)","Unknown","lncRNA",-0.125,0.00617957643475387
"Pos_vs_Parental","ENSMUSG00000047656","Trpt1","chr19",6975300,6975470,170,"Regular (>50bp)","CDS","protein_coding",-0.116,0.00622355715326184
"Pos_vs_Parental","ENSMUSG00000026873","Phf19","chr2",34797016,34797112,96,"Regular (>50bp)","CDS","protein_coding",-0.123,0.006253037163401
"Pos_vs_Parental","ENSMUSG00000022948","Setd4","chr16",93390134,93390220,86,"Regular (>50bp)","CDS","protein_coding",0.12,0.00628067002954597
"Pos_vs_Parental","ENSMUSG00000050565","Tor1aip2","chr1",155916820,155916880,60,"Regular (>50bp)","UTR","protein_coding",0.151,0.00632516012813351
"Pos_vs_Parental","ENSMUSG00000024985","Tcf7l2","chr19",55916161,55916186,25,"Microexon (0-30bp)","CDS","protein_coding",-0.197,0.00635973075347412
"Pos_vs_Parental","ENSMUSG00000060791","Gmfg","chr7",28140858,28140955,97,"Regular (>50bp)","CDS","protein_coding",0.234,0.00637434656094437
"Pos_vs_Parental","ENSMUSG00000051527","Usp29","chr7",6740563,6740633,70,"Regular (>50bp)","UTR","protein_coding",-0.229,0.00644572269889573
"Pos_vs_Parental","ENSMUSG00000046709","Mapk10","chr5",103124220,103124292,72,"Regular (>50bp)","CDS","protein_coding",-0.502,0.00646846149908309
"Pos_vs_Parental","ENSMUSG00000087368","BC065397","chrX",135661166,135661324,158,"Regular (>50bp)","Unknown","lncRNA",-0.114,0.00648505783723075
"Pos_vs_Parental","ENSMUSG00000026571","Dcaf6","chr1",165198691,165198817,126,"Regular (>50bp)","Unknown","protein_coding",-0.147,0.00650082472271803
"Pos_vs_Parental","ENSMUSG00000026743","Mllt10","chr2",18106268,18106323,55,"Regular (>50bp)","CDS","protein_coding",0.148,0.0065594185112459
"Pos_vs_Parental","ENSMUSG00000086035","Gm12610","chr4",89340867,89340979,112,"Regular (>50bp)","Unknown","lncRNA",0.147,0.00660533570820814
"Pos_vs_Parental","ENSMUSG00000026153","Fam135a","chr1",24125600,24125692,92,"Regular (>50bp)","UTR","protein_coding",0.123,0.00660533570820814
"Pos_vs_Parental","ENSMUSG00000074758","Gm5535","chr2",144020947,144021068,121,"Regular (>50bp)","Unknown","lncRNA",-0.114,0.00662653487200896
"Pos_vs_Parental","ENSMUSG00000061130","Ppm1b","chr17",85322836,85322863,27,"Microexon (0-30bp)","CDS","protein_coding",0.145,0.00672431491383747
"Pos_vs_Parental","ENSMUSG00000028796","Phc2","chr4",128635708,128635877,169,"Regular (>50bp)","UTR","protein_coding",-0.125,0.00674014215462902
"Pos_vs_Parental","ENSMUSG00000027692","Tnik","chr3",28679347,28679371,24,"Microexon (0-30bp)","CDS","protein_coding",0.111,0.00674559213125424
"Pos_vs_Parental","ENSMUSG00000035273","Hpse","chr5",100840048,100840155,107,"Regular (>50bp)","CDS","protein_coding",-0.129,0.00675419967535295
"Pos_vs_Parental","ENSMUSG00000024349","Sting1","chr18",35872977,35873001,24,"Microexon (0-30bp)","UTR","protein_coding",-0.252,0.0067723244443014
"Pos_vs_Parental","ENSMUSG00000035268","Pkig","chr2",163501069,163501155,86,"Regular (>50bp)","UTR","protein_coding",0.107,0.00679725396576918
"Pos_vs_Parental","ENSMUSG00000032735","Ablim3","chr18",61938707,61938715,8,"Microexon (0-30bp)","CDS","protein_coding",-0.145,0.00680940737724422
"Pos_vs_Parental","ENSMUSG00000041193","Pla2g5","chr4",138531817,138531962,145,"Regular (>50bp)","CDS","protein_coding",-0.181,0.00692585064621814
"Pos_vs_Parental","ENSMUSG00000040250","Ints13","chr6",146451584,146451662,78,"Regular (>50bp)","CDS","protein_coding",-0.103,0.00695615131514026
"Pos_vs_Parental","ENSMUSG00000024008","Cpne5","chr17",29421828,29421879,51,"Regular (>50bp)","CDS","protein_coding",-0.14,0.00699309370813126
"Pos_vs_Parental","ENSMUSG00000086453","Gm11457","chr2",164601148,164601260,112,"Regular (>50bp)","Unknown","lncRNA",0.184,0.0070340135132605
"Pos_vs_Parental","ENSMUSG00000112964","E430024I08Rik","chr13",74598354,74598481,127,"Regular (>50bp)","Unknown","lncRNA",0.121,0.00719374397816951
"Pos_vs_Parental","ENSMUSG00000097080","1700086O06Rik","chr18",38372625,38372804,179,"Regular (>50bp)","Unknown","lncRNA",0.455,0.00724548683895905
"Pos_vs_Parental","ENSMUSG00000086035","Gm12610","chr4",89363027,89363352,325,"Regular (>50bp)","Unknown","lncRNA",-0.284,0.00733364758642594
"Pos_vs_Parental","ENSMUSG00000035829","Ppp1r26","chr2",28337896,28337994,98,"Regular (>50bp)","UTR","protein_coding",-0.111,0.00734415298529202
"Pos_vs_Parental","ENSMUSG00000043831","Lysmd4","chr7",66874123,66874149,26,"Microexon (0-30bp)","CDS","protein_coding",-0.241,0.00738641869172005
"Pos_vs_Parental","ENSMUSG00000048731","Ggnbp1","chr17",27241224,27241314,90,"Regular (>50bp)","CDS","protein_coding",0.301,0.00745152073852607
"Pos_vs_Parental","ENSMUSG00000051586","Mical3","chr6",120946315,120946453,138,"Regular (>50bp)","CDS","protein_coding",0.134,0.00759494334072131
"Pos_vs_Parental","ENSMUSG00000022199","Slc22a17","chr14",55145717,55145823,106,"Regular (>50bp)","CDS","protein_coding",-0.367,0.00762153644306421
"Pos_vs_Parental","ENSMUSG00000023952","Gtpbp2","chr17",46473959,46474139,180,"Regular (>50bp)","Unknown","protein_coding",0.129,0.00771491931129666
"Pos_vs_Parental","ENSMUSG00000021809","Nudt13","chr14",20347582,20347699,117,"Regular (>50bp)","Unknown","protein_coding",0.179,0.00785669920252067
"Pos_vs_Parental","ENSMUSG00000003131","Pafah1b2","chr9",45895148,45895337,189,"Regular (>50bp)","UTR","protein_coding",-0.418,0.00788053050323619
"Pos_vs_Parental","ENSMUSG00000087174","5530601H04Rik","chrX",104091514,104091616,102,"Regular (>50bp)","Unknown","lncRNA",-0.215,0.00794095043255623
"Pos_vs_Parental","ENSMUSG00000025404","R3hdm2","chr10",127317561,127317663,102,"Regular (>50bp)","CDS","protein_coding",0.126,0.00811021558870995
"Pos_vs_Parental","ENSMUSG00000106799","Gm20756","chr6",25943042,25943144,102,"Regular (>50bp)","Unknown","lncRNA",0.328,0.00822032841843534
"Pos_vs_Parental","ENSMUSG00000039103","Nexn","chr3",151955296,151955338,42,"Small (30-50bp)","CDS","protein_coding",0.197,0.00828088297553552
"Pos_vs_Parental","ENSMUSG00000043987","Cep164","chr9",45693249,45693546,297,"Regular (>50bp)","CDS","protein_coding",-0.147,0.00832847910708409
"Pos_vs_Parental","ENSMUSG00000032523","Hhatl","chr9",121614117,121614319,202,"Regular (>50bp)","CDS","protein_coding",-0.112,0.00841840647922134
"Pos_vs_Parental","ENSMUSG00000007837","Prrg2","chr7",44709628,44709810,182,"Regular (>50bp)","CDS","protein_coding",-0.114,0.0084240667727097
"Pos_vs_Parental","ENSMUSG00000038085","Cnbd2","chr2",156170237,156170375,138,"Regular (>50bp)","CDS","protein_coding",-0.154,0.00854039767322631
"Pos_vs_Parental","ENSMUSG00000042138","Msantd2","chr9",37424909,37424999,90,"Regular (>50bp)","UTR","protein_coding",-0.174,0.00865290946112223
"Pos_vs_Parental","ENSMUSG00000087574","C030037D09Rik","chr11",88611518,88611657,139,"Regular (>50bp)","Unknown","lncRNA",-0.134,0.00866784079248311
"Pos_vs_Parental","ENSMUSG00000049676","Catsperg1","chr7",28889637,28890060,423,"Regular (>50bp)","CDS","protein_coding",-0.277,0.00873644531963276
"Pos_vs_Parental","ENSMUSG00000021140","Pcnx","chr12",81975015,81975148,133,"Regular (>50bp)","CDS","protein_coding",0.164,0.00873957281480054
"Pos_vs_Parental","ENSMUSG00000047213","Ythdf3","chr3",16241130,16241279,149,"Regular (>50bp)","CDS","protein_coding",-0.13,0.0087996618535725
"Pos_vs_Parental","ENSMUSG00000026082","Rev1","chr1",38147484,38147548,64,"Regular (>50bp)","CDS","protein_coding",-0.111,0.008832874419781
"Pos_vs_Parental","ENSMUSG00000027584","Oprl1","chr2",181359747,181359886,139,"Regular (>50bp)","CDS","protein_coding",-0.288,0.00886053988611721
"Pos_vs_Parental","ENSMUSG00000030592","Ryr1","chr7",28816632,28816653,21,"Microexon (0-30bp)","CDS","protein_coding",-0.288,0.00891484093789967
"Pos_vs_Parental","ENSMUSG00000020598","Nrcam","chr12",44631617,44631770,153,"Regular (>50bp)","CDS","protein_coding",-0.142,0.00900167674083383
"Pos_vs_Parental","ENSMUSG00000070337","Gpr179","chr11",97234434,97234673,239,"Regular (>50bp)","CDS","protein_coding",-0.472,0.00900190283351081
"Pos_vs_Parental","ENSMUSG00000024985","Tcf7l2","chr19",55914408,55914481,73,"Regular (>50bp)","CDS","protein_coding",0.198,0.00900541194774358
"Pos_vs_Parental","ENSMUSG00000085058","8030453O22Rik","chr6",39506382,39506456,74,"Regular (>50bp)","Unknown","lncRNA",0.282,0.00906016106474313
"Pos_vs_Parental","ENSMUSG00000033569","Adgrb3","chr1",25151257,25151356,99,"Regular (>50bp)","CDS","protein_coding",-0.167,0.00915992216321967
"Pos_vs_Parental","ENSMUSG00000033177","Tmprss7","chr16",45484534,45484645,111,"Regular (>50bp)","CDS","protein_coding",0.126,0.00920011367114903
"Pos_vs_Parental","ENSMUSG00000043987","Cep164","chr9",45696180,45696327,147,"Regular (>50bp)","CDS","protein_coding",-0.205,0.00920899945654328
"Pos_vs_Parental","ENSMUSG00000046169","Adamts6","chr13",104581651,104581719,68,"Regular (>50bp)","UTR","protein_coding",-0.386,0.00925663736939421
"Pos_vs_Parental","ENSMUSG00000022199","Slc22a17","chr14",55145342,55145560,218,"Regular (>50bp)","CDS","protein_coding",-0.344,0.0092939233289426
"Pos_vs_Parental","ENSMUSG00000038506","Dcun1d2","chr8",13311384,13311467,83,"Regular (>50bp)","CDS","protein_coding",0.163,0.00930922020137709
"Pos_vs_Parental","ENSMUSG00000030134","Rasgef1a","chr6",118062224,118062446,222,"Regular (>50bp)","CDS","protein_coding",-0.139,0.00937317232015109
"Pos_vs_Parental","ENSMUSG00000060450","Rnf14","chr18",38430518,38430628,110,"Regular (>50bp)","UTR","protein_coding",-0.153,0.00938677907683888
"Pos_vs_Parental","ENSMUSG00000087268","Gm14486","chr2",30549811,30549897,86,"Regular (>50bp)","Unknown","lncRNA",0.206,0.0095133670099723
"Pos_vs_Parental","ENSMUSG00000055567","Unc80","chr1",66645610,66645814,204,"Regular (>50bp)","CDS","protein_coding",-0.105,0.0095133670099723
"Pos_vs_Parental","ENSMUSG00000041607","Mbp","chr18",82597060,82597183,123,"Regular (>50bp)","CDS","protein_coding",-0.191,0.00963814581692018
"Pos_vs_Parental","ENSMUSG00000099481","Xndc1","chr7",101715666,101715836,170,"Regular (>50bp)","Unknown","protein_coding",-0.129,0.00969284345408688
"Pos_vs_Parental","ENSMUSG00000002104","Rapsn","chr2",90872198,90872357,159,"Regular (>50bp)","CDS","protein_coding",0.192,0.00970617544764476
"Pos_vs_Parental","ENSMUSG00000037475","Thoc2","chrX",40986668,40986727,59,"Regular (>50bp)","CDS","protein_coding",-0.231,0.0097359286925878
"Pos_vs_Parental","ENSMUSG00000020656","Grhl1","chr12",24632883,24632960,77,"Regular (>50bp)","CDS","protein_coding",0.111,0.00976118422289253
"Pos_vs_Parental","ENSMUSG00000073771","Btbd19","chr4",116978167,116978293,126,"Regular (>50bp)","CDS","protein_coding",-0.129,0.00977145502881917
"Pos_vs_Parental","ENSMUSG00000031819","Emc8","chr8",121387232,121387409,177,"Regular (>50bp)","CDS","protein_coding",-0.242,0.00985662050590451
"Pos_vs_Parental","ENSMUSG00000043909","Trp53bp1","chr2",121058125,121058329,204,"Regular (>50bp)","CDS","protein_coding",-0.115,0.0098738623034297
"Pos_vs_Parental","ENSMUSG00000039963","Ccdc40","chr11",119136660,119137176,516,"Regular (>50bp)","CDS","protein_coding",0.11,0.00992353840785147
"Pos_vs_Parental","ENSMUSG00000019813","Cep57l1","chr10",41685568,41685659,91,"Regular (>50bp)","UTR","protein_coding",0.131,0.0100429389376904
"Pos_vs_Parental","ENSMUSG00000004561","Mettl17","chr14",52126603,52126854,251,"Regular (>50bp)","CDS","protein_coding",-0.164,0.0101770932992758
"Pos_vs_Parental","ENSMUSG00000097910","Hdnr","chr8",57786153,57786666,513,"Regular (>50bp)","Unknown","lncRNA",0.284,0.0102664952543065
"Pos_vs_Parental","ENSMUSG00000058240","Cryzl1","chr16",91509082,91509155,73,"Regular (>50bp)","CDS","protein_coding",0.116,0.0102863556746876
"Pos_vs_Parental","ENSMUSG00000034334","Fam151b","chr13",92610470,92610636,166,"Regular (>50bp)","CDS","protein_coding",-0.396,0.0102863556746876
"Pos_vs_Parental","ENSMUSG00000021772","Nkiras1","chr14",4191594,4191852,258,"Regular (>50bp)","CDS","protein_coding",-0.111,0.0103264444612108
"Pos_vs_Parental","ENSMUSG00000021375","Kif13a","chr13",47018294,47018307,13,"Microexon (0-30bp)","CDS","protein_coding",0.138,0.0103601446742514
"Pos_vs_Parental","ENSMUSG00000062901","Klhl24","chr16",19920741,19920804,63,"Regular (>50bp)","UTR","protein_coding",0.104,0.0103725740400822
"Pos_vs_Parental","ENSMUSG00000121500","ENSMUSG00000121500","chr11",3077478,3077644,166,"Regular (>50bp)","Unknown","lncRNA",-0.121,0.0104930176803143
"Pos_vs_Parental","ENSMUSG00000006958","Chrd","chr16",20553655,20553719,64,"Regular (>50bp)","CDS","protein_coding",-0.354,0.0105224860836707
"Pos_vs_Parental","ENSMUSG00000063052","Lrrc40","chr3",157747499,157747570,71,"Regular (>50bp)","CDS","protein_coding",-0.473,0.0105651002969661
"Pos_vs_Parental","ENSMUSG00000090290","Tarbp1","chr8",127196757,127196827,70,"Regular (>50bp)","CDS","protein_coding",0.134,0.0105751370479676
"Pos_vs_Parental","ENSMUSG00000116570","Gm49754","chr16",30609387,30609532,145,"Regular (>50bp)","Unknown","lncRNA",-0.252,0.0105944547275268
"Pos_vs_Parental","ENSMUSG00000050565","Tor1aip2","chr1",155916820,155916880,60,"Regular (>50bp)","UTR","protein_coding",0.174,0.0105999843344019
"Pos_vs_Parental","ENSMUSG00000022558","Mroh1","chr15",76332952,76333199,247,"Regular (>50bp)","Unknown","protein_coding",-0.186,0.0106158028063893
"Pos_vs_Parental","ENSMUSG00000112964","E430024I08Rik","chr13",74598354,74598530,176,"Regular (>50bp)","Unknown","lncRNA",0.259,0.0106392751206176
"Pos_vs_Parental","ENSMUSG00000005501","Usp40","chr1",87901798,87901856,58,"Regular (>50bp)","CDS","protein_coding",0.185,0.0106392751206176
"Pos_vs_Parental","ENSMUSG00000121504","Ppp4r1l-ps","chr2",173490962,173491160,198,"Regular (>50bp)","Unknown","lncRNA",-0.201,0.0107403721334077
"Pos_vs_Parental","ENSMUSG00000035713","Usp35","chr7",96964293,96964385,92,"Regular (>50bp)","Unknown","protein_coding",-0.107,0.0107516648334911
