"event_key","event_type","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR"
"chr14:47963385:47963457:47962427:47963682:SE","SE","ENSMUSG00000021843","Ktn1","chr14","+",47963385,47963457,72,"Regular (>50bp)",-0.143,7.46915729597831e-08
"chr3:40916603:40916663:40905385:40918402:SE","SE","ENSMUSG00000025762","Larp1b","chr3","+",40916603,40916663,60,"Regular (>50bp)",0.113,9.02202035659034e-10
"chr9:83310932:83311001:83309014:83322961:SE","SE","ENSMUSG00000032258","Lca5","chr9","-",83310932,83311001,69,"Regular (>50bp)",0.199,0.0183381996178987
"chr19:41516999:41517079:41472039:41540887:SE","SE","ENSMUSG00000025019","Lcor","chr19","+",41516999,41517079,80,"Regular (>50bp)",0.214,0.00218961741970944
"chr19:41534313:41534446:41516525:41570216:SE","SE","ENSMUSG00000025019","Lcor","chr19","+",41534313,41534446,133,"Regular (>50bp)",-0.29,0.0138392517594589
"chr5:67150485:67150521:67132005:67154462:SE","SE","ENSMUSG00000037736","Limch1","chr5","+",67150485,67150521,36,"Small (30-50bp)",-0.131,0.0015000099963555
"chr11:3311782:3311825:3311108:3342916:SE","SE","ENSMUSG00000020451","Limk2","chr11","-",3311782,3311825,43,"Small (30-50bp)",-0.127,0.00295924060295074
"chr1:180479426:180479531:180475898:180486627:SE","SE","ENSMUSG00000058729","Lin9","chr1","+",180479426,180479531,105,"Regular (>50bp)",-0.125,4.06398523686481e-05
"chr1:36468503:36468536:36467542:36477830:SE","SE","ENSMUSG00000001143","Lman2l","chr1","-",36468503,36468536,33,"Small (30-50bp)",0.204,0
"chr1:36468503:36468536:36467542:36478689:SE","SE","ENSMUSG00000001143","Lman2l","chr1","-",36468503,36468536,33,"Small (30-50bp)",0.228,7.43889692715926e-06
"chr13:97619456:97619540:97571600:97629663:SE","SE","ENSMUSG00000078952","Lncenc1","chr13","+",97619456,97619540,84,"Regular (>50bp)",0.195,6.98373217994322e-05
"chr16:24261530:24261640:24212533:24275582:SE","SE","ENSMUSG00000033306","Lpp","chr16","+",24261530,24261640,110,"Regular (>50bp)",0.164,0.00380042718687976
"chr16:32829558:32829806:32826111:32832710:SE","SE","ENSMUSG00000022801","Lrch3","chr16","+",32829558,32829806,248,"Regular (>50bp)",0.182,4.92003807411608e-07
"chr4:107667959:107668143:107666034:107680130:SE","SE","ENSMUSG00000073779","Lrp8os2","chr4","-",107667959,107668143,184,"Regular (>50bp)",0.463,0.0054495911586332
"chr4:107673123:107673264:107666034:107680130:SE","SE","ENSMUSG00000073779","Lrp8os2","chr4","-",107673123,107673264,141,"Regular (>50bp)",0.637,0.00489419159100366
"chr10:61318114:61318261:61311668:61362838:SE","SE","ENSMUSG00000037151","Lrrc20","chr10","+",61318114,61318261,147,"Regular (>50bp)",0.141,3.18745522513594e-10
"chr3:14619363:14619565:14616587:14622248:SE","SE","ENSMUSG00000027550","Lrrcc1","chr3","+",14619363,14619565,202,"Regular (>50bp)",0.119,0.0263328851166317
"chr6:38536138:38536239:38531998:38542589:SE","SE","ENSMUSG00000029823","Luc7l2","chr6","+",38536138,38536239,101,"Regular (>50bp)",0.18,0.0360465726098505
"chr6:38542589:38542657:38531998:38547444:SE","SE","ENSMUSG00000029823","Luc7l2","chr6","+",38542589,38542657,68,"Regular (>50bp)",-0.116,0.020952190180818
"chr11:94183219:94183298:94182404:94183752:SE","SE","ENSMUSG00000020863","Luc7l3","chr11","-",94183219,94183298,79,"Regular (>50bp)",-0.265,0.000160819830638747
"chr11:94183232:94183298:94182404:94183752:SE","SE","ENSMUSG00000020863","Luc7l3","chr11","-",94183232,94183298,66,"Regular (>50bp)",-0.274,0.000948284233830729
"chr5:38380477:38380571:38377979:38382061:SE","SE","ENSMUSG00000067367","Lyar","chr5","+",38380477,38380571,94,"Regular (>50bp)",-0.171,3.84837220484821e-10
"chr5:38380477:38380575:38377979:38382061:SE","SE","ENSMUSG00000067367","Lyar","chr5","+",38380477,38380575,98,"Regular (>50bp)",-0.171,7.45315473720614e-10
"chr7:119499333:119499531:119495113:119509026:SE","SE","ENSMUSG00000030922","Lyrm1","chr7","+",119499333,119499531,198,"Regular (>50bp)",0.351,0.000552463023740242
"chr7:66874123:66874149:66873639:66875611:SE","SE","ENSMUSG00000043831","Lysmd4","chr7","+",66874123,66874149,26,"Microexon (0-30bp)",0.106,0.0348177002792262
"chr2:90971153:90971162:90970971:90973100:SE","SE","ENSMUSG00000040687","Madd","chr2","-",90971153,90971162,9,"Microexon (0-30bp)",0.143,0.000297928868703475
"chr11:120520811:120520842:120520707:120521313:SE","SE","ENSMUSG00000051510","Mafg","chr11","-",120520811,120520842,31,"Small (30-50bp)",0.201,0.00025643802318943
"chr11:120520811:120520842:120520707:120524187:SE","SE","ENSMUSG00000051510","Mafg","chr11","-",120520811,120520842,31,"Small (30-50bp)",0.157,0.00124751535681706
"chr6:93657769:93657858:93655983:93659932:SE","SE","ENSMUSG00000045095","Magi1","chr6","-",93657769,93657858,89,"Regular (>50bp)",0.156,0
"chr6:93681257:93681341:93678362:93684984:SE","SE","ENSMUSG00000045095","Magi1","chr6","-",93681257,93681341,84,"Regular (>50bp)",0.171,3.15513116702019e-07
"chr13:99578141:99578282:99563965:99644615:SE","SE","ENSMUSG00000052727","Map1b","chr13","-",99578141,99578282,141,"Regular (>50bp)",-0.146,0.00750360027238407
"chr1:66470685:66470778:66464687:66472672:SE","SE","ENSMUSG00000015222","Map2","chr1","+",66470685,66470778,93,"Regular (>50bp)",-0.2,1.27542796908975e-08
"chr9:109893295:109893517:109892191:109896552:SE","SE","ENSMUSG00000032479","Map4","chr9","+",109893295,109893517,222,"Regular (>50bp)",0.134,4.99258529255247e-13
"chr1:40042922:40043147:40040751:40043966:SE","SE","ENSMUSG00000026074","Map4k4","chr1","+",40042922,40043147,225,"Regular (>50bp)",0.111,2.47459982056176e-06
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3","chr17","-",25127384,25127402,18,"Microexon (0-30bp)",0.149,0
"chr2:34322014:34322342:34296860:34334269:SE","SE","ENSMUSG00000038696","Mapkap1","chr2","+",34322014,34322342,328,"Regular (>50bp)",0.263,0.000395077248497826
"chr2:119843781:119843799:119843575:119844099:SE","SE","ENSMUSG00000033902","Mapkbp1","chr2","+",119843781,119843799,18,"Microexon (0-30bp)",0.12,0.000138854636536258
"chr11:104185684:104185750:104173306:104193186:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104185684,104185750,66,"Regular (>50bp)",0.143,3.9257019947339e-05
"chr11:104189323:104190082:104185750:104193186:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104189323,104190082,759,"Regular (>50bp)",-0.237,0
"chr11:104189371:104190082:104185750:104193186:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104189371,104190082,711,"Regular (>50bp)",-0.208,2.59888001530519e-13
"chr11:104196037:104196235:104193236:104197451:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104196037,104196235,198,"Regular (>50bp)",0.109,0
"chr2:60077831:60077856:60075604:60078233:SE","SE","ENSMUSG00000026977","Marchf7","chr2","+",60077831,60077856,25,"Microexon (0-30bp)",0.187,2.84857067591192e-07
"chr19:7318532:7318619:7268147:7319131:SE","SE","ENSMUSG00000024969","Mark2","chr19","-",7318532,7318619,87,"Regular (>50bp)",0.155,4.91683066458666e-05
"chr10:127132585:127132609:127132502:127132741:SE","SE","ENSMUSG00000040354","Mars1","chr10","-",127132585,127132609,24,"Microexon (0-30bp)",-0.123,8.84120397101463e-07
"chr4:116190609:116190630:116187666:116194618:SE","SE","ENSMUSG00000003810","Mast2","chr4","-",116190609,116190630,21,"Microexon (0-30bp)",0.248,0
"chr18:35695947:35696153:35695312:35704895:SE","SE","ENSMUSG00000037236","Matr3","chr18","+",35695947,35696153,206,"Regular (>50bp)",0.172,5.52786366995912e-06
"chr12:77008036:77008063:77000050:77008763:SE","SE","ENSMUSG00000059436","Max","chr12","-",77008036,77008063,27,"Microexon (0-30bp)",0.148,3.18154548488872e-06
"chr3:60522103:60522157:60520941:60523040:SE","SE","ENSMUSG00000027763","Mbnl1","chr3","+",60522103,60522157,54,"Regular (>50bp)",0.146,1.01676195895345e-05
"chr14:120640747:120640783:120634016:120642049:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.145,2.06151569147105e-05
"chr14:120640747:120640783:120634016:120666346:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.113,0.00276681893539065
"chr12:24974197:24974293:24932793:24984565:SE","SE","ENSMUSG00000020646","Mboat2","chr12","+",24974197,24974293,96,"Regular (>50bp)",-0.22,0.0205790201384674
"chr18:82597060:82597183:82593758:82602236:SE","SE","ENSMUSG00000041607","Mbp","chr18","+",82597060,82597183,123,"Regular (>50bp)",-0.267,0.00234765851945318
"chr17:87571568:87571793:87566309:87573219:SE","SE","ENSMUSG00000024150","Mcfd2","chr17","-",87571568,87571793,225,"Regular (>50bp)",-0.284,0.026485511386097
"chr11:98608534:98608591:98607351:98608735:SE","SE","ENSMUSG00000017210","Med24","chr11","-",98608534,98608591,57,"Regular (>50bp)",0.179,0
"chr3:88065527:88065662:88063832:88066428:SE","SE","ENSMUSG00000001419","Mef2d","chr3","+",88065527,88065662,135,"Regular (>50bp)",-0.326,0.0389513018178845
"chr12:109515725:109515806:109512425:109515913:SE","SE","ENSMUSG00000021268","Meg3","chr12","+",109515725,109515806,81,"Regular (>50bp)",-0.232,0.0279414616501824
"chr12:109515913:109515987:109512425:109516087:SE","SE","ENSMUSG00000021268","Meg3","chr12","+",109515913,109515987,74,"Regular (>50bp)",0.267,5.49785788679113e-07
"chr12:109515913:109516014:109512425:109516087:SE","SE","ENSMUSG00000021268","Meg3","chr12","+",109515913,109516014,101,"Regular (>50bp)",0.553,4.13673457622211e-08
"chr2:71352876:71352974:71342512:71354145:SE","SE","ENSMUSG00000041921","Metap1d","chr2","+",71352876,71352974,98,"Regular (>50bp)",0.233,5.01587035635454e-06
"chr11:74686577:74686643:74683144:74686807:SE","SE","ENSMUSG00000010554","Mettl16","chr11","+",74686577,74686643,66,"Regular (>50bp)",-0.133,0.0429487944930022
"chr14:52126603:52126854:52126293:52126984:SE","SE","ENSMUSG00000004561","Mettl17","chr14","+",52126603,52126854,251,"Regular (>50bp)",-0.157,0.00256657518443105
"chr10:105671987:105672081:105668876:105676936:SE","SE","ENSMUSG00000036009","Mettl25","chr10","-",105671987,105672081,94,"Regular (>50bp)",0.144,0.00340828093232473
"chr5:134963142:134963278:134962455:134969310:SE","SE","ENSMUSG00000040557","Mettl27","chr5","+",134963142,134963278,136,"Regular (>50bp)",0.186,0.00254301092529718
"chr1:82723244:82723277:82713228:82724803:SE","SE","ENSMUSG00000026150","Mff","chr1","+",82723244,82723277,33,"Small (30-50bp)",0.146,0.00576373073023083
"chr16:4752058:4752103:4750162:4754759:SE","SE","ENSMUSG00000022517","Mgrn1","chr16","+",4752058,4752103,45,"Small (30-50bp)",0.14,0.0280652123426945
"chr6:120930594:120930645:120929446:120934659:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120930594,120930645,51,"Regular (>50bp)",0.203,0.000632137158367534
"chr6:120943014:120943077:120939826:120950363:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120943014,120943077,63,"Regular (>50bp)",0.145,0.000509666070865956
"chr6:120948711:120948801:120946453:120950363:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120948711,120948801,90,"Regular (>50bp)",-0.166,0.0297738924048113
"chr6:120996656:120996740:120986142:120998143:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120996656,120996740,84,"Regular (>50bp)",0.142,3.09343976434161e-05
"chr4:147947484:147947593:147947406:147949645:SE","SE","ENSMUSG00000029022","Miip","chr4","-",147947484,147947593,109,"Regular (>50bp)",-0.108,1.03483326864201e-07
"chr2:12400989:12401069:12369330:12423969:SE","SE","ENSMUSG00000026767","Mindy3","chr2","-",12400989,12401069,80,"Regular (>50bp)",-0.136,0.0138392517594589
"chr11:62540272:62540374:62539642:62555495:SE","SE","ENSMUSG00000048497","Mmgt2","chr11","+",62540272,62540374,102,"Regular (>50bp)",0.124,0.00463868739477756
"chr12:73217367:73217441:73170700:73228557:SE","SE","ENSMUSG00000021103","Mnat1","chr12","+",73217367,73217441,74,"Regular (>50bp)",0.657,2.35822195569196e-06
"chr12:73225978:73226082:73170700:73234913:SE","SE","ENSMUSG00000021103","Mnat1","chr12","+",73225978,73226082,104,"Regular (>50bp)",-0.315,1.90574496674557e-05
"chr10:122858990:122858993:122858849:122859814:SE","SE","ENSMUSG00000034602","Mon2","chr10","-",122858990,122858993,3,"Microexon (0-30bp)",0.104,0.00513475016025838
"chr15:76274230:76274327:76264776:76278002:SE","SE","ENSMUSG00000022558","Mroh1","chr15","+",76274230,76274327,97,"Regular (>50bp)",0.247,0.000517048117576222
"chr5:31798948:31800384:31754365:31807646:SE","SE","ENSMUSG00000106918","Mrpl33","chr5","+",31798948,31800384,1436,"Regular (>50bp)",0.159,0.000415064852633111
"chr5:129792747:129792922:129792613:129793790:SE","SE","ENSMUSG00000034211","Mrps17","chr5","+",129792747,129792922,175,"Regular (>50bp)",-0.111,9.57615469921395e-08
"chr5:129792747:129792976:129792613:129793790:SE","SE","ENSMUSG00000034211","Mrps17","chr5","+",129792747,129792976,229,"Regular (>50bp)",-0.108,1.80701390240478e-07
"chr5:129792747:129793005:129792613:129793790:SE","SE","ENSMUSG00000034211","Mrps17","chr5","+",129792747,129793005,258,"Regular (>50bp)",-0.103,4.42357879944787e-07
"chr9:37402751:37402865:37401129:37424909:SE","SE","ENSMUSG00000042138","Msantd2","chr9","+",37402751,37402865,114,"Regular (>50bp)",0.178,0.00118993185014624
"chr9:37424909:37424999:37401129:37428668:SE","SE","ENSMUSG00000042138","Msantd2","chr9","+",37424909,37424999,90,"Regular (>50bp)",-0.217,0.00302076432705106
"chr17:35262704:35262740:35260491:35263000:SE","SE","ENSMUSG00000007035","Msh5","chr17","-",35262704,35262740,36,"Small (30-50bp)",-0.162,0.0499647818891233
"chr5:108217027:108217229:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2","chr5","+",108217027,108217229,202,"Regular (>50bp)",-0.145,1.6394123091003e-07
"chr5:108217027:108217389:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2","chr5","+",108217027,108217389,362,"Regular (>50bp)",-0.143,4.51218165962589e-08
"chr5:108221172:108221320:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2","chr5","+",108221172,108221320,148,"Regular (>50bp)",-0.12,6.96191111593124e-08
"chr9:89096464:89096534:89093364:89097261:SE","SE","ENSMUSG00000066442","Mthfs","chr9","+",89096464,89096534,70,"Regular (>50bp)",0.101,0.00391174895594848
"chr15:58819174:58819369:58817868:58823318:SE","SE","ENSMUSG00000022353","Mtss1","chr15","-",58819174,58819369,195,"Regular (>50bp)",0.177,7.8969694359759e-10
"chr4:116673158:116673232:116673035:116673509:SE","SE","ENSMUSG00000028687","Mutyh","chr4","+",116673158,116673232,74,"Regular (>50bp)",-0.14,0.000117113683865585
"chr16:97256688:97256843:97256428:97257421:SE","SE","ENSMUSG00000000386","Mx1","chr16","-",97256688,97256843,155,"Regular (>50bp)",-0.222,0.00170232807648526
"chr16:97259879:97259932:97258692:97261955:SE","SE","ENSMUSG00000000386","Mx1","chr16","-",97259879,97259932,53,"Regular (>50bp)",0.173,0.00331046029530328
"chr14:103414691:103414766:103412426:103419789:SE","SE","ENSMUSG00000033004","Mycbp2","chr14","-",103414691,103414766,75,"Regular (>50bp)",0.116,2.38844283871793e-09
"chr2:124952399:124952591:124950939:124955768:SE","SE","ENSMUSG00000027201","Myef2","chr2","-",124952399,124952591,192,"Regular (>50bp)",-0.119,2.52622294295534e-10
"chr2:155459781:155459845:155459660:155460653:SE","SE","ENSMUSG00000074652","Myh7b","chr2","+",155459781,155459845,64,"Regular (>50bp)",0.16,0.0162912594168694
"chr11:77706681:77706717:77669140:77708444:SE","SE","ENSMUSG00000000631","Myo18a","chr11","+",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745
"chr11:77706681:77706825:77669140:77708444:SE","SE","ENSMUSG00000000631","Myo18a","chr11","+",77706681,77706825,144,"Regular (>50bp)",0.185,7.64290750052284e-07
"chr11:84788184:84788289:84788037:84788374:SE","SE","ENSMUSG00000020527","Myo19","chr11","+",84788184,84788289,105,"Regular (>50bp)",-0.162,1.50386396388747e-05
"chr11:51540975:51541181:51538989:51541504:SE","SE","ENSMUSG00000001053","N4bp3","chr11","-",51540975,51541181,206,"Regular (>50bp)",0.176,0.0167201831173847
"chr15:82220970:82221142:82220221:82221587:SE","SE","ENSMUSG00000022453","Naga","chr15","-",82220970,82221142,172,"Regular (>50bp)",-0.102,0.00049839050576834
"chr15:75763811:75763896:75763713:75764190:SE","SE","ENSMUSG00000022574","Naprt","chr15","-",75763811,75763896,85,"Regular (>50bp)",-0.293,0.000828688010449298
"chr4:116467599:116468574:116462960:116469168:SE","SE","ENSMUSG00000028693","Nasp","chr4","-",116467599,116468574,975,"Regular (>50bp)",-0.253,3.41834668679268e-13
"chr3:55901468:55901477:55899935:55907907:SE","SE","ENSMUSG00000027799","Nbea","chr3","-",55901468,55901477,9,"Microexon (0-30bp)",0.201,1.83302648422216e-13
"chr5:125097023:125097110:125096054:125100564:SE","SE","ENSMUSG00000029478","Ncor2","chr5","-",125097023,125097110,87,"Regular (>50bp)",-0.145,0.000460919086951993
"chr2:156771851:156771890:156770801:156773135:SE","SE","ENSMUSG00000027634","Ndrg3","chr2","-",156771851,156771890,39,"Small (30-50bp)",0.113,7.3015169289544e-05
"chr11:4730577:4730622:4718273:4732186:SE","SE","ENSMUSG00000009073","Nf2","chr11","-",4730577,4730622,45,"Small (30-50bp)",0.174,1.62465065210454e-10
"chr8:108064926:108064988:108051396:108065440:SE","SE","ENSMUSG00000003847","Nfat5","chr8","+",108064926,108064988,62,"Regular (>50bp)",0.165,0.00319255376954588
"chr4:97969961:97970053:97953683:97999454:SE","SE","ENSMUSG00000028565","Nfia","chr4","+",97969961,97970053,92,"Regular (>50bp)",0.238,0.000552253548699556
"chr3:53369052:53369200:53366106:53369732:SE","SE","ENSMUSG00000042997","Nhlrc3","chr3","-",53369052,53369200,148,"Regular (>50bp)",-0.174,0.00150083989069159
"chr12:70069054:70069115:70067805:70072153:SE","SE","ENSMUSG00000021068","Nin","chr12","-",70069054,70069115,61,"Regular (>50bp)",0.325,0.00324169310056829
"chr12:70069054:70069115:70067805:70072180:SE","SE","ENSMUSG00000021068","Nin","chr12","-",70069054,70069115,61,"Regular (>50bp)",0.263,0.0102616576979792
"chr4:135182183:135182215:135179883:135191096:SE","SE","ENSMUSG00000028803","Nipal3","chr4","-",135182183,135182215,32,"Small (30-50bp)",0.158,4.5723219909902e-06
"chr13:65335254:65335422:65332947:65338038:SE","SE","ENSMUSG00000032999","Nlrp4f","chr13","-",65335254,65335422,168,"Regular (>50bp)",0.254,2.14332252434951e-06
"chr2:51862599:51862639:51850672:51862920:SE","SE","ENSMUSG00000026946","Nmi","chr2","-",51862599,51862639,40,"Small (30-50bp)",0.198,0.0123671811189928
"chr7:30181889:30182005:30177784:30186009:SE","SE","ENSMUSG00000006649","Nphs1","chr7","+",30181889,30182005,116,"Regular (>50bp)",-0.291,0.000682847500035188
"chr5:31403665:31403689:31403189:31404685:SE","SE","ENSMUSG00000029148","Nrbp1","chr5","+",31403665,31403689,24,"Microexon (0-30bp)",0.114,1.54455389076641e-06
"chr8:32323180:32323258:32316383:32327697:SE","SE","ENSMUSG00000062991","Nrg1","chr8","-",32323180,32323258,78,"Regular (>50bp)",-0.3,0.0134282560045105
"chr8:32323180:32323258:32321256:32327697:SE","SE","ENSMUSG00000062991","Nrg1","chr8","-",32323180,32323258,78,"Regular (>50bp)",-0.145,0.000713889802759613
"chr12:88817048:88817078:88799340:89153791:SE","SE","ENSMUSG00000066392","Nrxn3","chr12","+",88817048,88817078,30,"Microexon (0-30bp)",-0.277,0.00398410740864226
"chr2:24948264:24948333:24947982:24949032:SE","SE","ENSMUSG00000006476","Nsmf","chr2","+",24948264,24948333,69,"Regular (>50bp)",-0.121,0.000888691268343264
"chr5:66421351:66421410:66418587:66421833:SE","SE","ENSMUSG00000029206","Nsun7","chr5","+",66421351,66421410,59,"Regular (>50bp)",-0.508,5.92624440563156e-07
"chr6:56900051:56900097:56890879:56900656:SE","SE","ENSMUSG00000029780","Nt5c3","chr6","-",56900051,56900097,46,"Small (30-50bp)",0.166,0.00952418497967253
"chr7:45340470:45340659:45336249:45340835:SE","SE","ENSMUSG00000070564","Ntn5","chr7","+",45340470,45340659,189,"Regular (>50bp)",-0.35,1.79772112908203e-05
"chr2:29088825:29088927:29087161:29094909:SE","SE","ENSMUSG00000035513","Ntng2","chr2","-",29088825,29088927,102,"Regular (>50bp)",0.184,0.000214611740627023
"chr7:77954039:77954174:77910162:78005774:SE","SE","ENSMUSG00000059146","Ntrk3","chr7","-",77954039,77954174,135,"Regular (>50bp)",0.143,0.00287668939338054
"chr5:140318149:140318228:140317710:140320209:SE","SE","ENSMUSG00000036639","Nudt1","chr5","+",140318149,140318228,79,"Regular (>50bp)",0.122,0.0206178233682496
"chr14:20345155:20345334:20344860:20354020:SE","SE","ENSMUSG00000021809","Nudt13","chr14","+",20345155,20345334,179,"Regular (>50bp)",-0.134,0.0201058170975216
"chr11:77579112:77579157:77578637:77582367:SE","SE","ENSMUSG00000037857","Nufip2","chr11","+",77579112,77579157,45,"Small (30-50bp)",0.315,0.0120976829385297
"chr2:80454669:80454704:80451584:80472968:SE","SE","ENSMUSG00000026999","Nup35","chr2","+",80454669,80454704,35,"Small (30-50bp)",-0.356,0.00538143232175667
"chr9:48144510:48144582:48073557:48272726:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48144510,48144582,72,"Regular (>50bp)",0.138,0.00115534978083547
"chr9:48144510:48144582:48073557:48287172:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48144510,48144582,72,"Regular (>50bp)",0.182,0.000314714118745779
"chr9:48266286:48266387:48073557:48272726:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48266286,48266387,101,"Regular (>50bp)",0.198,0.0021130485337231
"chr9:48266286:48266387:48073557:48287172:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48266286,48266387,101,"Regular (>50bp)",0.161,0.000567537824004322
"chr11:58952249:58952513:58951933:58952856:SE","SE","ENSMUSG00000061462","Obscn","chr11","-",58952249,58952513,264,"Regular (>50bp)",0.356,0.00758220917511042
"chr5:73451308:73451353:73450319:73452268:SE","SE","ENSMUSG00000029152","Ociad1","chr5","+",73451308,73451353,45,"Small (30-50bp)",-0.116,0.00523039684034936
"chr3:144832783:144832912:144831986:144833591:SE","SE","ENSMUSG00000028256","Odf2l","chr3","+",144832783,144832912,129,"Regular (>50bp)",0.141,1.59770158945174e-05
"chr2:5059350:5059527:5051010:5068717:SE","SE","ENSMUSG00000026672","Optn","chr2","-",5059350,5059527,177,"Regular (>50bp)",-0.105,0.00536884011485398
"chr2:5067669:5067798:5051010:5068717:SE","SE","ENSMUSG00000026672","Optn","chr2","-",5067669,5067798,129,"Regular (>50bp)",-0.128,0.000104051389815665
"chr7:102401471:102402340:102395357:102408516:SE","SE","ENSMUSG00000043366","Or51e2","chr7","-",102401471,102402340,869,"Regular (>50bp)",-0.399,0.000671722284162134
"chr1:53360654:53360726:53360369:53362325:SE","SE","ENSMUSG00000026096","Osgepl1","chr1","+",53360654,53360726,72,"Regular (>50bp)",-0.169,0.00482744095802014
"chr3:96016022:96016080:96011940:96043784:SE","SE","ENSMUSG00000038495","Otud7b","chr3","+",96016022,96016080,58,"Regular (>50bp)",0.191,0.0155706629504126
"chr3:96037541:96037654:96016080:96043784:SE","SE","ENSMUSG00000038495","Otud7b","chr3","+",96037541,96037654,113,"Regular (>50bp)",-0.199,0.0338878852318955
"chr15:41712065:41712146:41694525:41713854:SE","SE","ENSMUSG00000022307","Oxr1","chr15","+",41712065,41712146,81,"Regular (>50bp)",0.246,0.0046610905054062
"chr2:84854459:84854517:84853920:84854725:SE","SE","ENSMUSG00000027071","P2rx3","chr2","-",84854459,84854517,58,"Regular (>50bp)",-0.104,0.0330682285304188
"chr5:122862656:122862737:122857289:122863052:SE","SE","ENSMUSG00000029470","P2rx4","chr5","+",122862656,122862737,81,"Regular (>50bp)",0.112,0.000794349425605419
"chr7:99962412:99962572:99960058:99966248:SE","SE","ENSMUSG00000051048","P4ha3","chr7","+",99962412,99962572,160,"Regular (>50bp)",0.213,0.0115301299660962
"chr7:99963814:99963877:99960058:99966248:SE","SE","ENSMUSG00000051048","P4ha3","chr7","+",99963814,99963877,63,"Regular (>50bp)",0.26,0.0160547083805192
"chr15:83267823:83267829:83266084:83269187:SE","SE","ENSMUSG00000016664","Pacsin2","chr15","-",83267823,83267829,6,"Microexon (0-30bp)",0.132,1.47590581058568e-08
"chr9:45895148:45895337:45890027:45895479:SE","SE","ENSMUSG00000003131","Pafah1b2","chr9","-",45895148,45895337,189,"Regular (>50bp)",-0.491,0.000893996380585415
"chr18:35733097:35733170:35731812:35741790:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35733097,35733170,73,"Regular (>50bp)",0.423,1.06160668563504e-06
"chr18:35741790:35741872:35731812:35742645:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35741790,35741872,82,"Regular (>50bp)",-0.261,0.00583729528933631
"chr18:35741790:35741872:35732811:35743923:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35741790,35741872,82,"Regular (>50bp)",-0.442,0.0224630764273715
"chr18:35741790:35741872:35733170:35743923:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35741790,35741872,82,"Regular (>50bp)",-0.309,3.17370266977382e-06
"chr18:35742645:35742726:35733170:35743923:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35742645,35742726,81,"Regular (>50bp)",-0.142,0.0387226345534778
"chr7:139707420:139707620:139697269:139708930:SE","SE","ENSMUSG00000025464","Paox","chr7","+",139707420,139707620,200,"Regular (>50bp)",-0.104,0.000196788169873013
"chr6:127448510:127448631:127447793:127451198:SE","SE","ENSMUSG00000037997","Parp11","chr6","+",127448510,127448631,121,"Regular (>50bp)",0.298,0.00106953072186993
"chr8:70316961:70317200:70311803:70317473:SE","SE","ENSMUSG00000031860","Pbx4","chr8","+",70316961,70317200,239,"Regular (>50bp)",-0.176,0.00802435137533353
"chr10:76686055:76686182:76683646:76728390:SE","SE","ENSMUSG00000001120","Pcbp3","chr10","-",76686055,76686182,127,"Regular (>50bp)",0.179,3.76564719817768e-08
"chr11:97590031:97590126:97588886:97590361:SE","SE","ENSMUSG00000018537","Pcgf2","chr11","-",97590031,97590126,95,"Regular (>50bp)",-0.328,0.000699996299511696
"chr1:7190417:7190839:7159440:7217860:SE","SE","ENSMUSG00000051285","Pcmtd1","chr1","+",7190417,7190839,422,"Regular (>50bp)",-0.16,4.97860633454228e-05
"chr10:80159316:80159434:80159009:80159506:SE","SE","ENSMUSG00000020131","Pcsk4","chr10","-",80159316,80159434,118,"Regular (>50bp)",-0.313,0.0054059057236589
"chr10:80159506:80159610:80159434:80159687:SE","SE","ENSMUSG00000020131","Pcsk4","chr10","-",80159506,80159610,104,"Regular (>50bp)",0.157,0.000305532660300201
"chr11:120503671:120503909:120503427:120504204:SE","SE","ENSMUSG00000025137","Pcyt2","chr11","-",120503671,120503909,238,"Regular (>50bp)",-0.138,3.88207186786632e-06
