VastDB.ID,gene,Ptbp1.dPSI,Ptbp1.signif,Srrm4.dPSI,Srrm4.signif,Srrm3.Srrm4.dPSI,Srrm3.Srrm4.signif,Srsf11.dPSI,Srsf11.signif,Rbfox2.dPSI,Rbfox2.signif,Srrm3.dPSI,Srrm3.signif,Rnps1.dPSI,Rnps1.signif
MmuEX0016527,Eif2c1,0,n.s.,-0.9,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0016528,Eif2c1,0,n.s.,-1,n.s.,1,n.s.,2,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0016529,Eif2c1,-2,n.s.,-2.3,n.s.,-1,n.s.,NA,n.s.,NA,n.s.,-1,n.s.,-8,n.s.
MmuEX0044432,Sox5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044433,Sox5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044434,Sox5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044435,Sox5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044436,Sox5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044437,Sox5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044438,Sox5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0037666,Ptchd2,0,n.s.,NA,n.s.,-1,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0037664,Ptchd1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0037665,Ptchd1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0018847,Fbxo2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0019412,Fmod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0026009,L3mbtl4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0026010,L3mbtl4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0009006,Camsap1l1,0,n.s.,-0.8,n.s.,1,n.s.,1,n.s.,1,n.s.,0,n.s.,1,n.s.
MmuEX0009007,Camsap1l1,1,n.s.,1.2,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,-2,n.s.
MmuEX0009008,Camsap1l1,22,higher,1.5,n.s.,5,n.s.,3,n.s.,-2,n.s.,NA,n.s.,NA,n.s.
MmuEX0009009,Camsap1l1,-2,n.s.,-0.9,n.s.,-1,n.s.,2,n.s.,NA,n.s.,NA,n.s.,0,n.s.
MmuEX0009010,Camsap1l1,58,higher,-27.6,lower,-23,lower,-8,n.s.,NA,n.s.,-19,lower,-31,lower
MmuEX0041407,Sdk2,0,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0048203,Tmtc4,NA,n.s.,NA,n.s.,1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,1,n.s.
MmuEX0048204,Tmtc4,0,n.s.,1.4,n.s.,-1,n.s.,-3,n.s.,-3,n.s.,1,n.s.,1,n.s.
MmuEX0048205,Tmtc4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048206,Tmtc4,1,n.s.,1.5,n.s.,0,n.s.,-1,n.s.,-1,n.s.,1,n.s.,1,n.s.
MmuEX0048207,Tmtc4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048208,Tmtc4,0,n.s.,0.3,n.s.,0,n.s.,NA,n.s.,0,n.s.,0,n.s.,-74,lower
MmuEX0051380,Vmn1r90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0002051,5730559C18Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0028128,Mbp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0028129,Mbp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0009902,Ccdc74a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0009903,Ccdc74a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0013465,D11Wsu47e,0,n.s.,0.5,n.s.,-1,n.s.,1,n.s.,1,n.s.,0,n.s.,-5,n.s.
MmuEX0022197,Gucy1a2,12,higher,NA,n.s.,0,n.s.,1,n.s.,2,n.s.,0,n.s.,NA,n.s.
MmuEX0022198,Gucy1a2,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0022199,Gucy1a2,2,n.s.,1.7,n.s.,5,n.s.,8,n.s.,5,n.s.,7,n.s.,NA,n.s.
MmuEX0002463,A2ld1,2,n.s.,0.3,n.s.,0,n.s.,1,n.s.,1,n.s.,0,n.s.,NA,n.s.
MmuEX0013468,D11Wsu99e,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0029737,Mrps27,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0029738,Mrps27,0,n.s.,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,0,n.s.
MmuEX0029739,Mrps27,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0020220,Gcn1l1,-1,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,-2,n.s.,0,n.s.,0,n.s.
MmuEX0020221,Gcn1l1,0,n.s.,0.8,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0020222,Gcn1l1,-1,n.s.,-0.2,n.s.,-1,n.s.,0,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0020223,Gcn1l1,1,n.s.,-0.1,n.s.,-1,n.s.,-2,n.s.,-2,n.s.,-1,n.s.,1,n.s.
MmuEX0020224,Gcn1l1,1,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,-1,n.s.,1,n.s.,0,n.s.
MmuEX0020225,Gcn1l1,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0020226,Gcn1l1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0020227,Gcn1l1,0,n.s.,0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.,1,n.s.
MmuEX0020228,Gcn1l1,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0020229,Gcn1l1,0,n.s.,0.5,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0025530,Kif21b,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025531,Kif21b,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025532,Kif21b,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,NA,NA,NA,NA,NA
MmuEX0025533,Kif21b,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025534,Kif21b,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025535,Kif21b,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025703,Klf8,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0025704,Klf8,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0033883,Pcca,2,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0033884,Pcca,0,n.s.,0.7,n.s.,0,n.s.,0,n.s.,2,n.s.,-1,n.s.,-3,n.s.
MmuEX0033885,Pcca,0,n.s.,0.7,n.s.,0,n.s.,-1,n.s.,2,n.s.,-2,n.s.,-3,n.s.
MmuEX0033886,Pcca,0,n.s.,-0.2,n.s.,0,n.s.,-2,n.s.,-3,n.s.,1,n.s.,1,n.s.
MmuEX0033887,Pcca,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0036046,Pnpla3,0,n.s.,NA,n.s.,0,n.s.,-2,n.s.,-1,n.s.,0,n.s.,NA,n.s.
MmuEX0036047,Pnpla3,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,2,n.s.,-8,n.s.
MmuEX0036048,Pnpla3,-9,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,4,n.s.,NA,NA
MmuEX0043271,Slc39a11,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0043272,Slc39a11,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0043273,Slc39a11,1,n.s.,-0.4,n.s.,-1,n.s.,2,n.s.,-1,n.s.,3,n.s.,0,n.s.
MmuEX0043274,Slc39a11,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0039842,Rims1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0039843,Rims1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0039844,Rims1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0039845,Rims1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0039846,Rims1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0038129,Pyroxd1,-2,n.s.,0.1,n.s.,0,n.s.,-2,n.s.,-1,n.s.,0,n.s.,-2,n.s.
MmuEX0038130,Pyroxd1,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0026979,Lrrc29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0026980,Lrrc29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0026981,Lrrc29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008017,Bivm,1,n.s.,-3.2,n.s.,1,n.s.,-2,n.s.,2,n.s.,-2,n.s.,-12,lower
MmuEX0008018,Bivm,1,n.s.,-0.6,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0008019,Bivm,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0018994,Fcho2,1,n.s.,1.2,n.s.,0,n.s.,-1,n.s.,-1,n.s.,1,n.s.,0,n.s.
MmuEX0018995,Fcho2,1,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.
MmuEX0018996,Fcho2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0018997,Fcho2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0018998,Fcho2,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0018999,Fcho2,0,n.s.,0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0019000,Fcho2,NA,n.s.,-1.6,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,2,n.s.
MmuEX0019001,Fcho2,-1,n.s.,1,n.s.,-1,n.s.,0,n.s.,0,n.s.,1,n.s.,1,n.s.
MmuEX0019002,Fcho2,0,n.s.,0.1,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0019003,Fcho2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0004802,Amot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0038938,Rasl12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0038939,Rasl12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0026385,Lhfpl1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008383,Btbd7,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0008384,Btbd7,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0029568,Mpped1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004631,Alg13,0,n.s.,4.5,n.s.,1,n.s.,-8,n.s.,-2,n.s.,0,n.s.,0,n.s.
MmuEX0004632,Alg13,-4,n.s.,-1.2,n.s.,0,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.
MmuEX0004633,Alg13,1,n.s.,-0.1,n.s.,2,n.s.,-4,n.s.,0,n.s.,-1,n.s.,-2,n.s.
MmuEX0004634,Alg13,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0004635,Alg13,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0034951,Pi4ka,0,n.s.,0.7,n.s.,0,n.s.,-4,n.s.,-2,n.s.,-1,n.s.,-1,n.s.
MmuEX0034952,Pi4ka,0,n.s.,0,n.s.,1,n.s.,1,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0034953,Pi4ka,1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0034954,Pi4ka,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0034955,Pi4ka,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-14,lower
MmuEX0034956,Pi4ka,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0034957,Pi4ka,-1,n.s.,-0.9,n.s.,2,n.s.,1,n.s.,2,n.s.,0,n.s.,0,n.s.
MmuEX0012476,Coro2b,1,n.s.,0.7,n.s.,-1,n.s.,0,n.s.,-1,n.s.,-1,n.s.,-6,n.s.
MmuEX0012477,Coro2b,-1,n.s.,1.1,n.s.,1,n.s.,1,n.s.,1,n.s.,-1,n.s.,-3,n.s.
MmuEX0012478,Coro2b,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0034648,Pgm5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0012455,Coq5,0,n.s.,0,n.s.,0,n.s.,-1,n.s.,-2,n.s.,1,n.s.,-4,n.s.
MmuEX0025642,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025643,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025644,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025645,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025646,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025647,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025648,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025649,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025650,Kirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0039975,Rnf10,0,n.s.,-1.2,n.s.,1,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0039976,Rnf10,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0039977,Rnf10,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0039978,Rnf10,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0034150,Pde3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0034151,Pde3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0034152,Pde3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0051145,Utp15,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.
MmuEX0051146,Utp15,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0051147,Utp15,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0035720,Plekha6,0,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0035721,Plekha6,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0035722,Plekha6,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,-4,n.s.,NA,n.s.,NA,n.s.
MmuEX0021677,Gpr155,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048616,Tpp2,NA,n.s.,NA,n.s.,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048617,Tpp2,-2,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.,-1,n.s.
MmuEX0048618,Tpp2,0,n.s.,0.2,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0048619,Tpp2,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0048620,Tpp2,1,n.s.,-0.1,n.s.,0,n.s.,NA,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0048621,Tpp2,0,n.s.,-0.5,n.s.,1,n.s.,1,n.s.,0,n.s.,0,n.s.,1,n.s.
MmuEX0048622,Tpp2,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0048623,Tpp2,0,n.s.,0.6,n.s.,0,n.s.,NA,n.s.,0,n.s.,NA,n.s.,NA,n.s.
MmuEX0048624,Tpp2,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0050094,Ubac2,4,n.s.,-6.9,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-4,n.s.,-7,n.s.
MmuEX0050095,Ubac2,1,n.s.,1.5,n.s.,1,n.s.,2,n.s.,1,n.s.,0,n.s.,-8,n.s.
MmuEX0052504,Ydjc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0052505,Ydjc,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0048753,Tram2,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,3,n.s.,NA,n.s.
MmuEX0048754,Tram2,-1,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0048755,Tram2,0,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0048756,Tram2,0,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0030627,Myrip,-1,n.s.,-1.6,n.s.,1,n.s.,-1,n.s.,-2,n.s.,1,n.s.,3,n.s.
MmuEX0030628,Myrip,0,n.s.,-0.6,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0003040,Abca9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003041,Abca9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003042,Abca9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0020204,Gck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0036922,Pramel1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0016353,Efhc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0016354,Efhc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0016355,Efhc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0018059,Fam169a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,2,n.s.,0,n.s.
MmuEX0018060,Fam169a,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0032880,Oasl1,0,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.
MmuEX0003020,Abca8a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003021,Abca8a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003022,Abca8a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003023,Abca8a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003024,Abca8a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0037899,Ptpre,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0037900,Ptpre,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,0,n.s.
MmuEX0037901,Ptpre,0,n.s.,1,n.s.,2,n.s.,1,n.s.,2,n.s.,-1,n.s.,-1,n.s.
MmuEX0037902,Ptpre,0,n.s.,1.7,n.s.,2,n.s.,0,n.s.,2,n.s.,0,n.s.,-2,n.s.
MmuEX0034122,Pdcd7,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0022380,Haus1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0022381,Haus1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0022382,Haus1,-1,n.s.,-0.7,n.s.,1,n.s.,-1,n.s.,-1,n.s.,0,n.s.,0,n.s.
MmuEX0019214,Fhdc1,-3,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0019215,Fhdc1,0,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0039742,Rhod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0043899,Smek1,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0043900,Smek1,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0043901,Smek1,-1,n.s.,-0.3,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0043902,Smek1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0009159,Card6,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0046659,Tcf20,-1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0028225,Mcm3,2,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.
MmuEX0005011,Ankrd13a,0,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.,1,n.s.
MmuEX0024382,Ipo9,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0024383,Ipo9,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0031288,Ndufa7,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0020447,Git2,-1,n.s.,0.5,n.s.,2,n.s.,-1,n.s.,-2,n.s.,1,n.s.,-5,n.s.
MmuEX0020448,Git2,1,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,1,n.s.,-1,n.s.
MmuEX0020449,Git2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0020450,Git2,0,n.s.,0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0020451,Git2,1,n.s.,0,n.s.,1,n.s.,1,n.s.,-1,n.s.,1,n.s.,0,n.s.
MmuEX0020452,Git2,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0026554,Lman1,0,n.s.,1.6,n.s.,-1,n.s.,-7,n.s.,-2,n.s.,0,n.s.,-1,n.s.
MmuEX0026555,Lman1,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0052182,Wipi1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0052183,Wipi1,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-26,lower
MmuEX0052184,Wipi1,0,n.s.,-0.5,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0052185,Wipi1,0,n.s.,NA,n.s.,0,n.s.,NA,n.s.,0,n.s.,0,n.s.,0,n.s.
