VastDB.ID,gene,length,chrom,start,end,strand,neural.trend,ASD.trend
MmuEX0018059,Fam169a,129,chr13,97877089,97881250,+,NA,NA
MmuEX0018060,Fam169a,63,chr13,97888487,97892646,+,NA,NA
MmuEX0032880,Oasl1,148,chr5,115382974,115386926,+,NA,NA
MmuEX0003020,Abca8a,102,chr11,109951429,109957176,-,NA,NA
MmuEX0003021,Abca8a,140,chr11,109926599,109930091,-,NA,NA
MmuEX0003022,Abca8a,118,chr11,109897897,109901814,-,NA,NA
MmuEX0003023,Abca8a,120,chr11,109891374,109892173,-,NA,NA
MmuEX0003024,Abca8a,142,chr11,109940124,109944623,-,NA,NA
MmuEX0037899,Ptpre,23,chr7,142729800,142835540,+,NA,NA
MmuEX0037900,Ptpre,136,chr7,142860844,142862381,+,NA,NA
MmuEX0037901,Ptpre,135,chr7,142864505,142869887,+,NA,NA
MmuEX0037902,Ptpre,137,chr7,142843847,142850735,+,NA,NA
MmuEX0034122,Pdcd7,88,chr9,65204289,65206400,+,NA,NA
MmuEX0022380,Haus1,72,chr18,78002948,78005602,-,NA,NA
MmuEX0022381,Haus1,92,chr18,77999273,77999645,-,NA,NA
MmuEX0022382,Haus1,66,chr18,77998248,77999645,-,NA,NA
MmuEX0019214,Fhdc1,62,chr3,84268297,84278061,-,NA,NA
MmuEX0019215,Fhdc1,71,chr3,84258817,84260916,-,NA,NA
MmuEX0039742,Rhod,135,chr19,4426257,4432054,-,NA,NA
MmuEX0043899,Smek1,143,chr12,102280856,102282699,-,NA,NA
MmuEX0043900,Smek1,56,chr12,102303293,102320938,-,NA,NA
MmuEX0043901,Smek1,99,chr12,102297152,102306846,-,NA,NA
MmuEX0043902,Smek1,88,chr12,102297152,102303193,-,NA,NA
MmuEX0009159,Card6,534,chr15,5051096,5058087,-,NA,NA
MmuEX0046659,Tcf20,144,chr15,82640218,82644910,-,NA,NA
MmuEX0028225,Mcm3,182,chr1,20793736,20794897,-,NA,NA
MmuEX0005011,Ankrd13a,125,chr5,115236083,115239316,+,NA,NA
MmuEX0024382,Ipo9,102,chr1,137282581,137283260,-,NA,NA
MmuEX0024383,Ipo9,89,chr1,137304652,137315813,-,NA,NA
MmuEX0031288,Ndufa7,150,chr17,33962596,33975043,+,NA,NA
MmuEX0020447,Git2,134,chr5,115217218,115223322,-,NA,inconsistent
MmuEX0020448,Git2,95,chr5,115203334,115214355,-,NA,NA
MmuEX0020449,Git2,46,chr5,115202337,115211581,-,NA,NA
MmuEX0020450,Git2,98,chr5,115198305,115199570,-,NA,NA
MmuEX0020451,Git2,113,chr5,115216567,115219625,-,NA,NA
MmuEX0020452,Git2,106,chr5,115214683,115217104,-,NA,NA
MmuEX0026554,Lman1,63,chr18,66142365,66143806,-,NA,NA
MmuEX0026555,Lman1,155,chr18,66158137,66162027,-,NA,NA
MmuEX0052182,Wipi1,108,chr11,109467282,109473146,-,NA,NA
MmuEX0052183,Wipi1,108,chr11,109441106,109444440,-,NA,NA
MmuEX0052184,Wipi1,165,chr11,109439713,109443685,-,NA,NA
MmuEX0052185,Wipi1,191,chr11,109458514,109464986,-,NA,NA
MmuEX0046853,Tdrkh,90,chr3,94217285,94226723,+,NA,NA
MmuEX0046854,Tdrkh,140,chr3,94228613,94229712,+,NA,n.s.
MmuEX0004792,Ammecr1l,111,chr18,31919849,31931323,+,NA,NA
MmuEX0004793,Ammecr1l,54,chr18,31938608,31939695,+,NA,NA
MmuEX0004794,Ammecr1l,128,chr18,31938608,31940297,+,NA,NA
MmuEX0004795,Ammecr1l,206,chr18,31921545,31931323,+,NA,NA
MmuEX0004796,Ammecr1l,71,chr18,31935732,31938510,+,NA,NA
MmuEX0042656,Slc16a6,247,chr11,109324863,109334251,-,NA,NA
MmuEX0028686,Metap1d,121,chr2,71291456,71338835,+,NA,NA
MmuEX0028687,Metap1d,40,chr2,71353858,71360589,+,NA,NA
MmuEX0028688,Metap1d,153,chr2,71360688,71361858,+,NA,NA
MmuEX0028689,Metap1d,48,chr2,71360688,71362773,+,NA,NA
MmuEX0031957,Nol4,150,chr18,23080459,23198279,-,NA,NA
MmuEX0031958,Nol4,114,chr18,22877658,22928244,-,NA,NA
MmuEX0040241,Rnpep,143,chr1,137159707,137161759,-,NA,NA
MmuEX0007534,BC057022,127,chr5,115018434,115060835,+,NA,NA
MmuEX0002829,AW549877,93,chr15,3942465,3945614,-,NA,NA
MmuEX0004293,Agrn,30,chr4,155551551,155552537,-,NA,NA
MmuEX0004294,Agrn,58,chr4,155551551,155552537,-,NA,NA
MmuEX0004295,Agrn,128,chr4,155546992,155547651,-,NA,NA
MmuEX0004296,Agrn,133,chr4,155545140,155545510,-,NA,NA
MmuEX0030242,Mvk,117,chr5,114905497,114908903,+,NA,NA
MmuEX0030243,Mvk,145,chr5,114896316,114900714,+,NA,n.s.
MmuEX0030244,Mvk,156,chr5,114900431,114902373,+,NA,inconsistent
MmuEX0028844,Mfsd9,88,chr1,40843056,40847329,-,NA,NA
MmuEX0047624,Tmco7,641,chr8,109207156,109216466,+,NA,NA
MmuEX0047625,Tmco7,117,chr8,109213193,109219348,+,NA,NA
MmuEX0047626,Tmco7,192,chr8,109244684,109259585,+,NA,NA
MmuEX0047627,Tmco7,459,chr8,109259721,109271193,+,NA,NA
MmuEX0047628,Tmco7,283,chr8,109271252,109305593,+,NA,NA
MmuEX0047629,Tmco7,141,chr8,109271252,109330940,+,NA,NA
MmuEX0047630,Tmco7,152,chr8,109305735,109342355,+,NA,NA
MmuEX0047631,Tmco7,114,chr8,109331093,109374078,+,NA,NA
MmuEX0048262,Tnfrsf18,203,chr4,155402159,155402603,+,NA,NA
MmuEX0035455,Pkp2,178,chr16,16240801,16260418,+,NA,NA
MmuEX0035456,Pkp2,107,chr16,16262832,16267269,+,NA,NA
MmuEX0035085,Pigs,101,chr11,78152991,78154726,+,NA,NA
MmuEX0035086,Pigs,93,chr11,78153612,78154726,+,NA,NA
MmuEX0035087,Pigs,208,chr11,78147261,78150189,+,NA,n.s.
MmuEX0035088,Pigs,143,chr11,78149137,78151290,+,NA,NA
MmuEX0054010,Znrf3,126,chr11,5189741,5344390,-,NA,NA
MmuEX0054011,Znrf3,59,chr11,5217703,5238640,-,NA,NA
MmuEX0054012,Znrf3,67,chr11,5189741,5219324,-,NA,NA
MmuEX0013824,Dcaf17,110,chr2,70920111,70924595,+,NA,NA
MmuEX0013825,Dcaf17,84,chr2,70924684,70926403,+,NA,NA
MmuEX0013826,Dcaf17,156,chr2,70925456,70927845,+,NA,NA
MmuEX0013827,Dcaf17,101,chr2,70894656,70898409,+,NA,NA
MmuEX0000857,2310008H04Rik,122,chr16,16140957,16146837,-,NA,NA
MmuEX0000858,2310008H04Rik,177,chr16,16115075,16140098,-,NA,NA
MmuEX0000859,2310008H04Rik,123,chr16,16037803,16048096,-,NA,NA
MmuEX0028763,Mettl8,66,chr2,70803737,70805106,-,NA,NA
MmuEX0028764,Mettl8,92,chr2,70820253,70856276,-,NA,n.s.
MmuEX0005951,Arhgef11,99,chr3,87422715,87489920,+,NA,NA
MmuEX0005952,Arhgef11,77,chr3,87501313,87502686,+,NA,NA
MmuEX0005953,Arhgef11,65,chr3,87515465,87516932,+,NA,NA
MmuEX0005954,Arhgef11,33,chr3,87464614,87487407,+,Neural-high,NA
MmuEX0005955,Arhgef11,118,chr3,87531418,87532437,+,NA,NA
MmuEX0005956,Arhgef11,179,chr3,87532003,87533126,+,NA,NA
MmuEX0005957,Arhgef11,168,chr3,87533203,87534330,+,NA,NA
MmuEX0005958,Arhgef11,58,chr3,87489971,87491735,+,NA,NA
MmuEX0016717,Elmod1,24,chr9,53769181,53772206,-,NA,n.s.
MmuEX0038803,Rapgef5,126,chr12,118885591,118927036,+,NA,NA
MmuEX0038804,Rapgef5,119,chr12,118896877,118927620,+,NA,NA
MmuEX0038805,Rapgef5,179,chr12,118967253,118978099,+,NA,NA
MmuEX0038806,Rapgef5,173,chr12,118991950,118994435,+,NA,NA
MmuEX0038807,Rapgef5,49,chr12,118833781,118885516,+,NA,NA
MmuEX0047453,Tlk1,154,chr2,70625053,70663249,-,NA,NA
MmuEX0047454,Tlk1,76,chr2,70592544,70608060,-,NA,NA
MmuEX0047455,Tlk1,67,chr2,70563635,70580110,-,NA,NA
MmuEX0047456,Tlk1,85,chr2,70608133,70624933,-,NA,NA
MmuEX0003348,Acacb,104,chr5,114650400,114651907,+,NA,NA
MmuEX0003349,Acacb,82,chr5,114650609,114653398,+,NA,NA
MmuEX0003350,Acacb,153,chr5,114657380,114659761,+,NA,NA
MmuEX0003351,Acacb,63,chr5,114661103,114662659,+,NA,NA
MmuEX0003352,Acacb,42,chr5,114675640,114676685,+,NA,NA
MmuEX0003353,Acacb,133,chr5,114626200,114638339,+,NA,NA
MmuEX0003354,Acacb,144,chr5,114688738,114690552,+,NA,NA
MmuEX0003355,Acacb,178,chr5,114695233,114696439,+,NA,NA
MmuEX0051897,Wdr41,49,chr13,95748541,95767010,+,NA,n.s.
MmuEX0051898,Wdr41,134,chr13,95788161,95791624,+,NA,NA
MmuEX0031071,Ncapg2,126,chr12,117663188,117665048,+,NA,NA
MmuEX0031072,Ncapg2,104,chr12,117682915,117688848,+,NA,NA
MmuEX0031073,Ncapg2,189,chr12,117645784,117651533,+,NA,NA
MmuEX0031074,Ncapg2,95,chr12,117654033,117659160,+,NA,NA
MmuEX0031075,Ncapg2,70,chr12,117657791,117661668,+,NA,NA
MmuEX0028025,Mat2b,153,chr11,40496160,40498728,-,NA,NA
MmuEX0012888,Csgalnact2,925,chr6,118076357,118089040,-,NA,NA
MmuEX0012889,Csgalnact2,179,chr6,118069723,118074329,-,NA,NA
MmuEX0012890,Csgalnact2,95,chr6,118064466,118070962,-,NA,NA
MmuEX0015785,Dstyk,157,chr1,134352567,134353445,+,NA,NA
MmuEX0015786,Dstyk,115,chr1,134355008,134359489,+,NA,NA
MmuEX0015787,Dstyk,135,chr1,134356568,134359900,+,NA,n.s.
MmuEX0015788,Dstyk,177,chr1,134350722,134352436,+,NA,NA
MmuEX0051959,Wdr60,54,chr12,117494725,117501323,-,NA,NA
MmuEX0051960,Wdr60,62,chr12,117456629,117457253,-,NA,NA
MmuEX0051961,Wdr60,224,chr12,117446257,117451846,-,NA,NA
MmuEX0051962,Wdr60,309,chr12,117485251,117492877,-,NA,NA
MmuEX0051802,Wdr11,172,chr7,136752441,136757380,+,NA,NA
MmuEX0051803,Wdr11,107,chr7,136752441,136760107,+,NA,NA
MmuEX0051804,Wdr11,174,chr7,136742693,136746512,+,NA,inconsistent
MmuEX0051805,Wdr11,66,chr7,136772571,136774133,+,NA,NA
MmuEX0051806,Wdr11,146,chr7,136775936,136777163,+,NA,NA
MmuEX0053287,Zfp386,165,chr12,117286078,117293189,+,NA,NA
MmuEX0030512,Myo3b,89,chr2,70093458,70096019,+,NA,NA
MmuEX0030513,Myo3b,85,chr2,70168998,70187955,+,NA,NA
MmuEX0047600,Tmcc2,136,chr1,134254395,134256851,-,NA,NA
MmuEX0045860,Svop,161,chr5,114514963,114541160,-,NA,NA
MmuEX0006279,Arsb,16,chr13,94650514,94709181,+,NA,NA
MmuEX0053115,Zfp239,272,chr6,117813161,117816412,+,NA,NA
MmuEX0053116,Zfp239,180,chr6,117813161,117816838,+,NA,NA
MmuEX0053117,Zfp239,56,chr6,117813161,117820273,+,NA,NA
MmuEX0053118,Zfp239,189,chr6,117817062,117819235,+,NA,NA
MmuEX0024953,Kank3,88,chr17,33955943,33956724,+,NA,NA
MmuEX0024954,Kank3,217,chr17,33956125,33958713,+,NA,NA
MmuEX0050468,Uggt2,76,chr14,119460613,119470032,-,NA,NA
MmuEX0050469,Uggt2,111,chr14,119428265,119431415,-,NA,NA
MmuEX0050470,Uggt2,83,chr14,119408317,119413744,-,NA,NA
MmuEX0050471,Uggt2,96,chr14,119407370,119412697,-,NA,ASD-low
MmuEX0050472,Uggt2,122,chr14,119406550,119407284,-,Neural-high,NA
MmuEX0050473,Uggt2,183,chr14,119402209,119407284,-,NA,NA
MmuEX0050474,Uggt2,208,chr14,119483150,119485359,-,NA,NA
MmuEX0050475,Uggt2,127,chr14,119386136,119397318,-,NA,NA
MmuEX0050476,Uggt2,100,chr14,119474614,119480926,-,NA,NA
MmuEX0050477,Uggt2,61,chr14,119470125,119476873,-,NA,NA
MmuEX0024218,Inpp5f,72,chr7,135828799,135835265,+,NA,NA
MmuEX0024219,Inpp5f,137,chr7,135779753,135807151,+,NA,NA
MmuEX0051657,Vwa1,97,chr4,155145133,155146817,-,NA,NA
MmuEX0045039,Ssh1,47,chr5,114402035,114405726,-,NA,n.s.
MmuEX0045040,Ssh1,65,chr5,114416311,114420379,-,NA,inconsistent
MmuEX0038945,Rassf4,122,chr6,116589557,116591445,-,NA,NA
MmuEX0036566,Ppig,90,chr2,69561015,69569802,+,NA,NA
MmuEX0036567,Ppig,45,chr2,69570983,69572347,+,NA,NA
MmuEX0007389,BC024479,90,chr9,37297419,37324801,+,NA,NA
MmuEX0016024,Dzip1,63,chr14,119301378,119308655,-,NA,NA
MmuEX0016025,Dzip1,49,chr14,119299265,119301236,-,NA,NA
MmuEX0016026,Dzip1,130,chr14,119284882,119286289,-,NA,NA
MmuEX0016027,Dzip1,110,chr14,119276485,119278565,-,NA,NA
MmuEX0016028,Dzip1,215,chr14,119314497,119321464,-,NA,NA
MmuEX0033579,Papd4,64,chr13,93956432,93962048,-,NA,NA
MmuEX0007928,Bend6,75,chr1,33921589,33935104,-,NA,NA
MmuEX0031635,Nfrkb,100,chr9,31196635,31199547,+,NA,NA
MmuEX0031636,Nfrkb,66,chr9,31208289,31209640,+,NA,NA
MmuEX0031637,Nfrkb,175,chr9,31210660,31213135,+,NA,NA
MmuEX0031638,Nfrkb,215,chr9,31217510,31217951,+,NA,NA
MmuEX0031639,Nfrkb,271,chr9,31217864,31218761,+,NA,NA
MmuEX0031640,Nfrkb,74,chr9,31204723,31206144,+,NA,NA
MmuEX0011840,Cmklr1,171,chr5,114066626,114100229,-,NA,NA
MmuEX0043163,Slc35f2,88,chr9,53654585,53655852,+,NA,NA
MmuEX0053347,Zfp451,84,chr1,33862265,33871182,-,NA,inconsistent
MmuEX0053348,Zfp451,123,chr1,33839040,33839885,-,NA,NA
MmuEX0053349,Zfp451,233,chr1,33862265,33870571,-,NA,NA
MmuEX0043158,Slc35e2,481,chr4,154976272,154984609,+,NA,NA
MmuEX0043159,Slc35e2,121,chr4,154985853,154989677,+,NA,NA
MmuEX0046454,Tbc1d22b,115,chr17,29712167,29731621,+,NA,NA
MmuEX0046455,Tbc1d22b,231,chr17,29732869,29736783,+,NA,NA
MmuEX0025329,Kdm5b,151,chr1,136510589,136512765,+,NA,NA
MmuEX0025330,Kdm5b,180,chr1,136516276,136518511,+,NA,NA
MmuEX0025331,Kdm5b,123,chr1,136481809,136485353,+,NA,NA
MmuEX0025332,Kdm5b,171,chr1,136484622,136489905,+,NA,NA
MmuEX0000038,0610010F05Rik,160,chr11,23512049,23515095,-,NA,NA
MmuEX0003217,Abhd14a,304,chr9,106346638,106349861,-,NA,NA
MmuEX0003218,Abhd14a,217,chr9,106346274,106347856,-,NA,NA
MmuEX0018876,Fbxo38,143,chr18,62680480,62682003,-,NA,NA
MmuEX0018877,Fbxo38,120,chr18,62676798,62679407,-,NA,NA
MmuEX0018878,Fbxo38,750,chr18,62670769,62676617,-,NA,inconsistent
MmuEX0018879,Fbxo38,24,chr18,62670769,62674448,-,NA,NA
MmuEX0018880,Fbxo38,103,chr18,62667655,62670667,-,NA,NA
MmuEX0018881,Fbxo38,167,chr18,62666404,62670363,-,NA,NA
MmuEX0018882,Fbxo38,142,chr18,62700701,62704472,-,NA,NA
MmuEX0018883,Fbxo38,114,chr18,62664535,62665591,-,NA,NA
MmuEX0005317,Anubl1,119,chr6,116235940,116237999,+,NA,NA
MmuEX0007599,Bag2,123,chr1,33805172,33814423,-,NA,NA
MmuEX0042089,Sgsm1,146,chr5,113697850,113703311,-,NA,NA
MmuEX0042090,Sgsm1,69,chr5,113692857,113695306,-,NA,NA
MmuEX0004789,Ammecr1,115,chrX,139293515,139346715,-,NA,NA
MmuEX0004790,Ammecr1,91,chrX,139292116,139312652,-,NA,NA
MmuEX0027365,Lyn,84,chr4,3605512,3665871,+,NA,NA
MmuEX0027366,Lyn,137,chr4,3605512,3669588,+,NA,NA
MmuEX0027367,Lyn,46,chr4,3666009,3670343,+,NA,NA
MmuEX0027368,Lyn,153,chr4,3674008,3683447,+,NA,NA
MmuEX0038456,Rabif,101,chr1,136397799,136402652,+,NA,NA
MmuEX0000710,2010015L04Rik,159,chr4,154800302,154803233,+,NA,NA
MmuEX0000711,2010015L04Rik,67,chr4,154804103,154808400,+,NA,NA
MmuEX0047583,Tmc7,58,chr7,125715186,125728117,-,NA,NA
MmuEX0047584,Tmc7,241,chr7,125707880,125728117,-,NA,NA
MmuEX0047585,Tmc7,158,chr7,125691236,125694649,-,NA,NA
MmuEX0047586,Tmc7,187,chr7,125686944,125690830,-,NA,NA
MmuEX0047587,Tmc7,79,chr7,125681732,125685399,-,NA,NA
MmuEX0004094,Adrbk2,77,chr5,113402601,113444386,-,NA,NA
MmuEX0004095,Adrbk2,101,chr5,113354483,113358692,-,NA,NA
MmuEX0004096,Adrbk2,67,chr5,113353065,113357675,-,NA,NA
MmuEX0004097,Adrbk2,74,chr5,113398290,113414784,-,NA,n.s.
MmuEX0004098,Adrbk2,75,chr5,113390669,113398187,-,NA,NA
MmuEX0034629,Pglyrp4,202,chr3,90536995,90542912,+,NA,NA
MmuEX0011433,Cilp,38,chr9,65113031,65114848,+,NA,NA
MmuEX0001316,3110082D06Rik,481,chr17,42454190,42639230,+,NA,NA
MmuEX0024530,Isl1,168,chr13,117089805,117093253,-,NA,NA
MmuEX0041805,Sestd1,46,chr2,77030638,77034879,-,NA,NA
MmuEX0024571,Itga1,121,chr13,115825594,115891678,-,NA,NA
MmuEX0024572,Itga1,113,chr13,115821402,115839490,-,NA,NA
MmuEX0024573,Itga1,89,chr13,115821203,115825480,-,NA,NA
MmuEX0024574,Itga1,117,chr13,115750343,115756723,-,NA,NA
MmuEX0024575,Itga1,112,chr13,115820372,115821312,-,NA,NA
MmuEX0024576,Itga1,149,chr13,115802519,115820243,-,NA,NA
MmuEX0024577,Itga1,166,chr13,115792532,115802367,-,NA,NA
MmuEX0045186,Stab1,54,chr14,31972506,31972820,-,NA,NA
MmuEX0045187,Stab1,196,chr14,31961300,31962125,-,NA,NA
MmuEX0045188,Stab1,108,chr14,31954643,31954974,-,NA,NA
MmuEX0045189,Stab1,194,chr14,31954362,31954718,-,NA,NA
MmuEX0029079,Mkl1,66,chr15,80857148,80947820,-,NA,NA
MmuEX0049454,Ttc19,57,chr11,62097672,62099325,+,NA,NA
MmuEX0049455,Ttc19,147,chr11,62105721,62111186,+,NA,NA
MmuEX0016440,Ehbp1,114,chr11,22046629,22051069,-,NA,NA
MmuEX0016441,Ehbp1,882,chr11,21989672,22000424,-,NA,n.s.
MmuEX0016442,Ehbp1,148,chr11,21962891,21989527,-,NA,NA
MmuEX0016443,Ehbp1,115,chr11,21906875,21913486,-,NA,NA
MmuEX0016444,Ehbp1,54,chr11,22073010,22139145,-,NA,NA
MmuEX0042101,Sgsm3,144,chr15,80837244,80838280,+,NA,NA
MmuEX0042102,Sgsm3,25,chr15,80838021,80838280,+,NA,NA
MmuEX0042103,Sgsm3,196,chr15,80838021,80838718,+,NA,NA
MmuEX0042104,Sgsm3,146,chr15,80838477,80839113,+,NA,NA
MmuEX0042105,Sgsm3,50,chr15,80840426,80840839,+,NA,NA
MmuEX0042106,Sgsm3,123,chr15,80841502,80841891,+,NA,NA
MmuEX0042107,Sgsm3,61,chr15,80841791,80842085,+,NA,NA
MmuEX0042108,Sgsm3,86,chr15,80833095,80834233,+,NA,n.s.
MmuEX0042109,Sgsm3,67,chr15,80833876,80836836,+,NA,NA
MmuEX0047847,Tmem183a,63,chr1,136249013,136249551,-,NA,NA
MmuEX0047848,Tmem183a,156,chr1,136244772,136248931,-,NA,NA
MmuEX0041808,Setd1a,165,chr7,134921028,134922019,+,NA,NA
MmuEX0041809,Setd1a,271,chr7,134922116,134927142,+,NA,NA
MmuEX0037309,Prox2,195,chr12,86428505,86430590,-,NA,NA
MmuEX0033825,Pbrm1,148,chr14,31840732,31845594,+,NA,NA
MmuEX0033826,Pbrm1,69,chr14,31849246,31853618,+,NA,NA
MmuEX0033827,Pbrm1,99,chr14,31852188,31857809,+,NA,NA
MmuEX0033828,Pbrm1,86,chr14,31853718,31858515,+,NA,NA
MmuEX0033829,Pbrm1,92,chr14,31858612,31863223,+,NA,NA
MmuEX0033830,Pbrm1,214,chr14,31859610,31865365,+,NA,NA
MmuEX0033831,Pbrm1,277,chr14,31869467,31877931,+,NA,NA
MmuEX0033832,Pbrm1,106,chr14,31874932,31880507,+,NA,NA
MmuEX0033833,Pbrm1,212,chr14,31881151,31895735,+,NA,NA
MmuEX0033834,Pbrm1,153,chr14,31832889,31840633,+,NA,NA
MmuEX0033835,Pbrm1,158,chr14,31895922,31897971,+,NA,n.s.
MmuEX0033836,Pbrm1,211,chr14,31918717,31920294,+,NA,NA
MmuEX0033837,Pbrm1,71,chr14,31927191,31930385,+,NA,NA
MmuEX0033838,Pbrm1,217,chr14,31930270,31931914,+,NA,NA
MmuEX0033839,Pbrm1,98,chr14,31838837,31844029,+,NA,NA
MmuEX0023236,Hps4,163,chr5,112795992,112797955,+,NA,NA
MmuEX0023237,Hps4,97,chr5,112797993,112798965,+,NA,NA
MmuEX0044606,Specc1,179,chr11,61945406,61951551,+,NA,NA
MmuEX0044607,Specc1,146,chr11,61945957,61961069,+,NA,NA
MmuEX0044608,Specc1,103,chr11,61970143,62018885,+,NA,NA
MmuEX0044609,Specc1,125,chr11,62025206,62032786,+,NA,NA
MmuEX0050124,Ubash3a,187,chr17,31346751,31351981,+,NA,NA
MmuEX0050125,Ubash3a,170,chr17,31352181,31356526,+,NA,NA
MmuEX0006128,Arl15,151,chr13,114584905,114712454,+,NA,NA
MmuEX0006129,Arl15,145,chr13,114584905,114724271,+,NA,NA
MmuEX0006130,Arl15,209,chr13,114724332,114944911,+,NA,NA
MmuEX0023872,Ikbke,197,chr1,133166828,133168339,-,NA,NA
MmuEX0023873,Ikbke,46,chr1,133166828,133167463,-,NA,NA
MmuEX0023874,Ikbke,87,chr1,133162528,133166594,-,NA,NA
MmuEX0023875,Ikbke,246,chr1,133162528,133166377,-,NA,NA
MmuEX0023876,Ikbke,88,chr1,133162528,133163965,-,NA,NA
MmuEX0023877,Ikbke,141,chr1,133171857,133173044,-,NA,NA
MmuEX0023878,Ikbke,161,chr1,133168796,133170217,-,NA,NA
MmuEX0023879,Ikbke,111,chr1,133168520,133169947,-,NA,NA
MmuEX0000108,1110018G07Rik,140,chr12,86292332,86311578,-,NA,NA
MmuEX0000109,1110018G07Rik,181,chr12,86275350,86275903,-,NA,NA
MmuEX0000110,1110018G07Rik,78,chr12,86271441,86275101,-,NA,NA
MmuEX0000111,1110018G07Rik,76,chr12,86268361,86271067,-,NA,NA
MmuEX0021367,Gnl3,59,chr14,31830600,31832114,-,NA,inconsistent
MmuEX0021368,Gnl3,175,chr14,31826982,31827775,-,NA,NA
MmuEX0021369,Gnl3,137,chr14,31826511,31826838,-,NA,NA
MmuEX0021370,Gnl3,158,chr14,31825976,31826614,-,NA,NA
MmuEX0021371,Gnl3,121,chr14,31827864,31828460,-,NA,NA
MmuEX0033229,Osbpl6,166,chr2,76244747,76361945,+,NA,NA
MmuEX0033230,Osbpl6,54,chr2,76384158,76387496,+,NA,NA
MmuEX0033231,Osbpl6,51,chr2,76393175,76393946,+,NA,NA
MmuEX0001517,4930433N12Rik,91,chr9,3193049,3199536,-,NA,NA
MmuEX0018487,Fam83g,168,chr11,61498558,61515144,+,NA,NA
MmuEX0047007,Tex13,485,chrX,137344708,137347910,-,NA,NA
MmuEX0014830,Dlgap3,92,chr4,126911264,126912628,+,NA,NA
MmuEX0014831,Dlgap3,206,chr4,126872958,126877507,+,NA,NA
MmuEX0049278,Tsen2,51,chr6,115511476,115518713,+,NA,n.s.
MmuEX0020138,Gatad2b,132,chr3,90152619,90154308,+,NA,NA
MmuEX0020139,Gatad2b,316,chr3,90155497,90158229,+,NA,NA
MmuEX0012779,Crtac1,137,chr19,42373730,42379159,-,NA,NA
MmuEX0014279,Dennd4b,101,chr3,90074927,90075488,+,NA,NA
MmuEX0014280,Dennd4b,216,chr3,90075157,90076177,+,NA,NA
MmuEX0014281,Dennd4b,123,chr3,90081191,90081656,+,NA,NA
MmuEX0053950,Zmym6,276,chr4,126779209,126781514,+,NA,NA
MmuEX0053951,Zmym6,145,chr4,126787207,126797671,+,NA,NA
MmuEX0053952,Zmym6,136,chr4,126755791,126764218,+,NA,NA
MmuEX0004278,Agps,53,chr2,75670569,75689550,+,NA,NA
MmuEX0004279,Agps,128,chr2,75706471,75726172,+,NA,NA
MmuEX0004280,Agps,52,chr2,75715656,75729848,+,NA,NA
MmuEX0004281,Agps,49,chr2,75726225,75729848,+,NA,NA
MmuEX0004282,Agps,72,chr2,75692663,75696955,+,NA,NA
MmuEX0004283,Agps,80,chr2,75695146,75699990,+,NA,NA
MmuEX0036947,Prdm14,54,chr1,13114602,13115246,-,NA,NA
MmuEX0018745,Fbrs,36,chr7,134623630,134624502,+,NA,NA
MmuEX0018746,Fbrs,30,chr7,134624417,134626296,+,NA,NA
MmuEX0018747,Fbrs,81,chr7,134631297,134632680,+,NA,NA
MmuEX0018748,Fbrs,49,chr7,134624533,134626434,+,NA,NA
MmuEX0018749,Fbrs,299,chr7,134626736,134628553,+,NA,NA
MmuEX0018750,Fbrs,203,chr7,134628355,134628866,+,NA,NA
MmuEX0018751,Fbrs,96,chr7,134628912,134629441,+,NA,NA
MmuEX0018752,Fbrs,69,chr7,134629204,134630373,+,NA,NA
MmuEX0018753,Fbrs,30,chr7,134629511,134630778,+,NA,NA
MmuEX0014532,Dhx29,74,chr13,113718182,113721049,+,NA,inconsistent
MmuEX0014533,Dhx29,225,chr13,113750607,113752941,+,NA,NA
MmuEX0014534,Dhx29,294,chr13,113753565,113755422,+,NA,NA
MmuEX0014535,Dhx29,129,chr13,113723438,113730580,+,NA,NA
MmuEX0014536,Dhx29,127,chr13,113725806,113731880,+,NA,NA
MmuEX0014537,Dhx29,166,chr13,113732040,113735277,+,NA,NA
MmuEX0028889,Mgat3,212,chr15,80023749,80041402,+,NA,NA
MmuEX0016097,E230019M04Rik,171,chrX,136597500,136609343,+,NA,NA
MmuEX0053429,Zfp532,201,chr18,65804024,65811213,+,NA,NA
MmuEX0018399,Fam63b,164,chr9,70453097,70455264,-,NA,NA
MmuEX0053932,Zmym4,113,chr4,126592910,126600307,-,NA,NA
MmuEX0053933,Zmym4,144,chr4,126577214,126579786,-,NA,NA
MmuEX0053934,Zmym4,95,chr4,126559856,126567239,-,NA,NA
MmuEX0053935,Zmym4,96,chr4,126555025,126559683,-,NA,NA
MmuEX0053936,Zmym4,249,chr4,126542871,126547426,-,NA,NA
MmuEX0029045,Mios,59,chr6,8159412,8164765,+,NA,NA
MmuEX0039402,Reln,111,chr5,21733479,21849997,-,NA,NA
MmuEX0039403,Reln,97,chr5,21609283,21634432,-,NA,NA
MmuEX0039404,Reln,141,chr5,21437354,21448416,-,NA,NA
MmuEX0039405,Reln,215,chr5,21420979,21426224,-,NA,NA
MmuEX0039406,Reln,243,chr5,21415935,21418793,-,NA,NA
MmuEX0008485,C1galt1,668,chr6,7814142,7821053,+,NA,NA
MmuEX0053305,Zfp410,82,chr12,85666740,85668228,+,NA,NA
